EnsembleID,S518NP,P3005NP,P3185NP,P3190NP,P3236NP,P3071NP
ENSG00000123352,2.048306209,2.771436164,5.233446251,4.612891804,5.067376419,5.474575202
ENSG00000123353,0.491495743,0.491495743,0.491495743,0.491495743,1.73033331,2.69412117
ENSG00000123358,5.800611397,3.253816588,2.440884036,3.382757049,2.386862702,1.977737121
ENSG00000123360,1.606006813,0.491495743,0.491495743,1.770364417,3.552312346,0.491495743
ENSG00000123374,4.107824778,2.771436164,3.953204495,3.515182447,4.583109166,2.69412117
ENSG00000123384,4.801665805,4.96471016,4.427948733,3.949011715,7.127685395,2.69412117
ENSG00000123395,1.470433385,4.143378292,3.240861564,2.891885759,2.583770537,1.977737121
ENSG00000123405,5.503466925,6.416948686,7.343048626,6.974378646,7.836482686,7.000543347
ENSG00000123411,2.835829041,0.491495743,0.491495743,0.491495743,1.553663305,1.977737121
ENSG00000123415,3.489925425,3.253816588,0.491495743,1.268225633,1.118199498,3.170636651
ENSG00000123416,7.695370632,7.259471076,7.772765579,8.327701117,8.186296385,8.142371776
ENSG00000123427,3.26255325,2.041553926,0.491495743,0.491495743,1.118199498,0.491495743
ENSG00000123444,0.491495743,2.041553926,1.773077512,3.636467861,2.488673413,0.491495743
ENSG00000123453,0.491495743,2.041553926,0.491495743,1.268225633,0.83861323,1.977737121
ENSG00000123472,2.596317412,4.349280359,5.233446251,4.552524357,5.13173836,5.204209196
ENSG00000123473,2.048306209,4.143378292,4.129387603,3.852163487,4.33234293,5.204209196
ENSG00000123485,1.320785797,2.041553926,3.240861564,2.682494716,3.116372234,3.81456408
ENSG00000123496,0.491495743,0.491495743,1.773077512,1.268225633,0.491495743,0.491495743
ENSG00000123500,0.491495743,0.491495743,0.491495743,0.491495743,1.887709792,2.69412117
ENSG00000123505,7.949142777,7.873755717,7.887529192,7.754849711,8.742128213,8.266225763
ENSG00000123545,3.886000568,2.041553926,3.953204495,3.074702331,1.352299484,2.69412117
ENSG00000123552,4.487306534,3.614691438,4.427948733,4.354603532,4.33234293,4.053370258
ENSG00000123560,1.729927308,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000123562,5.385925453,5.084818068,3.240861564,4.612891804,4.583109166,4.437538838
ENSG00000123570,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000123572,1.320785797,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000123575,6.30280147,5.394743376,4.784549683,4.72653942,4.304691665,2.69412117
ENSG00000123595,4.339491248,2.771436164,3.240861564,3.382757049,2.158766942,4.053370258
ENSG00000123600,4.469636893,3.903118235,4.556860461,4.125146636,4.55990535,3.81456408
ENSG00000123607,4.279907704,3.253816588,3.51922813,3.748342975,3.455046577,3.170636651
ENSG00000123609,5.094636815,5.394743376,5.448115975,6.035225439,6.203297203,6.125005308
ENSG00000123610,0.747543474,0.491495743,0.491495743,1.268225633,3.552312346,0.491495743
ENSG00000123612,0.491495743,0.491495743,0.491495743,1.268225633,0.83861323,0.491495743
ENSG00000123636,6.647353754,5.994547327,6.039738724,6.518116127,7.909435734,5.958708437
ENSG00000123643,0.964924616,0.491495743,1.773077512,2.891885759,2.83639491,0.491495743
ENSG00000123684,6.408593876,4.96471016,5.070244864,5.267072855,5.867594103,5.630230171
ENSG00000123685,3.831705726,0.491495743,2.440884036,4.354603532,2.672984976,1.977737121
ENSG00000123689,0.491495743,2.771436164,3.240861564,5.846991832,7.794852499,2.69412117
ENSG00000123700,0.491495743,3.253816588,1.773077512,3.074702331,3.886638169,1.977737121
ENSG00000123728,5.862851105,5.484836416,3.752473184,5.065826156,4.816389946,4.740623486
ENSG00000123737,2.779574869,5.195690639,4.675192218,4.489520191,4.463167661,4.990957457
ENSG00000123739,5.62816597,6.167749796,7.511584897,7.466685052,8.999853668,8.25430802
ENSG00000123810,0.964924616,2.041553926,1.773077512,2.142135943,2.158766942,0.491495743
ENSG00000123815,2.779574869,0.491495743,3.240861564,1.268225633,3.295624694,1.977737121
ENSG00000123836,1.949785482,3.903118235,3.51922813,3.636467861,3.886638169,3.170636651
ENSG00000123838,3.98881978,2.041553926,1.773077512,0.491495743,0.491495743,0.491495743
ENSG00000123870,0.491495743,2.041553926,2.895625316,1.268225633,3.116372234,2.69412117
ENSG00000123892,3.220913249,0.491495743,1.773077512,2.142135943,1.553663305,0.491495743
ENSG00000123901,0.491495743,0.491495743,1.773077512,0.491495743,0.491495743,0.491495743
ENSG00000123908,4.729261963,5.484836416,6.553886699,6.315065851,6.379302464,6.571695232
ENSG00000123933,5.357384421,5.195690639,4.784549683,5.267072855,4.412252335,3.170636651
ENSG00000123965,0.491495743,0.491495743,0.491495743,0.491495743,1.118199498,0.491495743
ENSG00000123975,3.489925425,3.253816588,1.773077512,2.437467618,2.277317989,3.170636651
ENSG00000123983,0.491495743,2.771436164,0.491495743,2.682494716,3.643432651,3.528232095
ENSG00000123989,0.491495743,2.041553926,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000123992,3.686294071,2.041553926,2.895625316,3.515182447,3.23831334,3.170636651
ENSG00000124006,0.747543474,2.041553926,0.491495743,1.770364417,1.73033331,2.69412117
ENSG00000124019,0.491495743,2.771436164,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124067,0.491495743,0.491495743,1.773077512,2.142135943,3.455046577,0.491495743
ENSG00000124074,0.491495743,0.491495743,1.773077512,1.770364417,2.029594888,0.491495743
ENSG00000124097,0.491495743,2.041553926,3.752473184,2.142135943,1.887709792,0.491495743
ENSG00000124098,6.623582276,7.259471076,9.012506226,7.030784265,5.00000852,7.439950945
ENSG00000124102,0.491495743,0.491495743,0.491495743,2.142135943,1.73033331,0.491495743
ENSG00000124103,0.491495743,0.491495743,1.773077512,0.491495743,1.352299484,0.491495743
ENSG00000124104,2.140526949,0.491495743,1.773077512,2.437467618,2.757002329,3.81456408
ENSG00000124107,0.491495743,0.491495743,1.773077512,1.770364417,1.73033331,0.491495743
ENSG00000124116,0.491495743,0.491495743,1.773077512,0.491495743,1.887709792,1.977737121
ENSG00000124120,3.831705726,3.253816588,4.28637771,3.515182447,2.83639491,3.528232095
ENSG00000124126,7.18281802,7.733779837,7.573847587,8.055997249,9.083591967,6.88162585
ENSG00000124140,0.964924616,3.903118235,0.491495743,1.268225633,0.491495743,2.69412117
ENSG00000124145,0.491495743,0.491495743,3.752473184,3.074702331,5.099916277,3.81456408
ENSG00000124151,7.435809511,6.505707139,6.490737302,6.951184074,7.409873821,6.365569773
ENSG00000124155,3.912400474,2.771436164,2.895625316,2.142135943,2.277317989,3.81456408
ENSG00000124160,4.174783968,5.394743376,5.154152048,4.831884545,3.848845623,4.053370258
ENSG00000124164,6.016782426,6.370434005,7.812043258,7.408269058,7.974496045,7.759540941
ENSG00000124171,0.491495743,0.491495743,0.491495743,1.268225633,1.118199498,1.977737121
ENSG00000124172,7.734737233,8.869425452,8.748008465,8.623822217,8.295688541,8.658670153
ENSG00000124177,6.220676575,6.548119207,6.614387461,6.951184074,6.878531547,7.000543347
ENSG00000124181,5.083062717,4.689565934,4.981154639,4.72653942,5.504149681,3.528232095
ENSG00000124191,0.491495743,0.491495743,3.240861564,1.770364417,1.352299484,3.528232095
ENSG00000124193,6.639473368,6.848839393,7.923840917,8.119796185,8.640720825,7.580216153
ENSG00000124198,6.347021817,5.569632511,5.575314804,5.443652729,5.586830477,5.204209196
ENSG00000124201,6.908979904,7.068715853,6.08319827,7.24620246,8.088339564,6.571695232
ENSG00000124203,2.660024991,2.041553926,2.895625316,3.515182447,4.028623673,3.81456408
ENSG00000124207,5.77206334,4.349280359,5.448115975,5.22900687,5.099916277,4.597025657
ENSG00000124209,6.800083903,4.689565934,5.308608366,5.410023556,3.886638169,4.258204254
ENSG00000124212,0.964924616,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124214,5.909469054,5.569632511,6.932169317,6.27826137,6.195790041,6.532759057
ENSG00000124215,0.491495743,0.491495743,0.491495743,1.268225633,1.352299484,1.977737121
ENSG00000124216,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124217,0.491495743,2.041553926,3.240861564,1.268225633,1.118199498,0.491495743
ENSG00000124222,5.512124025,2.771436164,3.953204495,4.552524357,5.858113646,4.597025657
ENSG00000124224,3.558394758,2.771436164,1.773077512,2.437467618,3.403838674,1.977737121
ENSG00000124225,0.491495743,2.041553926,1.773077512,1.268225633,1.118199498,1.977737121
ENSG00000124226,6.371015361,5.569632511,4.981154639,5.37559174,4.18846104,4.437538838
ENSG00000124228,4.130491573,6.779329616,6.584454201,7.052743176,5.718398149,6.320559353
ENSG00000124232,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743,1.977737121
ENSG00000124243,3.803772313,4.529432785,4.129387603,3.236936377,3.810036379,3.528232095
ENSG00000124253,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743,1.977737121
ENSG00000124256,0.491495743,5.084818068,2.440884036,3.852163487,6.661347205,3.528232095
ENSG00000124257,0.491495743,2.041553926,0.491495743,0.491495743,1.553663305,0.491495743
ENSG00000124260,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,1.977737121
ENSG00000124275,2.22720522,3.253816588,2.440884036,4.423638414,2.386862702,1.977737121
ENSG00000124279,1.729927308,2.041553926,0.491495743,2.142135943,1.118199498,2.69412117
ENSG00000124299,2.386347545,4.529432785,4.28637771,4.67083439,3.295624694,4.597025657
ENSG00000124302,0.491495743,0.491495743,1.773077512,0.491495743,1.887709792,0.491495743
ENSG00000124313,1.153799778,2.041553926,2.440884036,2.682494716,2.83639491,1.977737121
ENSG00000124333,5.954627665,5.649720085,6.728271381,6.420160301,7.510128215,7.136606149
ENSG00000124334,0.491495743,0.491495743,1.773077512,1.268225633,0.83861323,0.491495743
ENSG00000124343,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124356,2.22720522,3.253816588,3.752473184,5.108384049,4.55990535,4.740623486
ENSG00000124357,5.278393645,5.569632511,5.154152048,5.769550583,6.254781199,5.300072318
ENSG00000124370,0.964924616,2.771436164,1.773077512,1.770364417,1.553663305,1.977737121
ENSG00000124374,4.469636893,3.903118235,3.240861564,2.891885759,1.553663305,4.437538838
ENSG00000124380,4.504762379,5.298647272,4.981154639,5.600957706,4.855030916,6.17643444
ENSG00000124383,5.376474374,5.72559465,4.675192218,5.508646987,4.512347178,4.597025657
ENSG00000124406,7.412878141,5.86632933,6.908203248,6.764209747,7.52817431,7.67266298
ENSG00000124422,6.366248469,5.649720085,6.424696705,6.502245091,7.012759177,6.409218302
ENSG00000124440,1.320785797,2.041553926,0.491495743,2.142135943,0.491495743,1.977737121
ENSG00000124444,0.747543474,2.041553926,0.491495743,2.142135943,1.553663305,1.977737121
ENSG00000124459,1.320785797,2.771436164,3.953204495,3.382757049,2.672984976,0.491495743
ENSG00000124466,0.747543474,0.491495743,1.773077512,0.491495743,0.491495743,0.491495743
ENSG00000124467,0.747543474,2.771436164,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000124469,2.596317412,0.491495743,2.440884036,3.074702331,2.911645409,3.170636651
ENSG00000124486,7.898866703,6.882377449,7.306843037,6.985837575,7.079547808,6.78552822
ENSG00000124491,9.455889523,10.12012116,11.16301043,11.20938954,11.87354621,11.55453823
ENSG00000124496,4.815720524,3.614691438,4.675192218,4.125146636,5.13173836,3.81456408
ENSG00000124507,0.491495743,2.041553926,1.773077512,3.236936377,3.504499008,3.528232095
ENSG00000124508,0.491495743,3.253816588,1.773077512,3.515182447,3.886638169,0.491495743
ENSG00000124523,4.555897359,5.084818068,4.981154639,5.189909219,4.816389946,4.990957457
ENSG00000124532,4.787472817,3.253816588,4.129387603,4.72653942,5.162873653,4.990957457
ENSG00000124535,3.98881978,5.569632511,5.747275792,5.600957706,6.412066149,5.702181763
ENSG00000124541,0.491495743,3.903118235,3.953204495,4.205755876,2.983164683,1.977737121
ENSG00000124549,0.491495743,0.491495743,0.491495743,1.268225633,1.73033331,0.491495743
ENSG00000124557,0.964924616,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124562,4.787472817,6.915153532,5.948683254,6.333121882,4.756415805,6.01629705
ENSG00000124570,6.480936068,4.96471016,5.3800478,5.37559174,5.099916277,5.898725116
ENSG00000124571,5.450404189,3.614691438,4.556860461,4.423638414,4.412252335,4.258204254
ENSG00000124574,0.491495743,0.491495743,0.491495743,2.142135943,3.403838674,0.491495743
ENSG00000124575,7.180104397,5.649720085,4.886198644,5.22900687,2.83639491,4.053370258
ENSG00000124587,4.621374605,2.041553926,2.895625316,3.074702331,3.23831334,1.977737121
ENSG00000124588,0.491495743,2.771436164,4.129387603,3.382757049,4.605945678,3.170636651
ENSG00000124593,0.491495743,2.771436164,2.895625316,2.891885759,2.672984976,2.69412117
ENSG00000124596,3.655366457,4.689565934,4.556860461,4.205755876,3.99441573,3.170636651
ENSG00000124602,0.491495743,0.491495743,0.491495743,1.268225633,2.277317989,0.491495743
ENSG00000124608,1.320785797,0.491495743,1.773077512,1.268225633,3.455046577,1.977737121
ENSG00000124610,0.491495743,2.771436164,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124613,1.844040484,0.491495743,2.440884036,0.491495743,0.491495743,0.491495743
ENSG00000124614,0.491495743,8.455832819,7.899734932,8.393709246,5.707881012,7.521764013
ENSG00000124615,1.470433385,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124635,5.960965034,6.629376726,7.306843037,6.161855084,7.422793287,6.609608134
ENSG00000124641,3.342392409,0.491495743,4.129387603,2.891885759,2.158766942,2.69412117
ENSG00000124657,0.491495743,0.491495743,0.491495743,1.770364417,1.73033331,0.491495743
ENSG00000124659,4.433634816,4.529432785,1.773077512,3.949011715,4.276500052,3.170636651
ENSG00000124664,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124688,2.721037898,2.771436164,1.773077512,3.382757049,3.504499008,4.053370258
ENSG00000124701,0.964924616,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000124702,4.699251393,4.689565934,3.752473184,3.949011715,3.23831334,4.597025657
ENSG00000124713,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743,1.977737121
ENSG00000124721,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124731,3.524566242,3.614691438,0.491495743,4.282098492,6.761363832,3.528232095
ENSG00000124733,4.084796163,5.86632933,6.522657493,6.296780972,6.462987932,6.682569835
ENSG00000124749,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743,1.977737121
ENSG00000124762,4.758660962,4.349280359,6.08319827,6.161855084,7.143380826,5.474575202
ENSG00000124766,5.071395013,4.143378292,4.675192218,3.748342975,2.757002329,3.170636651
ENSG00000124767,5.357384421,4.143378292,3.51922813,3.636467861,2.158766942,3.81456408
ENSG00000124772,5.205540668,4.96471016,4.427948733,4.831884545,5.442049302,4.437538838
ENSG00000124780,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124782,5.728153267,5.931862265,5.3800478,6.120867864,6.850119585,5.474575202
ENSG00000124783,7.104837988,5.394743376,6.553886699,6.639165213,7.248712871,6.942309509
ENSG00000124784,4.605281778,5.084818068,4.981154639,5.108384049,4.463167661,5.204209196
ENSG00000124785,4.857081367,3.253816588,3.953204495,3.748342975,0.83861323,3.81456408
ENSG00000124786,4.539052947,2.771436164,2.440884036,2.682494716,0.83861323,0.491495743
ENSG00000124787,2.779574869,0.491495743,1.773077512,1.268225633,0.83861323,0.491495743
ENSG00000124788,4.415291166,5.394743376,5.233446251,5.540078094,5.336769608,4.437538838
ENSG00000124789,7.010230071,5.994547327,6.490737302,6.161855084,6.437751698,6.532759057
ENSG00000124795,7.568309845,8.327787007,8.961016551,8.819031137,8.483127909,9.024140661
ENSG00000124802,0.491495743,2.771436164,3.51922813,3.236936377,2.983164683,4.258204254
ENSG00000124813,5.173155401,3.903118235,2.895625316,3.852163487,3.886638169,3.170636651
ENSG00000124831,8.144147001,8.433381217,8.300423755,8.597920489,8.995536403,8.278045863
ENSG00000124875,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000124882,0.491495743,0.491495743,0.491495743,0.491495743,1.118199498,0.491495743
ENSG00000124915,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000124920,2.140526949,0.491495743,0.491495743,1.770364417,0.491495743,0.491495743
ENSG00000124942,9.982836144,9.312375901,8.961016551,9.388533905,9.500236275,8.021014506
ENSG00000125037,5.828605488,6.915153532,7.543052101,6.951184074,8.542041565,7.162343935
ENSG00000125046,3.178035596,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000125084,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000125089,3.886000568,3.253816588,3.240861564,4.354603532,3.848845623,0.491495743
ENSG00000125107,7.90216373,7.309640606,6.859042619,7.24620246,6.450424994,6.320559353
ENSG00000125122,1.320785797,0.491495743,0.491495743,0.491495743,2.029594888,0.491495743
ENSG00000125124,2.048306209,0.491495743,3.240861564,1.770364417,2.83639491,3.170636651
ENSG00000125144,0.491495743,0.491495743,1.773077512,0.491495743,0.491495743,0.491495743
ENSG00000125148,6.603469054,5.484836416,3.51922813,4.612891804,4.412252335,4.053370258
ENSG00000125149,0.964924616,3.614691438,0.491495743,3.236936377,2.488673413,1.977737121
ENSG00000125166,4.279907704,2.041553926,1.773077512,3.636467861,3.051305335,3.528232095
ENSG00000125170,0.964924616,3.614691438,2.895625316,1.268225633,2.277317989,0.491495743
ENSG00000125207,2.721037898,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125245,2.835829041,2.041553926,2.440884036,2.891885759,1.553663305,3.170636651
ENSG00000125246,3.178035596,4.143378292,1.773077512,1.770364417,1.553663305,0.491495743
ENSG00000125247,2.308969626,0.491495743,1.773077512,2.891885759,1.118199498,1.977737121
ENSG00000125249,5.757574638,5.298647272,4.427948733,5.267072855,4.536322224,5.630230171
ENSG00000125257,6.322622475,5.649720085,7.862803478,7.474840407,7.298628688,7.948904446
ENSG00000125266,4.30004355,2.771436164,3.51922813,3.074702331,3.350746063,1.977737121
ENSG00000125304,5.757574638,4.143378292,3.51922813,3.636467861,5.759716374,5.204209196
ENSG00000125319,1.729927308,0.491495743,0.491495743,0.491495743,1.352299484,0.491495743
ENSG00000125337,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000125347,6.74238994,7.233716532,6.584454201,7.977814148,8.786534974,7.39723615
ENSG00000125351,2.140526949,4.143378292,4.784549683,5.065826156,5.017147702,5.101519966
ENSG00000125352,3.558394758,4.689565934,3.953204495,3.748342975,4.094698363,4.871213364
ENSG00000125354,7.336947937,7.537241046,8.124384912,8.305009775,8.717436751,8.048878712
ENSG00000125355,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000125356,4.469636893,5.484836416,6.166376665,5.990419067,6.600106915,6.320559353
ENSG00000125375,4.061393989,2.041553926,4.675192218,4.282098492,3.643432651,3.528232095
ENSG00000125378,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000125384,3.489925425,2.771436164,0.491495743,2.142135943,2.158766942,0.491495743
ENSG00000125386,5.889674095,4.833687412,5.308608366,5.795828928,6.359281048,4.871213364
ENSG00000125388,0.491495743,2.041553926,3.953204495,4.780173302,4.693839937,5.389960554
ENSG00000125398,0.747543474,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125430,2.048306209,0.491495743,0.491495743,1.770364417,1.887709792,1.977737121
ENSG00000125434,3.178035596,0.491495743,0.491495743,0.491495743,1.118199498,0.491495743
ENSG00000125445,5.059632178,4.689565934,3.752473184,4.205755876,3.295624694,4.597025657
ENSG00000125447,3.133844461,4.833687412,4.981154639,5.304160222,5.350357447,3.528232095
ENSG00000125449,3.133844461,4.143378292,4.129387603,2.682494716,4.157878931,3.170636651
ENSG00000125450,3.938325956,2.771436164,1.773077512,2.891885759,2.277317989,2.69412117
ENSG00000125454,0.491495743,0.491495743,0.491495743,2.682494716,1.553663305,0.491495743
ENSG00000125457,3.418043975,2.041553926,3.240861564,4.205755876,4.605945678,2.69412117
ENSG00000125458,2.992518185,4.833687412,4.427948733,4.03976549,3.504499008,3.170636651
ENSG00000125459,4.130491573,2.771436164,0.491495743,1.268225633,1.118199498,1.977737121
ENSG00000125482,5.563003279,3.253816588,2.440884036,4.125146636,3.403838674,3.528232095
ENSG00000125484,5.713214479,3.253816588,2.440884036,3.515182447,2.911645409,3.81456408
ENSG00000125485,1.606006813,2.771436164,2.440884036,2.891885759,2.757002329,0.491495743
ENSG00000125492,0.747543474,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125498,0.491495743,0.491495743,0.491495743,1.268225633,0.491495743,0.491495743
ENSG00000125503,4.857081367,5.72559465,5.513116786,5.476515831,6.906394763,4.053370258
ENSG00000125505,3.859108551,4.143378292,2.895625316,4.423638414,6.897166688,1.977737121
ENSG00000125510,2.22720522,2.041553926,2.440884036,1.770364417,2.029594888,0.491495743
ENSG00000125520,0.747543474,4.96471016,4.981154639,4.489520191,4.157878931,3.170636651
ENSG00000125531,0.491495743,0.491495743,1.773077512,1.268225633,1.118199498,0.491495743
ENSG00000125534,6.882516753,8.252837021,9.503224321,8.973785639,9.85921676,9.031142177
ENSG00000125538,3.489925425,3.614691438,2.895625316,4.780173302,4.947334346,4.597025657
ENSG00000125551,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000125611,0.964924616,2.771436164,1.773077512,0.491495743,1.73033331,0.491495743
ENSG00000125618,2.048306209,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000125629,4.238772764,2.771436164,0.491495743,1.770364417,3.23831334,3.528232095
ENSG00000125630,4.668603264,4.143378292,3.51922813,3.949011715,1.887709792,2.69412117
ENSG00000125633,5.485995303,4.689565934,3.953204495,4.282098492,5.083738088,4.597025657
ENSG00000125637,6.252023792,6.589319979,6.319596542,6.315065851,7.025519839,4.871213364
ENSG00000125648,3.886000568,3.614691438,2.440884036,1.770364417,1.73033331,1.977737121
ENSG00000125650,1.729927308,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000125651,3.775287357,6.743277123,6.755391127,6.65360643,6.431373055,6.320559353
ENSG00000125652,3.26255325,4.529432785,3.51922813,3.515182447,1.352299484,1.977737121
ENSG00000125656,4.787472817,2.771436164,3.51922813,4.205755876,2.583770537,3.528232095
ENSG00000125676,4.999334895,6.668351268,7.269705398,7.491014102,7.659502987,7.481437339
ENSG00000125686,5.889674095,4.143378292,5.575314804,5.22900687,4.929340067,4.740623486
ENSG00000125691,9.437828432,10.32913821,9.908530964,9.777763511,7.592476665,9.355087303
ENSG00000125695,0.491495743,0.491495743,0.491495743,0.491495743,0.83861323,0.491495743
ENSG00000125703,4.084796163,4.349280359,4.784549683,5.14972242,4.715001573,5.389960554
ENSG00000125730,2.889971798,3.903118235,0.491495743,2.437467618,1.553663305,2.69412117
ENSG00000125731,0.491495743,2.041553926,0.491495743,2.682494716,2.757002329,1.977737121
ENSG00000125733,1.320785797,2.041553926,2.895625316,4.125146636,4.359474171,4.053370258
ENSG00000125734,0.747543474,3.614691438,1.773077512,3.515182447,4.73585729,2.69412117
ENSG00000125735,4.174783968,2.041553926,3.953204495,2.891885759,4.028623673,3.528232095
ENSG00000125740,0.491495743,2.041553926,1.773077512,4.205755876,5.686613897,1.977737121
ENSG00000125741,3.380714009,4.143378292,2.895625316,3.382757049,2.029594888,0.491495743
ENSG00000125743,5.128812203,6.272648365,6.039738724,5.687715458,3.295624694,5.101519966
ENSG00000125744,0.491495743,3.903118235,5.070244864,4.354603532,5.675861608,3.81456408
ENSG00000125746,1.729927308,2.041553926,2.895625316,3.074702331,3.295624694,1.977737121
ENSG00000125753,7.133174304,7.906726033,7.360816297,7.576866739,8.138149205,6.912286721
ENSG00000125755,4.37788897,5.994547327,6.166376665,6.099929148,6.95612032,6.071674844
ENSG00000125772,6.194023332,6.112294353,5.948683254,5.443652729,6.571387187,6.492742837
ENSG00000125775,0.491495743,0.491495743,1.773077512,0.491495743,2.488673413,0.491495743
ENSG00000125779,5.902900866,3.253816588,4.556860461,5.304160222,6.061801914,5.101519966
ENSG00000125780,1.606006813,0.491495743,0.491495743,0.491495743,1.887709792,0.491495743
ENSG00000125810,5.842401435,4.349280359,4.784549683,3.949011715,6.203297203,3.170636651
ENSG00000125812,3.938325956,3.903118235,1.773077512,3.748342975,2.672984976,3.170636651
ENSG00000125814,4.787472817,2.771436164,3.51922813,3.236936377,3.598591771,2.69412117
ENSG00000125817,5.071395013,6.221152269,5.900905608,6.296780972,4.628426336,6.320559353
ENSG00000125818,6.74238994,5.394743376,6.728271381,6.161855084,5.309203871,6.409218302
ENSG00000125821,1.470433385,4.833687412,4.981154639,4.205755876,3.99441573,4.740623486
ENSG00000125823,0.964924616,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125826,5.106118798,4.833687412,5.233446251,4.881806234,5.976750949,4.740623486
ENSG00000125827,4.714334711,4.689565934,3.752473184,5.267072855,6.444102262,5.630230171
ENSG00000125834,5.366960972,3.614691438,3.51922813,2.682494716,3.116372234,1.977737121
ENSG00000125835,4.451748154,6.743277123,5.513116786,6.057117365,4.835839797,5.836139255
ENSG00000125841,2.459785762,0.491495743,1.773077512,1.268225633,0.491495743,0.491495743
ENSG00000125843,4.037605937,2.771436164,2.440884036,2.142135943,3.455046577,1.977737121
ENSG00000125844,3.912400474,4.833687412,4.28637771,4.72653942,6.605782886,5.389960554
ENSG00000125845,1.844040484,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125846,0.491495743,0.491495743,2.440884036,0.491495743,2.386862702,2.69412117
ENSG00000125863,6.016782426,4.529432785,4.129387603,4.72653942,5.017147702,3.81456408
ENSG00000125864,1.949785482,0.491495743,0.491495743,1.770364417,1.118199498,1.977737121
ENSG00000125868,6.735013225,6.167749796,6.672452855,6.985837575,7.603866206,7.418751628
ENSG00000125869,0.747543474,0.491495743,2.895625316,2.682494716,4.24774655,3.170636651
ENSG00000125870,4.999334895,5.797677391,5.070244864,5.687715458,4.094698363,5.898725116
ENSG00000125871,3.26255325,4.689565934,4.427948733,3.236936377,3.23831334,3.528232095
ENSG00000125875,5.779253489,5.394743376,4.675192218,4.881806234,5.654113595,5.101519966
ENSG00000125877,4.196430452,5.394743376,2.895625316,3.636467861,2.583770537,3.528232095
ENSG00000125878,0.491495743,3.253816588,2.895625316,2.891885759,0.83861323,2.69412117
ENSG00000125885,3.623761284,2.771436164,3.240861564,3.382757049,3.403838674,2.69412117
ENSG00000125895,0.491495743,0.491495743,0.491495743,0.491495743,1.118199498,1.977737121
ENSG00000125898,4.130491573,5.084818068,5.448115975,4.9300581,5.739205174,5.770714733
ENSG00000125900,0.491495743,2.041553926,0.491495743,0.491495743,1.352299484,0.491495743
ENSG00000125901,4.974492193,3.614691438,4.427948733,3.636467861,2.757002329,3.528232095
ENSG00000125910,0.964924616,2.771436164,1.773077512,2.891885759,4.756415805,0.491495743
ENSG00000125912,2.942155921,2.041553926,2.440884036,2.891885759,4.55990535,1.977737121
ENSG00000125931,0.964924616,0.491495743,0.491495743,0.491495743,0.491495743,0.491495743
ENSG00000125944,6.865727345,7.494503173,6.553886699,7.507008486,6.431373055,6.571695232
ENSG00000125945,4.605281778,2.041553926,2.895625316,2.437467618,2.386862702,0.491495743
ENSG00000125952,8.097451441,9.606328847,10.82986729,10.01854288,11.1320817,10.62049793
