EnsembleID,P3191PE,P3003PE,P3074SPE
ENSG00000121851,5.46973653,5.969532227,6.650642707
ENSG00000121858,2.189798189,2.410206229,2.619625114
ENSG00000121864,2.625485404,3.265516963,3.268950027
ENSG00000121879,4.383858306,4.874285039,4.591720485
ENSG00000121892,7.285323111,7.414023569,6.918072317
ENSG00000121895,1.670704442,1.291691528,2.497440227
ENSG00000121897,1.0248655,0.020729603,0.726140455
ENSG00000121898,0.655532735,-0.60811535,-0.60811535
ENSG00000121903,0.157852609,-0.60811535,0.208055815
ENSG00000121904,-0.60811535,0.020729603,-0.60811535
ENSG00000121905,-0.174883164,-0.60811535,-0.60811535
ENSG00000121931,2.729115788,2.900339057,3.025420911
ENSG00000121940,3.082154159,2.592718099,1.106539334
ENSG00000121957,2.95966293,2.967987056,3.268950027
ENSG00000121964,8.09977532,7.928750992,7.329660625
ENSG00000121966,2.570738113,3.369239226,4.055414928
ENSG00000121988,2.778266925,3.153755934,2.732265031
ENSG00000121989,7.104426401,7.342546938,7.343026659
ENSG00000122008,6.528894777,5.985942479,5.919943768
ENSG00000122025,0.157852609,0.457217731,0.208055815
ENSG00000122026,6.619341682,7.94772493,8.187936558
ENSG00000122033,4.065320618,4.44644067,4.786921847
ENSG00000122034,5.431839508,5.448450357,5.883818674
ENSG00000122035,0.428047414,0.791864764,1.106539334
ENSG00000122042,4.351745376,4.243016539,4.179810288
ENSG00000122068,7.373928719,6.183850051,6.276384211
ENSG00000122085,6.213106168,5.919150866,6.034217972
ENSG00000122121,-0.174883164,-0.60811535,0.726140455
ENSG00000122122,3.48879944,4.943136851,5.153459386
ENSG00000122126,2.678230882,3.798834847,3.111246701
ENSG00000122133,-0.174883164,-0.60811535,-0.60811535
ENSG00000122140,1.0248655,0.791864764,2.497440227
ENSG00000122176,-0.60811535,0.020729603,-0.60811535
ENSG00000122188,1.0248655,1.816971108,1.656011051
ENSG00000122194,-0.60811535,-0.60811535,0.208055815
ENSG00000122203,6.866636345,5.994078133,5.541365067
ENSG00000122218,7.609436344,6.401325848,6.219545972
ENSG00000122223,3.33303476,1.816971108,2.836743814
ENSG00000122224,1.445794457,0.457217731,1.407277898
ENSG00000122257,6.751361532,5.506476771,5.587016785
ENSG00000122299,7.331335648,6.683774075,6.066806794
ENSG00000122335,4.899121765,3.265516963,4.179810288
ENSG00000122359,7.397714681,6.437571758,6.229175882
ENSG00000122376,3.299757006,3.032604606,3.659229116
ENSG00000122378,0.655532735,1.6621999,1.106539334
ENSG00000122386,1.179228065,0.457217731,1.407277898
ENSG00000122390,5.618852874,5.424570143,4.760601544
ENSG00000122406,7.263913143,9.078934851,9.073234837
ENSG00000122417,4.318901341,4.926229495,4.257154983
ENSG00000122432,0.851985724,2.309491653,2.93416459
ENSG00000122435,2.916407031,3.31831003,2.836743814
ENSG00000122477,0.157852609,-0.60811535,0.726140455
ENSG00000122481,2.625485404,3.512053625,1.868100793
ENSG00000122482,5.645588153,5.756503405,5.17354889
ENSG00000122483,7.629664797,7.487898257,6.844796832
ENSG00000122484,4.853982755,5.746906542,5.232191557
ENSG00000122490,3.265693495,2.084147754,2.732265031
ENSG00000122507,3.230806221,3.641995351,4.011446399
ENSG00000122512,2.26068893,2.592718099,2.497440227
ENSG00000122515,6.440052472,4.820400235,4.733792121
ENSG00000122543,-0.60811535,-0.60811535,0.208055815
ENSG00000122545,10.76841003,9.887042051,9.770733681
ENSG00000122547,0.655532735,1.06331659,1.106539334
ENSG00000122550,2.729115788,3.153755934,3.025420911
ENSG00000122557,6.619341682,6.867697347,6.483683801
ENSG00000122565,8.093720462,7.253855073,7.911165667
ENSG00000122566,10.05915987,9.276968567,9.347516967
ENSG00000122591,6.017172998,5.784916806,5.306848517
ENSG00000122592,-0.60811535,0.020729603,-0.60811535
ENSG00000122641,0.851985724,0.791864764,0.726140455
ENSG00000122642,3.195054351,2.829362318,2.93416459
ENSG00000122643,10.4635266,10.08331204,10.17432768
ENSG00000122644,2.916407031,3.094451617,3.411100684
ENSG00000122674,3.428496305,3.265516963,2.732265031
ENSG00000122678,0.655532735,0.457217731,1.407277898
ENSG00000122679,4.08498821,1.6621999,-0.60811535
ENSG00000122687,0.851985724,1.488807269,3.268950027
ENSG00000122692,5.57083978,5.460243852,5.688234585
ENSG00000122694,3.57477622,4.422526891,4.40041651
ENSG00000122696,2.825798556,3.418431683,3.411100684
ENSG00000122705,6.796794479,6.490288352,6.577137852
ENSG00000122707,2.454586778,3.722545359,3.192252142
ENSG00000122728,0.157852609,0.791864764,0.208055815
ENSG00000122729,1.771245913,1.95673551,1.868100793
ENSG00000122741,2.036624454,3.032604606,2.836743814
ENSG00000122778,3.299757006,3.265516963,2.052970289
ENSG00000122779,6.960126528,6.752526499,6.160376295
ENSG00000122783,6.602382772,6.319522216,6.34884456
ENSG00000122786,10.9839208,9.959462718,9.031191125
ENSG00000122787,-0.60811535,-0.60811535,0.208055815
ENSG00000122859,-0.60811535,-0.60811535,0.208055815
ENSG00000122861,-0.60811535,0.020729603,0.726140455
ENSG00000122862,10.02393096,8.965593916,8.645359317
ENSG00000122863,-0.60811535,0.020729603,-0.60811535
ENSG00000122873,0.157852609,2.900339057,1.656011051
ENSG00000122877,0.851985724,1.291691528,0.726140455
ENSG00000122882,3.629373347,3.31831003,3.111246701
ENSG00000122884,3.230806221,2.754712214,2.216818509
ENSG00000122912,2.778266925,3.265516963,3.192252142
ENSG00000122952,3.36556219,4.158674373,2.732265031
ENSG00000122958,5.036771671,5.517807155,5.834200205
ENSG00000122965,3.120777606,2.754712214,3.192252142
ENSG00000122966,4.351745376,4.745272634,4.365912625
ENSG00000122970,5.294992507,4.645503394,4.098082979
ENSG00000122971,1.0248655,0.020729603,0.726140455
ENSG00000122986,1.562627832,3.512053625,4.330563274
ENSG00000123064,3.042468184,4.764424478,5.232191557
ENSG00000123066,6.252772802,6.026169581,5.756418205
ENSG00000123080,3.001659564,2.410206229,2.363941681
ENSG00000123091,10.12921097,9.415166751,8.976495314
ENSG00000123094,0.851985724,1.291691528,0.726140455
ENSG00000123095,-0.174883164,1.95673551,2.216818509
ENSG00000123096,-0.174883164,0.457217731,-0.60811535
ENSG00000123104,8.279088104,6.924139451,6.066806794
ENSG00000123106,7.573339372,7.577252516,7.590967337
ENSG00000123119,-0.60811535,0.020729603,1.106539334
ENSG00000123124,7.09233039,6.176719645,5.601918555
ENSG00000123130,2.95966293,3.556680655,3.71512304
ENSG00000123131,1.0248655,0.791864764,0.208055815
ENSG00000123136,2.189798189,3.31831003,2.836743814
ENSG00000123143,4.759233235,4.926229495,5.193362486
ENSG00000123144,7.762312567,7.505079182,7.545442448
ENSG00000123146,4.709417944,3.835518239,4.139525278
ENSG00000123154,2.328258804,1.95673551,2.052970289
ENSG00000123159,3.629373347,1.816971108,3.601082127
ENSG00000123178,3.732734588,3.032604606,3.111246701
ENSG00000123179,-0.174883164,0.457217731,1.106539334
ENSG00000123191,3.001659564,1.488807269,0.726140455
ENSG00000123200,7.168048115,7.547157114,7.486438673
ENSG00000123213,2.678230882,2.592718099,1.106539334
ENSG00000123219,5.542668821,5.766036851,4.706475054
ENSG00000123240,5.927422602,6.382855585,6.34884456
ENSG00000123243,-0.174883164,0.020729603,0.726140455
ENSG00000123268,4.819176812,5.161127318,4.467043176
ENSG00000123297,1.0248655,1.6621999,2.619625114
ENSG00000123307,-0.60811535,0.020729603,-0.60811535
ENSG00000123329,5.006151985,4.70618892,5.324924347
ENSG00000123338,4.696690639,5.529049248,5.510107768
ENSG00000123349,7.027742271,7.476329573,7.896131649
ENSG00000123352,5.584721628,5.67787925,5.571959485
ENSG00000123353,1.179228065,0.791864764,2.052970289
ENSG00000123358,-0.174883164,0.457217731,0.726140455
ENSG00000123360,0.428047414,0.020729603,0.208055815
ENSG00000123374,5.26081497,4.243016539,4.179810288
ENSG00000123384,3.962747846,2.967987056,3.71512304
ENSG00000123395,1.318659198,0.791864764,2.93416459
ENSG00000123405,7.647961639,6.762086175,7.441582054
ENSG00000123411,-0.174883164,0.020729603,0.208055815
ENSG00000123415,0.157852609,0.791864764,2.052970289
ENSG00000123416,9.176915732,8.628022729,7.579720083
ENSG00000123427,0.428047414,0.457217731,0.726140455
ENSG00000123444,1.0248655,1.95673551,1.656011051
ENSG00000123453,0.157852609,0.020729603,-0.60811535
ENSG00000123472,5.888779887,5.657534967,5.288543334
ENSG00000123473,4.932072709,4.666016845,4.561546654
ENSG00000123485,3.230806221,2.829362318,3.411100684
ENSG00000123500,4.179494775,2.309491653,1.656011051
ENSG00000123505,9.251693478,8.275993349,8.88045886
ENSG00000123545,-0.174883164,1.6621999,1.106539334
ENSG00000123552,4.94289121,4.9763685,4.621276141
ENSG00000123560,-0.174883164,-0.60811535,-0.60811535
ENSG00000123561,-0.60811535,-0.60811535,0.208055815
ENSG00000123562,4.617874761,4.037953114,4.561546654
ENSG00000123570,0.851985724,2.084147754,0.726140455
ENSG00000123575,4.876728791,4.943136851,3.411100684
ENSG00000123595,2.115243212,2.504346384,2.619625114
ENSG00000123600,4.562832304,4.992701612,4.055414928
ENSG00000123607,2.115243212,3.094451617,2.732265031
ENSG00000123609,5.68478446,5.460243852,5.715895913
ENSG00000123610,-0.174883164,0.791864764,0.726140455
ENSG00000123612,0.428047414,-0.60811535,-0.60811535
ENSG00000123636,5.447117982,5.506476771,5.270002904
ENSG00000123643,0.655532735,0.457217731,0.726140455
ENSG00000123684,6.341295228,5.68794481,5.21290765
ENSG00000123685,1.0248655,1.488807269,2.216818509
ENSG00000123689,3.7574579,1.06331659,3.025420911
ENSG00000123700,1.670704442,1.488807269,1.106539334
ENSG00000123728,3.983854122,4.158674373,3.71512304
ENSG00000123737,3.158393941,4.44644067,4.098082979
ENSG00000123739,9.667022567,8.581537152,8.563987759
ENSG00000123810,1.562627832,1.06331659,0.208055815
ENSG00000123815,1.865234815,1.06331659,2.732265031
ENSG00000123836,1.562627832,2.084147754,0.208055815
ENSG00000123838,-0.60811535,-0.60811535,0.208055815
ENSG00000123870,2.39280507,3.032604606,2.363941681
ENSG00000123892,3.082154159,1.291691528,1.407277898
ENSG00000123908,7.28956724,5.919150866,5.306848517
ENSG00000123933,2.778266925,3.153755934,3.601082127
ENSG00000123965,-0.60811535,0.457217731,1.106539334
ENSG00000123975,2.189798189,2.084147754,2.216818509
ENSG00000123983,1.953473238,2.967987056,2.619625114
ENSG00000123989,0.157852609,-0.60811535,-0.60811535
ENSG00000123992,1.179228065,1.816971108,1.868100793
ENSG00000123999,-0.174883164,-0.60811535,-0.60811535
ENSG00000124006,1.670704442,2.084147754,0.208055815
ENSG00000124019,-0.174883164,0.457217731,-0.60811535
ENSG00000124067,0.428047414,1.06331659,0.726140455
ENSG00000124074,0.157852609,0.457217731,1.106539334
ENSG00000124097,2.39280507,1.95673551,2.052970289
ENSG00000124098,5.691214881,6.790390907,5.601918555
ENSG00000124102,-0.174883164,0.020729603,-0.60811535
ENSG00000124103,-0.60811535,0.020729603,0.208055815
ENSG00000124104,2.87181401,1.06331659,1.868100793
ENSG00000124107,0.851985724,1.291691528,0.208055815
ENSG00000124116,-0.174883164,1.488807269,0.208055815
ENSG00000124120,3.001659564,2.592718099,1.656011051
ENSG00000124126,5.883174025,6.600965826,6.72739451
ENSG00000124140,0.157852609,-0.60811535,0.726140455
ENSG00000124143,-0.174883164,-0.60811535,-0.60811535
ENSG00000124145,5.866224548,4.725863124,4.812770556
ENSG00000124151,7.257427702,7.042616848,6.200091143
ENSG00000124155,2.39280507,3.2107184,1.868100793
ENSG00000124160,3.230806221,4.037953114,3.870879326
ENSG00000124164,8.236855274,8.448727353,8.276515187
ENSG00000124171,-0.60811535,0.020729603,-0.60811535
ENSG00000124172,8.262990682,8.371204133,8.267197142
ENSG00000124177,6.976013795,6.854352573,6.63623829
ENSG00000124181,3.80566867,3.369239226,2.619625114
ENSG00000124191,0.157852609,0.791864764,0.726140455
ENSG00000124193,9.072415328,8.039022786,8.579128053
ENSG00000124198,6.466534745,4.959848357,5.17354889
ENSG00000124201,5.729206885,5.412480153,5.808735996
ENSG00000124203,1.562627832,2.592718099,2.619625114
ENSG00000124205,-0.60811535,-0.60811535,0.208055815
ENSG00000124207,5.096127796,5.131930954,4.621276141
ENSG00000124209,4.932072709,4.645503394,4.621276141
ENSG00000124212,-0.60811535,0.020729603,0.726140455
ENSG00000124214,6.72653262,6.034082132,6.209851351
ENSG00000124215,1.562627832,1.06331659,-0.60811535
ENSG00000124217,-0.174883164,0.020729603,0.726140455
ENSG00000124222,6.130343022,4.56040213,4.179810288
ENSG00000124224,2.513831047,2.675987667,1.868100793
ENSG00000124225,-0.174883164,0.457217731,0.726140455
ENSG00000124226,2.916407031,3.761194316,4.055414928
ENSG00000124228,4.302194605,5.529049248,5.782814244
ENSG00000124243,1.953473238,3.369239226,1.407277898
ENSG00000124253,-0.60811535,0.020729603,-0.60811535
ENSG00000124256,2.39280507,2.410206229,2.363941681
ENSG00000124257,1.179228065,0.457217731,1.407277898
ENSG00000124275,2.95966293,2.504346384,3.820805986
ENSG00000124279,0.851985724,0.791864764,1.106539334
ENSG00000124299,3.897510582,3.369239226,4.219000892
ENSG00000124302,2.328258804,2.201214979,1.407277898
ENSG00000124313,0.851985724,1.6621999,1.407277898
ENSG00000124333,8.308664357,7.569106744,6.819520614
ENSG00000124343,-0.60811535,0.020729603,-0.60811535
ENSG00000124356,4.318901341,3.940283403,3.919272852
ENSG00000124357,3.195054351,4.243016539,4.887648904
ENSG00000124370,0.428047414,2.084147754,2.836743814
ENSG00000124374,0.851985724,2.201214979,2.619625114
ENSG00000124380,4.932072709,4.745272634,5.193362486
ENSG00000124383,3.001659564,4.725863124,4.706475054
ENSG00000124406,8.225824219,7.790786977,7.288803075
ENSG00000124422,7.914337791,6.902691471,6.650642707
ENSG00000124429,-0.60811535,0.457217731,-0.60811535
ENSG00000124444,0.655532735,1.291691528,-0.60811535
ENSG00000124459,2.189798189,2.504346384,3.111246701
ENSG00000124469,2.570738113,2.410206229,0.726140455
ENSG00000124486,7.520153301,6.401325848,6.209851351
ENSG00000124491,13.14642481,12.29088234,11.29405487
ENSG00000124496,2.036624454,2.829362318,2.836743814
ENSG00000124507,0.655532735,1.06331659,0.726140455
ENSG00000124508,1.179228065,0.791864764,0.726140455
ENSG00000124523,4.783510351,5.626470302,5.004408051
ENSG00000124532,5.89436405,5.583982045,4.91176894
ENSG00000124535,7.316853857,5.794264932,5.989588492
ENSG00000124541,3.001659564,3.466001956,2.732265031
ENSG00000124549,-0.174883164,0.020729603,0.208055815
ENSG00000124562,5.234639757,5.203843038,5.715895913
ENSG00000124570,6.646067988,4.493110939,5.795833338
ENSG00000124571,4.250881248,4.398210031,4.29432598
ENSG00000124574,1.318659198,0.457217731,1.407277898
ENSG00000124575,2.328258804,3.68283245,3.540492774
ENSG00000124587,2.678230882,1.816971108,1.868100793
ENSG00000124588,4.490937893,3.940283403,4.179810288
ENSG00000124593,2.454586778,2.754712214,2.732265031
ENSG00000124596,4.104391284,3.906200052,3.768932007
ENSG00000124602,0.157852609,-0.60811535,-0.60811535
ENSG00000124608,0.428047414,0.791864764,0.208055815
ENSG00000124613,0.428047414,0.020729603,0.726140455
ENSG00000124614,5.499353328,7.250463131,6.964933438
ENSG00000124615,-0.60811535,0.020729603,-0.60811535
ENSG00000124635,6.965441747,7.141150605,7.279564312
ENSG00000124641,2.625485404,1.816971108,2.93416459
ENSG00000124657,0.655532735,0.457217731,0.726140455
ENSG00000124659,1.445794457,2.410206229,2.497440227
ENSG00000124688,3.629373347,3.032604606,3.192252142
ENSG00000124702,4.025162327,3.032604606,3.111246701
ENSG00000124731,3.158393941,1.95673551,2.497440227
ENSG00000124733,7.485425545,6.849876742,6.929931068
ENSG00000124749,-0.60811535,0.020729603,-0.60811535
ENSG00000124762,7.813314783,5.67787925,5.715895913
ENSG00000124766,2.729115788,2.900339057,2.216818509
ENSG00000124767,2.189798189,2.504346384,2.836743814
ENSG00000124772,6.373639014,5.70786767,4.530728234
ENSG00000124782,6.226449928,5.086997738,5.048588351
ENSG00000124783,7.879567515,7.435092636,7.004724326
ENSG00000124784,4.399650638,5.056245454,4.365912625
ENSG00000124785,0.428047414,1.6621999,1.407277898
ENSG00000124786,1.445794457,2.201214979,1.106539334
ENSG00000124787,0.157852609,0.791864764,-0.60811535
ENSG00000124788,4.430725967,4.322699088,4.467043176
ENSG00000124789,6.153813058,6.611580544,6.276384211
ENSG00000124795,8.66533132,8.713036314,8.66500478
ENSG00000124802,2.729115788,2.900339057,2.497440227
ENSG00000124813,1.865234815,2.967987056,1.868100793
ENSG00000124831,8.816366084,8.111859982,7.880939313
ENSG00000124839,-0.60811535,-0.60811535,0.208055815
ENSG00000124875,0.655532735,0.020729603,-0.60811535
ENSG00000124882,0.428047414,1.06331659,0.208055815
ENSG00000124942,7.270369561,7.574542366,7.522129709
ENSG00000125037,9.146235625,8.345998912,8.52347158
ENSG00000125046,-0.174883164,0.020729603,-0.60811535
ENSG00000125089,1.562627832,1.6621999,2.732265031
ENSG00000125107,5.825883748,6.23279986,5.883818674
ENSG00000125122,1.0248655,0.457217731,-0.60811535
ENSG00000125124,2.328258804,2.592718099,2.619625114
ENSG00000125144,-0.174883164,-0.60811535,-0.60811535
ENSG00000125148,3.655916151,4.348311062,4.098082979
ENSG00000125149,2.454586778,2.967987056,1.656011051
ENSG00000125166,2.26068893,3.032604606,3.268950027
ENSG00000125170,2.115243212,1.488807269,0.726140455
ENSG00000125245,-0.174883164,0.791864764,0.208055815
ENSG00000125246,0.655532735,1.95673551,-0.60811535
ENSG00000125247,0.157852609,1.291691528,1.106539334
ENSG00000125249,5.492005933,4.820400235,4.055414928
ENSG00000125257,9.118471947,7.455858436,7.598417087
ENSG00000125266,4.215629504,3.798834847,3.341775434
ENSG00000125304,6.116075515,5.69794063,5.026667314
ENSG00000125319,1.179228065,1.488807269,1.407277898
ENSG00000125347,5.447117982,5.506476771,6.34884456
ENSG00000125351,4.318901341,4.322699088,4.678630745
ENSG00000125352,2.95966293,3.641995351,4.678630745
ENSG00000125354,9.46935033,8.714267987,8.276515187
ENSG00000125356,6.820452774,6.64812884,6.63623829
ENSG00000125375,4.461146031,3.761194316,3.268950027
ENSG00000125384,0.851985724,1.6621999,2.052970289
ENSG00000125386,5.95440427,5.636899689,5.42886677
ENSG00000125388,4.73454059,5.008851881,4.678630745
ENSG00000125430,-0.174883164,0.457217731,-0.60811535
ENSG00000125434,1.445794457,0.457217731,0.208055815
ENSG00000125445,2.454586778,3.722545359,4.219000892
ENSG00000125447,4.41527197,3.798834847,3.659229116
ENSG00000125449,4.617874761,4.296624197,3.71512304
ENSG00000125450,1.953473238,1.06331659,2.497440227
ENSG00000125454,-0.60811535,-0.60811535,0.208055815
ENSG00000125457,5.632282443,5.117108169,3.966095619
ENSG00000125458,3.57477622,3.641995351,4.098082979
ENSG00000125462,-0.60811535,-0.60811535,0.208055815
ENSG00000125482,1.953473238,2.592718099,3.192252142
ENSG00000125484,1.179228065,2.829362318,2.216818509
ENSG00000125485,1.445794457,1.488807269,1.868100793
ENSG00000125498,-0.60811535,0.791864764,-0.60811535
ENSG00000125503,5.729206885,4.582152673,4.330563274
ENSG00000125505,3.36556219,1.95673551,3.820805986
ENSG00000125508,-0.174883164,-0.60811535,-0.60811535
ENSG00000125510,0.428047414,0.791864764,-0.60811535
ENSG00000125520,2.454586778,3.094451617,3.601082127
ENSG00000125531,-0.174883164,-0.60811535,-0.60811535
ENSG00000125534,10.00792168,10.47712323,10.23950569
ENSG00000125538,2.625485404,2.829362318,3.025420911
ENSG00000125571,-0.60811535,-0.60811535,0.208055815
ENSG00000125611,0.655532735,0.457217731,1.868100793
ENSG00000125618,-0.60811535,-0.60811535,0.208055815
ENSG00000125629,3.299757006,3.512053625,2.497440227
ENSG00000125630,0.851985724,2.675987667,1.868100793
ENSG00000125633,3.80566867,3.871291966,4.179810288
ENSG00000125637,4.179494775,4.296624197,4.760601544
ENSG00000125648,-0.174883164,1.816971108,1.868100793
ENSG00000125650,0.157852609,0.020729603,0.208055815
ENSG00000125651,5.772302248,5.298853631,5.782814244
ENSG00000125652,1.0248655,1.816971108,2.619625114
ENSG00000125656,1.771245913,2.675987667,2.93416459
ENSG00000125675,0.428047414,-0.60811535,0.208055815
ENSG00000125676,8.415441016,7.829947333,7.49444667
ENSG00000125686,4.446016176,4.856546123,4.863118746
ENSG00000125691,6.82922556,8.476575784,8.855805091
ENSG00000125695,-0.174883164,0.020729603,0.208055815
ENSG00000125703,4.932072709,4.909121645,5.070181287
ENSG00000125730,1.670704442,1.06331659,2.619625114
ENSG00000125731,0.428047414,0.791864764,0.208055815
ENSG00000125733,4.964287834,4.037953114,4.29432598
ENSG00000125734,5.171651602,4.296624197,4.098082979
ENSG00000125735,1.179228065,1.291691528,1.106539334
ENSG00000125740,3.082154159,1.488807269,2.497440227
ENSG00000125741,1.179228065,1.816971108,1.407277898
ENSG00000125743,3.082154159,4.820400235,4.91176894
ENSG00000125744,6.239671399,5.161127318,5.556743375
ENSG00000125746,2.678230882,2.675987667,3.192252142
ENSG00000125753,7.599214752,6.72834645,7.158792286
ENSG00000125755,5.986129974,6.147840292,6.409392927
ENSG00000125772,6.855228314,5.636899689,5.616667975
ENSG00000125775,1.318659198,0.457217731,0.726140455
ENSG00000125779,5.778354971,5.231633349,4.706475054
ENSG00000125780,-0.60811535,0.020729603,-0.60811535
ENSG00000125810,2.825798556,2.675987667,2.732265031
ENSG00000125812,2.115243212,2.410206229,2.497440227
ENSG00000125814,4.771422858,4.069093592,2.216818509
ENSG00000125817,3.9413282,4.725863124,4.91176894
ENSG00000125818,6.349449408,6.162352229,5.834200205
ENSG00000125821,6.052565297,4.56040213,5.004408051
ENSG00000125826,3.87509239,3.556680655,4.257154983
ENSG00000125827,6.781808576,5.944561461,5.133086181
ENSG00000125834,2.036624454,2.309491653,2.052970289
ENSG00000125835,4.476118862,4.838586378,5.232191557
ENSG00000125841,0.655532735,-0.60811535,-0.60811535
ENSG00000125843,3.546682774,1.95673551,2.732265031
ENSG00000125844,3.48879944,3.761194316,3.025420911
ENSG00000125845,-0.60811535,0.020729603,-0.60811535
ENSG00000125846,1.670704442,1.291691528,2.363941681
ENSG00000125850,-0.60811535,-0.60811535,0.208055815
ENSG00000125851,-0.60811535,-0.60811535,0.208055815
ENSG00000125863,5.722943957,5.483545502,4.812770556
ENSG00000125864,1.179228065,-0.60811535,1.656011051
ENSG00000125868,8.840431552,7.493647996,7.232461643
ENSG00000125869,4.383858306,5.298853631,3.341775434
ENSG00000125870,3.732734588,4.44644067,4.887648904
ENSG00000125871,3.9413282,3.2107184,3.768932007
ENSG00000125875,5.741651763,4.645503394,4.330563274
ENSG00000125877,1.318659198,1.816971108,3.268950027
ENSG00000125878,-0.60811535,0.791864764,1.656011051
ENSG00000125885,2.513831047,3.032604606,2.836743814
ENSG00000125895,-0.174883164,0.020729603,-0.60811535
ENSG00000125898,6.381612918,4.992701612,5.048588351
ENSG00000125901,1.771245913,3.31831003,3.111246701
ENSG00000125910,1.445794457,1.488807269,2.052970289
ENSG00000125912,1.865234815,1.291691528,2.216818509
ENSG00000125944,6.852362155,6.455358849,6.285643296
ENSG00000125945,1.445794457,1.816971108,-0.60811535
ENSG00000125952,11.39835028,11.04739982,11.20840659
ENSG00000125954,-0.174883164,-0.60811535,-0.60811535
ENSG00000125962,1.865234815,1.291691528,1.407277898
ENSG00000125966,0.428047414,-0.60811535,0.208055815
ENSG00000125967,1.562627832,0.020729603,1.407277898
ENSG00000125968,-0.174883164,0.791864764,-0.60811535
ENSG00000125970,7.872511757,7.054335647,6.851047293
ENSG00000125971,9.548955444,9.601756092,9.454012548
ENSG00000125977,6.443865546,5.969532227,6.034217972
ENSG00000125991,4.045381197,4.322699088,4.219000892
ENSG00000125995,3.829183063,3.418431683,4.330563274
ENSG00000125999,-0.174883164,-0.60811535,-0.60811535
ENSG00000126001,4.215629504,4.603580162,4.786921847
ENSG00000126003,2.513831047,2.900339057,2.497440227
ENSG00000126005,6.592110904,6.673679271,5.989588492
ENSG00000126010,0.157852609,0.020729603,-0.60811535
ENSG00000126012,5.056829614,4.51589186,4.179810288
ENSG00000126016,1.179228065,2.201214979,0.208055815
ENSG00000126062,2.570738113,1.488807269,1.407277898
ENSG00000126067,4.268189283,4.129427818,4.365912625
ENSG00000126070,4.161082249,4.006125614,3.71512304
ENSG00000126088,5.225808078,4.943136851,5.251221101
ENSG00000126091,6.282887845,6.212024401,5.395044604
ENSG00000126106,1.771245913,1.95673551,1.656011051
ENSG00000126107,2.328258804,2.754712214,2.619625114
ENSG00000126214,3.655916151,3.153755934,3.111246701
ENSG00000126215,0.157852609,1.291691528,0.208055815
ENSG00000126216,4.161082249,4.069093592,3.540492774
ENSG00000126217,3.852320334,1.291691528,1.656011051
ENSG00000126218,-0.60811535,0.020729603,-0.60811535
ENSG00000126226,2.625485404,3.032604606,3.477246854
ENSG00000126246,0.851985724,0.020729603,1.106539334
ENSG00000126247,8.525691395,7.699207093,7.307104983
ENSG00000126249,-0.60811535,-0.60811535,1.106539334
ENSG00000126254,4.302194605,3.68283245,4.098082979
ENSG00000126261,6.470278555,6.64812884,6.313069259
ENSG00000126262,3.299757006,2.309491653,2.619625114
ENSG00000126264,6.503542708,6.703754216,6.200091143
ENSG00000126267,7.726759467,7.643402678,7.386706397
ENSG00000126351,4.604309768,3.31831003,3.820805986
ENSG00000126353,1.562627832,2.754712214,2.497440227
ENSG00000126368,1.0248655,1.06331659,0.208055815
ENSG00000126391,3.9413282,2.967987056,3.477246854
ENSG00000126432,8.103396075,6.752526499,6.699954874
ENSG00000126453,0.655532735,0.791864764,1.106539334
ENSG00000126456,3.707580197,2.754712214,3.111246701
ENSG00000126457,2.570738113,3.369239226,4.365912625
ENSG00000126458,6.047562103,5.746906542,5.360410446
ENSG00000126460,1.179228065,1.291691528,1.106539334
ENSG00000126461,3.962747846,3.871291966,3.477246854
ENSG00000126464,4.215629504,3.68283245,4.330563274
ENSG00000126467,-0.60811535,-0.60811535,0.208055815
ENSG00000126522,2.115243212,1.06331659,2.216818509
ENSG00000126524,6.866636345,6.683774075,6.584659172
ENSG00000126561,4.318901341,4.296624197,4.434114428
ENSG00000126562,-0.174883164,-0.60811535,-0.60811535
ENSG00000126581,7.90606903,6.898363344,6.987805292
ENSG00000126583,-0.174883164,-0.60811535,-0.60811535
ENSG00000126602,1.562627832,2.967987056,2.363941681
ENSG00000126603,-0.60811535,-0.60811535,0.208055815
ENSG00000126653,6.978644746,6.246485797,6.734173642
ENSG00000126698,6.820452774,6.010213086,6.180370375
ENSG00000126705,2.115243212,3.265516963,2.497440227
ENSG00000126709,3.919585738,2.967987056,2.619625114
ENSG00000126746,3.829183063,4.006125614,4.139525278
ENSG00000126749,2.189798189,2.967987056,2.052970289
ENSG00000126756,3.983854122,4.398210031,4.760601544
ENSG00000126759,2.625485404,2.309491653,2.93416459
ENSG00000126767,2.036624454,2.309491653,1.868100793
ENSG00000126768,3.655916151,3.722545359,3.341775434
ENSG00000126773,4.367891189,3.798834847,3.111246701
ENSG00000126775,2.729115788,2.829362318,2.732265031
ENSG00000126777,6.811626315,6.86326279,6.294843336
ENSG00000126785,-0.174883164,-0.60811535,-0.60811535
ENSG00000126787,3.458962925,3.094451617,3.477246854
ENSG00000126790,1.670704442,0.791864764,0.726140455
ENSG00000126803,4.065320618,1.291691528,2.836743814
ENSG00000126804,5.320104589,4.783325408,4.29432598
ENSG00000126814,1.318659198,1.816971108,1.656011051
ENSG00000126821,1.179228065,0.791864764,0.208055815
ENSG00000126822,5.036771671,3.906200052,2.619625114
ENSG00000126856,1.771245913,0.791864764,-0.60811535
