EnsembleID,P3191PE,P3003PE,P3074SPE
ENSG00000006327,-0.60811535,0.791864764,1.407277898
ENSG00000006432,0.428047414,0.791864764,1.106539334
ENSG00000006451,4.215629504,4.296624197,4.678630745
ENSG00000006453,-0.174883164,-0.60811535,-0.60811535
ENSG00000006459,6.766665373,5.849116295,5.21290765
ENSG00000006468,-0.60811535,0.020729603,-0.60811535
ENSG00000006530,1.670704442,1.816971108,2.732265031
ENSG00000006534,1.953473238,3.369239226,2.619625114
ENSG00000006555,0.157852609,0.791864764,1.106539334
ENSG00000006576,7.085023802,5.636899689,5.270002904
ENSG00000006607,4.899121765,5.203843038,5.026667314
ENSG00000006625,1.318659198,1.6621999,3.025420911
ENSG00000006634,3.732734588,4.666016845,3.820805986
ENSG00000006638,6.377631475,4.838586378,4.838164276
ENSG00000006652,8.50576504,7.137482707,7.609520076
ENSG00000006659,-0.60811535,0.020729603,0.208055815
ENSG00000006695,1.445794457,0.457217731,1.656011051
ENSG00000006712,4.74693974,4.686242702,4.935492341
ENSG00000006715,8.202380768,7.137482707,6.621688602
ENSG00000006744,2.513831047,1.95673551,2.93416459
ENSG00000006756,0.655532735,0.457217731,1.106539334
ENSG00000006757,0.428047414,1.488807269,0.726140455
ENSG00000006831,7.050428403,5.350462094,4.786921847
ENSG00000006837,0.428047414,0.791864764,-0.60811535
ENSG00000007047,5.036771671,4.422526891,3.919272852
ENSG00000007062,-0.60811535,-0.60811535,0.726140455
ENSG00000007080,3.458962925,4.099576083,4.139525278
ENSG00000007129,0.157852609,0.791864764,-0.60811535
ENSG00000007168,6.172317998,5.517807155,5.42886677
ENSG00000007202,4.759233235,4.187339798,3.966095619
ENSG00000007237,3.428496305,3.68283245,3.71512304
ENSG00000007255,1.562627832,1.95673551,2.052970289
ENSG00000007264,1.865234815,3.094451617,4.434114428
ENSG00000007312,0.655532735,1.816971108,3.268950027
ENSG00000007314,-0.174883164,-0.60811535,-0.60811535
ENSG00000007341,6.217567815,6.376645906,5.808735996
ENSG00000007350,0.157852609,0.791864764,0.208055815
ENSG00000007376,0.851985724,0.791864764,1.106539334
ENSG00000007392,4.302194605,4.398210031,3.919272852
ENSG00000007402,-0.174883164,-0.60811535,-0.60811535
ENSG00000007516,0.851985724,0.020729603,0.208055815
ENSG00000007520,3.33303476,3.599968554,4.591720485
ENSG00000007541,1.179228065,1.06331659,-0.60811535
ENSG00000007545,2.729115788,2.675987667,1.106539334
ENSG00000007866,-0.174883164,-0.60811535,-0.60811535
ENSG00000007923,2.729115788,3.556680655,3.411100684
ENSG00000007944,2.189798189,1.816971108,1.868100793
ENSG00000007968,1.953473238,3.153755934,2.497440227
ENSG00000008018,4.520126976,5.117108169,4.935492341
ENSG00000008056,-0.174883164,0.457217731,-0.60811535
ENSG00000008083,8.429932283,7.555427409,7.590967337
ENSG00000008086,3.781764659,2.900339057,2.052970289
ENSG00000008128,1.953473238,2.410206229,2.216818509
ENSG00000008130,4.576791043,4.874285039,4.887648904
ENSG00000008226,0.428047414,-0.60811535,-0.60811535
ENSG00000008256,2.189798189,1.6621999,1.868100793
ENSG00000008277,3.158393941,3.798834847,2.836743814
ENSG00000008282,3.962747846,3.641995351,3.025420911
ENSG00000008283,0.655532735,0.457217731,-0.60811535
ENSG00000008294,5.888779887,5.285657804,5.525821068
ENSG00000008311,1.445794457,0.020729603,0.208055815
ENSG00000008324,2.036624454,1.6621999,3.268950027
ENSG00000008382,3.36556219,3.798834847,4.011446399
ENSG00000008394,0.851985724,2.084147754,1.106539334
ENSG00000008405,3.120777606,2.504346384,1.407277898
ENSG00000008438,2.454586778,2.829362318,2.052970289
ENSG00000008441,1.771245913,4.373476269,4.139525278
ENSG00000008513,4.887968725,4.322699088,4.011446399
ENSG00000008516,4.004656065,3.094451617,3.659229116
ENSG00000008517,2.26068893,4.909121645,4.055414928
ENSG00000008710,2.189798189,1.6621999,1.106539334
ENSG00000008838,3.518031384,3.641995351,3.268950027
ENSG00000008853,2.189798189,2.410206229,3.111246701
ENSG00000008869,4.74693974,4.926229495,4.91176894
ENSG00000008952,7.41530028,7.774347982,7.729721538
ENSG00000008988,7.8177296,8.726527219,8.866642991
ENSG00000009307,10.17121842,9.43920183,8.928537393
ENSG00000009335,5.344787028,5.024823356,4.098082979
ENSG00000009413,4.215629504,4.44644067,4.179810288
ENSG00000009694,0.851985724,0.020729603,-0.60811535
ENSG00000009780,2.189798189,2.675987667,3.540492774
ENSG00000009790,4.830872343,5.69794063,6.531167409
ENSG00000009830,-0.174883164,-0.60811535,0.208055815
ENSG00000009844,5.563848442,4.856546123,4.650238442
ENSG00000009950,0.157852609,-0.60811535,-0.60811535
ENSG00000009954,5.916487038,6.239659057,5.978212015
ENSG00000010017,8.100983248,7.980852266,7.786264031
ENSG00000010072,1.953473238,2.201214979,2.497440227
ENSG00000010165,0.655532735,1.488807269,2.052970289
ENSG00000010219,3.042468184,2.084147754,3.601082127
ENSG00000010244,6.69167978,5.944561461,5.966745115
ENSG00000010256,3.001659564,3.418431683,4.098082979
ENSG00000010270,5.802315077,4.006125614,3.025420911
ENSG00000010278,9.122640978,9.032292896,8.645359317
ENSG00000010292,4.41527197,4.322699088,4.011446399
ENSG00000010295,2.570738113,1.95673551,2.052970289
ENSG00000010318,5.462236347,5.775507713,5.556743375
ENSG00000010319,0.157852609,0.020729603,0.208055815
ENSG00000010322,3.428496305,2.592718099,2.363941681
ENSG00000010327,3.001659564,1.291691528,1.868100793
ENSG00000010361,0.428047414,0.457217731,1.106539334
ENSG00000010404,7.246553421,6.693798734,5.919943768
ENSG00000010539,0.851985724,1.06331659,2.497440227
ENSG00000010610,2.189798189,2.309491653,2.619625114
ENSG00000010626,2.454586778,1.291691528,2.836743814
ENSG00000010671,8.265147411,6.668605257,7.232461643
ENSG00000010704,-0.60811535,0.457217731,-0.60811535
ENSG00000010803,4.795497411,5.583982045,5.048588351
ENSG00000010810,8.053108124,6.703754216,7.032489123
ENSG00000010818,5.198983944,5.071703534,4.733792121
ENSG00000011007,4.233363043,4.582152673,4.330563274
ENSG00000011009,2.778266925,2.410206229,3.601082127
ENSG00000011021,1.670704442,0.791864764,0.726140455
ENSG00000011028,0.157852609,1.6621999,1.407277898
ENSG00000011105,7.137765446,5.775507713,4.981799963
ENSG00000011114,4.842473824,4.820400235,4.29432598
ENSG00000011132,1.670704442,1.291691528,2.216818509
ENSG00000011143,2.036624454,2.309491653,2.732265031
ENSG00000011198,4.819176812,3.940283403,4.219000892
ENSG00000011201,-0.60811535,0.457217731,-0.60811535
ENSG00000011243,4.520126976,4.348311062,4.467043176
ENSG00000011258,8.330455318,7.205626455,7.065116583
ENSG00000011260,4.696690639,5.217805108,4.935492341
ENSG00000011275,6.1016655,6.266774309,6.322096597
ENSG00000011295,3.7574579,3.094451617,3.111246701
ENSG00000011304,6.341295228,5.667742969,5.412054799
ENSG00000011347,-0.60811535,0.020729603,-0.60811535
ENSG00000011376,0.157852609,0.457217731,0.726140455
ENSG00000011405,6.199637836,5.551273988,4.678630745
ENSG00000011422,3.265693495,0.791864764,2.363941681
ENSG00000011426,4.08498821,3.556680655,3.411100684
ENSG00000011451,1.771245913,1.6621999,1.407277898
ENSG00000011454,7.715762725,7.404898917,6.800268526
ENSG00000011465,-0.60811535,1.06331659,-0.60811535
ENSG00000011478,-0.174883164,-0.60811535,0.208055815
ENSG00000011485,3.707580197,4.243016539,4.838164276
ENSG00000011523,4.179494775,3.641995351,1.868100793
ENSG00000011566,4.709417944,5.40028799,4.760601544
ENSG00000011590,-0.174883164,-0.60811535,-0.60811535
ENSG00000011600,4.853982755,6.057562689,6.170407972
ENSG00000011638,3.919585738,3.418431683,3.411100684
ENSG00000012048,5.162424527,5.517807155,5.510107768
ENSG00000012061,3.732734588,3.641995351,2.836743814
ENSG00000012124,2.26068893,4.069093592,4.838164276
ENSG00000012171,-0.174883164,0.791864764,-0.60811535
ENSG00000012174,1.318659198,1.291691528,-0.60811535
ENSG00000012211,0.655532735,1.06331659,1.656011051
ENSG00000012223,5.910988014,3.798834847,1.868100793
ENSG00000012232,2.189798189,1.6621999,2.052970289
ENSG00000012660,5.252142559,6.065305378,5.048588351
ENSG00000012779,4.335416821,4.992701612,5.026667314
ENSG00000012822,7.474282909,5.647254222,6.077508175
ENSG00000012963,3.852320334,3.798834847,2.216818509
ENSG00000012983,7.792531766,6.478738895,6.400897192
ENSG00000013016,9.255495256,7.612028867,6.706863866
ENSG00000013275,4.302194605,3.940283403,4.219000892
ENSG00000013288,1.318659198,0.457217731,1.407277898
ENSG00000013297,-0.174883164,-0.60811535,0.208055815
ENSG00000013306,3.852320334,4.820400235,4.678630745
ENSG00000013364,4.534503002,4.645503394,5.070181287
ENSG00000013374,4.853982755,5.298853631,5.42886677
ENSG00000013375,2.570738113,2.592718099,1.407277898
ENSG00000013392,-0.174883164,-0.60811535,-0.60811535
ENSG00000013441,6.037503358,6.574082239,6.160376295
ENSG00000013503,0.851985724,1.6621999,1.407277898
ENSG00000013523,0.428047414,0.020729603,-0.60811535
ENSG00000013561,5.55682306,5.203843038,4.838164276
ENSG00000013563,4.250881248,3.906200052,3.71512304
ENSG00000013573,1.865234815,1.6621999,2.619625114
ENSG00000013583,4.505606254,4.099576083,3.341775434
ENSG00000013588,-0.174883164,-0.60811535,0.208055815
ENSG00000013619,0.157852609,-0.60811535,0.208055815
ENSG00000013725,2.825798556,2.201214979,2.216818509
ENSG00000013810,7.492806444,6.018213393,6.442884237
ENSG00000014123,2.825798556,3.68283245,4.055414928
ENSG00000014138,2.26068893,2.754712214,2.216818509
ENSG00000014164,2.625485404,1.95673551,2.93416459
ENSG00000014216,8.849084049,7.050439948,6.869637821
ENSG00000014257,0.655532735,0.791864764,1.106539334
ENSG00000014641,3.230806221,3.418431683,3.268950027
ENSG00000014824,5.691214881,4.820400235,5.232191557
ENSG00000014914,0.157852609,0.457217731,0.726140455
ENSG00000014919,1.670704442,1.488807269,1.106539334
ENSG00000015133,6.60579054,5.40028799,5.324924347
ENSG00000015153,5.278004945,5.040619951,4.179810288
ENSG00000015171,6.823382967,6.345190151,5.67420246
ENSG00000015285,5.26081497,6.155114507,5.795833338
ENSG00000015475,5.447117982,4.838586378,4.935492341
ENSG00000015479,5.294992507,4.603580162,5.112421146
ENSG00000015520,-0.60811535,0.020729603,-0.60811535
ENSG00000015532,5.46973653,2.084147754,3.540492774
ENSG00000015568,-0.60811535,0.020729603,0.208055815
ENSG00000015592,-0.174883164,-0.60811535,0.726140455
ENSG00000015676,3.681979428,3.556680655,3.71512304
ENSG00000016864,2.625485404,2.675987667,2.497440227
ENSG00000017260,8.142635925,7.13380546,6.819520614
ENSG00000017483,3.897510582,4.006125614,3.111246701
ENSG00000017797,7.287446736,6.484525181,6.129855823
ENSG00000018189,1.953473238,2.201214979,2.363941681
ENSG00000018280,4.351745376,2.675987667,3.341775434
ENSG00000018408,1.953473238,2.675987667,2.619625114
ENSG00000018510,4.783510351,4.624694053,4.098082979
ENSG00000018610,2.729115788,3.68283245,3.820805986
ENSG00000018625,0.157852609,-0.60811535,-0.60811535
ENSG00000018699,6.111288151,6.478738895,5.908002297
ENSG00000018869,1.771245913,0.020729603,0.726140455
ENSG00000019102,0.428047414,0.020729603,1.407277898
ENSG00000019144,2.115243212,1.488807269,1.868100793
ENSG00000019169,1.179228065,2.410206229,2.497440227
ENSG00000019485,0.851985724,0.791864764,0.208055815
ENSG00000019549,-0.174883164,-0.60811535,-0.60811535
ENSG00000019582,6.916884737,8.325190382,8.346759157
ENSG00000019991,0.157852609,-0.60811535,1.106539334
ENSG00000019995,4.285292133,4.70618892,4.621276141
ENSG00000020129,1.318659198,0.020729603,0.208055815
ENSG00000020181,-0.174883164,0.020729603,-0.60811535
ENSG00000020256,1.953473238,2.084147754,2.363941681
ENSG00000020426,4.461146031,4.422526891,4.219000892
ENSG00000020577,2.328258804,2.675987667,2.497440227
ENSG00000020633,2.729115788,4.44644067,5.048588351
ENSG00000020922,5.741651763,6.212024401,5.943534214
ENSG00000021300,1.0248655,0.457217731,0.726140455
ENSG00000021355,9.045690566,8.175841557,7.911165667
ENSG00000021574,5.932859456,6.266774309,5.631268128
ENSG00000021762,2.115243212,2.829362318,3.411100684
ENSG00000021776,4.830872343,5.040619951,4.678630745
ENSG00000021826,0.157852609,-0.60811535,-0.60811535
ENSG00000022267,8.662061486,7.679163438,6.238741938
ENSG00000022277,6.87230671,6.018213393,5.919943768
ENSG00000022355,0.157852609,-0.60811535,-0.60811535
ENSG00000022556,0.157852609,0.020729603,1.106539334
ENSG00000022567,6.757502563,6.026169581,6.906115281
ENSG00000022840,7.599214752,7.014897021,6.813131755
ENSG00000022976,0.851985724,0.457217731,1.407277898
ENSG00000023041,1.562627832,1.488807269,1.407277898
ENSG00000023171,0.428047414,-0.60811535,1.106539334
ENSG00000023191,4.985371756,4.44644067,4.40041651
ENSG00000023228,5.808243439,5.756503405,5.324924347
ENSG00000023287,4.696690639,4.856546123,4.786921847
ENSG00000023318,4.887968725,5.071703534,5.070181287
ENSG00000023330,3.265693495,3.369239226,3.768932007
ENSG00000023445,3.9413282,5.146602992,5.270002904
ENSG00000023516,5.311782368,5.102131506,4.733792121
ENSG00000023572,0.157852609,1.488807269,2.052970289
ENSG00000023608,3.852320334,4.296624197,3.870879326
ENSG00000023697,6.877954875,5.412480153,6.267065319
ENSG00000023734,6.983892298,6.611580544,6.825881306
ENSG00000023839,-0.60811535,-0.60811535,0.726140455
ENSG00000023892,4.644628005,4.943136851,5.631268128
ENSG00000023902,9.046317728,7.674108709,7.766559914
ENSG00000023909,6.855228314,5.529049248,5.070181287
ENSG00000024048,6.401356966,6.663513334,6.098675704
ENSG00000024422,4.590616018,4.069093592,3.768932007
ENSG00000024526,2.678230882,2.967987056,1.868100793
ENSG00000024862,5.076612508,4.538318643,5.571959485
ENSG00000025039,2.916407031,2.675987667,4.40041651
ENSG00000025156,-0.174883164,1.95673551,2.216818509
ENSG00000025293,5.612090917,5.562259274,5.133086181
ENSG00000025423,-0.174883164,-0.60811535,-0.60811535
ENSG00000025434,1.179228065,1.6621999,1.407277898
ENSG00000025708,5.105787331,4.51589186,5.306848517
ENSG00000025770,0.428047414,1.488807269,1.106539334
ENSG00000025772,0.428047414,1.6621999,2.732265031
ENSG00000025796,6.694883243,6.703754216,6.740921067
ENSG00000025800,4.722033951,4.44644067,4.055414928
ENSG00000026025,7.168048115,7.876898894,7.564586033
ENSG00000026036,-0.174883164,-0.60811535,-0.60811535
ENSG00000026103,1.179228065,0.457217731,3.025420911
ENSG00000026297,4.830872343,4.270069348,3.919272852
ENSG00000026508,5.625583285,5.636899689,6.248244983
ENSG00000026559,-0.60811535,1.488807269,1.407277898
ENSG00000026652,0.157852609,1.291691528,0.726140455
ENSG00000026751,1.445794457,1.488807269,1.106539334
ENSG00000026950,5.076612508,4.069093592,3.477246854
ENSG00000027001,1.318659198,2.675987667,1.407277898
ENSG00000027075,3.001659564,4.373476269,3.768932007
ENSG00000027697,5.591612781,4.624694053,4.981799963
ENSG00000027847,1.318659198,1.488807269,1.407277898
ENSG00000027869,2.115243212,2.084147754,2.363941681
ENSG00000028116,6.393491742,6.23279986,5.808735996
ENSG00000028137,3.36556219,2.900339057,3.966095619
ENSG00000028203,6.186042585,5.448450357,4.650238442
ENSG00000028277,3.829183063,4.270069348,4.935492341
ENSG00000028310,3.781764659,3.798834847,4.139525278
ENSG00000028528,6.67879432,5.849116295,6.200091143
ENSG00000028839,6.639432685,5.517807155,5.955186343
ENSG00000029153,5.36905428,5.424570143,5.756418205
ENSG00000029363,5.286523729,5.626470302,5.834200205
ENSG00000029364,4.534503002,3.466001956,2.497440227
ENSG00000029534,8.743211129,6.762086175,6.851047293
ENSG00000029559,-0.174883164,-0.60811535,0.208055815
ENSG00000029639,1.179228065,0.791864764,1.407277898
ENSG00000029725,6.389542992,6.804337716,6.592141482
ENSG00000029993,2.825798556,3.2107184,3.966095619
ENSG00000030066,3.602333039,4.666016845,4.650238442
ENSG00000030110,1.562627832,1.95673551,1.656011051
ENSG00000030419,1.0248655,2.309491653,1.407277898
ENSG00000030582,4.670894158,3.094451617,3.540492774
ENSG00000031003,8.885989893,9.118545123,8.81001717
ENSG00000031081,2.036624454,3.871291966,3.268950027
ENSG00000031691,0.655532735,0.020729603,1.407277898
ENSG00000031698,4.709417944,4.856546123,5.412054799
ENSG00000031823,4.383858306,4.348311062,4.434114428
ENSG00000032219,5.234639757,5.131930954,5.21290765
ENSG00000032389,1.953473238,2.504346384,2.619625114
ENSG00000032444,4.004656065,3.265516963,1.868100793
ENSG00000032742,5.303411862,5.324888619,4.678630745
ENSG00000033011,0.851985724,0.457217731,0.726140455
ENSG00000033030,3.120777606,3.761194316,3.341775434
ENSG00000033050,2.454586778,3.466001956,3.659229116
ENSG00000033100,2.036624454,1.488807269,1.407277898
ENSG00000033170,7.220115777,6.85881456,8.058880644
ENSG00000033178,4.065320618,4.44644067,3.768932007
ENSG00000033327,5.076612508,4.44644067,4.179810288
ENSG00000033627,5.86053018,5.102131506,4.733792121
ENSG00000033800,6.432395956,6.678735502,6.375105622
ENSG00000033867,4.548737188,5.117108169,4.499237084
ENSG00000034053,4.351745376,4.158674373,3.192252142
ENSG00000034152,7.852570056,7.233382762,7.529942554
ENSG00000034510,7.365912112,8.391364004,8.701782763
ENSG00000034533,0.157852609,0.020729603,0.208055815
ENSG00000034677,5.286523729,5.615964971,5.306848517
ENSG00000034693,3.36556219,3.761194316,3.919272852
ENSG00000034713,9.423257788,9.17151645,8.675608792
ENSG00000035115,2.115243212,1.6621999,0.726140455
ENSG00000035141,3.001659564,2.754712214,2.836743814
ENSG00000035403,12.56578578,11.46421793,10.53179106
ENSG00000035499,3.082154159,3.153755934,3.111246701
ENSG00000035664,3.158393941,0.791864764,2.052970289
ENSG00000035681,2.513831047,3.369239226,3.71512304
ENSG00000035687,3.707580197,4.215446737,3.111246701
ENSG00000035720,1.318659198,2.675987667,2.363941681
ENSG00000035862,1.865234815,1.6621999,2.836743814
ENSG00000035928,5.996552044,6.260043124,6.023189365
ENSG00000036054,6.042541497,5.258898443,5.091455801
ENSG00000036257,5.243417701,5.551273988,5.091455801
ENSG00000036448,0.428047414,2.504346384,3.341775434
ENSG00000036473,0.157852609,-0.60811535,-0.60811535
ENSG00000036549,5.513936804,5.117108169,4.863118746
ENSG00000036672,-0.174883164,-0.60811535,-0.60811535
ENSG00000037042,1.445794457,3.094451617,0.726140455
ENSG00000037241,3.458962925,3.641995351,4.499237084
ENSG00000037280,0.157852609,0.020729603,0.208055815
ENSG00000037474,4.045381197,4.943136851,4.365912625
ENSG00000037637,3.120777606,2.829362318,1.868100793
ENSG00000037749,2.328258804,2.309491653,1.868100793
ENSG00000037757,1.318659198,0.791864764,0.726140455
ENSG00000037897,-0.174883164,0.020729603,0.208055815
ENSG00000038002,1.179228065,0.791864764,1.868100793
ENSG00000038210,1.318659198,1.6621999,1.407277898
ENSG00000038219,6.35350928,6.708706313,6.584659172
ENSG00000038274,6.754435315,6.590272431,6.844796832
ENSG00000038358,1.771245913,2.900339057,3.192252142
ENSG00000038382,4.910189246,4.44644067,4.467043176
ENSG00000038427,4.819176812,4.422526891,5.645722007
ENSG00000038532,5.336606379,4.422526891,4.981799963
ENSG00000038945,1.0248655,1.488807269,1.106539334
ENSG00000039068,-0.174883164,-0.60811535,-0.60811535
ENSG00000039123,4.842473824,5.272340165,5.232191557
ENSG00000039319,2.328258804,2.084147754,2.732265031
ENSG00000039523,3.546682774,4.129427818,4.981799963
ENSG00000039537,-0.174883164,0.020729603,0.208055815
ENSG00000039560,1.179228065,2.201214979,2.216818509
ENSG00000039600,0.157852609,-0.60811535,-0.60811535
ENSG00000039650,2.778266925,1.6621999,2.216818509
ENSG00000039987,0.851985724,0.020729603,0.208055815
ENSG00000040199,2.625485404,2.084147754,2.497440227
ENSG00000040275,3.48879944,3.512053625,4.011446399
ENSG00000040341,8.297117319,7.949817824,7.627837258
ENSG00000040487,0.655532735,1.06331659,0.726140455
ENSG00000040531,4.505606254,2.967987056,3.111246701
ENSG00000040608,-0.60811535,0.020729603,-0.60811535
ENSG00000040633,3.829183063,4.158674373,4.139525278
ENSG00000040731,0.157852609,0.020729603,0.726140455
ENSG00000040933,3.428496305,3.265516963,3.966095619
ENSG00000041353,10.96480729,9.827962459,9.524142048
ENSG00000041357,4.250881248,4.926229495,5.153459386
ENSG00000041802,3.397372389,3.2107184,3.540492774
ENSG00000041880,1.865234815,0.457217731,0.208055815
ENSG00000041988,0.428047414,0.791864764,2.497440227
ENSG00000042062,4.123536863,3.418431683,3.025420911
ENSG00000042088,2.39280507,2.900339057,3.192252142
ENSG00000042286,0.655532735,-0.60811535,0.208055815
ENSG00000042317,1.0248655,1.816971108,0.726140455
ENSG00000042429,2.825798556,3.31831003,3.111246701
ENSG00000042445,0.655532735,-0.60811535,-0.60811535
ENSG00000042493,1.953473238,3.761194316,3.341775434
ENSG00000042753,6.42083445,5.884558511,5.966745115
ENSG00000042832,0.157852609,-0.60811535,-0.60811535
ENSG00000042980,0.851985724,2.084147754,2.216818509
ENSG00000043093,7.657844786,6.928391048,7.026978746
ENSG00000043143,4.065320618,4.398210031,4.650238442
ENSG00000043462,7.541663585,7.107798898,7.638716965
ENSG00000043514,1.670704442,2.084147754,2.619625114
