EnsembleID,P3181SPE,S601PE
ENSG00000125354,8.649453184,5.783922056
ENSG00000125356,6.637863549,4.841179732
ENSG00000125363,0.948022465,1.157492132
ENSG00000125375,4.761861868,0.041479546
ENSG00000125378,0.564814766,0.041479546
ENSG00000125384,2.580021453,0.041479546
ENSG00000125386,5.840029427,2.814917713
ENSG00000125388,5.157099869,0.704810885
ENSG00000125398,0.041479546,3.411611281
ENSG00000125409,0.041479546,1.157492132
ENSG00000125430,0.564814766,4.647294863
ENSG00000125434,1.500437039,0.041479546
ENSG00000125445,3.860966148,0.704810885
ENSG00000125447,4.688222586,5.544952064
ENSG00000125449,4.349111069,0.041479546
ENSG00000125450,2.344666112,2.544798606
ENSG00000125454,1.713393569,4.747491891
ENSG00000125457,4.411457855,4.501860092
ENSG00000125458,4.029466056,0.041479546
ENSG00000125482,3.815575932,0.041479546
ENSG00000125484,3.259982973,4.539616181
ENSG00000125485,0.948022465,0.041479546
ENSG00000125503,5.510393058,4.747491891
ENSG00000125505,5.895615682,3.770319097
ENSG00000125508,0.564814766,0.041479546
ENSG00000125510,1.25051005,0.041479546
ENSG00000125520,2.782312853,3.832478736
ENSG00000125531,0.564814766,0.041479546
ENSG00000125534,10.24056074,7.223204782
ENSG00000125538,4.18032806,4.681472934
ENSG00000125611,2.063285685,4.681472934
ENSG00000125618,0.564814766,3.238762444
ENSG00000125629,2.684709857,5.212371041
ENSG00000125630,2.210825039,0.704810885
ENSG00000125633,4.441649138,3.565949184
ENSG00000125637,5.906480473,3.63733799
ENSG00000125648,1.898921006,5.06481088
ENSG00000125651,5.697174061,5.652247648
ENSG00000125652,2.063285685,5.346229234
ENSG00000125656,2.873729037,4.251873293
ENSG00000125676,8.058241699,7.313151874
ENSG00000125686,5.210680126,4.296662856
ENSG00000125691,8.831491854,9.162277597
ENSG00000125703,5.606804192,3.411611281
ENSG00000125730,1.25051005,2.212177794
ENSG00000125731,1.713393569,0.704810885
ENSG00000125733,4.250228074,5.599597095
ENSG00000125734,4.471221538,4.501860092
ENSG00000125735,3.720272691,0.041479546
ENSG00000125740,3.450195503,0.041479546
ENSG00000125741,2.344666112,0.041479546
ENSG00000125743,4.688222586,4.108503505
ENSG00000125744,5.606804192,0.041479546
ENSG00000125746,3.040827583,1.501543852
ENSG00000125753,7.761837142,5.961320456
ENSG00000125755,6.494013561,1.779141081
ENSG00000125772,6.682793577,6.688722404
ENSG00000125775,1.500437039,2.544798606
ENSG00000125779,5.593419398,5.258384306
ENSG00000125780,0.564814766,0.041479546
ENSG00000125798,0.041479546,0.704810885
ENSG00000125810,5.063125167,5.799567437
ENSG00000125812,3.815575932,4.681472934
ENSG00000125814,4.250228074,0.704810885
ENSG00000125817,4.962599946,6.451852889
ENSG00000125818,6.010852201,7.263248354
ENSG00000125821,4.737730682,2.011846248
ENSG00000125826,4.785596056,2.544798606
ENSG00000125827,5.906480473,3.327773936
ENSG00000125834,3.117638349,0.041479546
ENSG00000125835,5.496078629,3.327773936
ENSG00000125841,0.041479546,0.704810885
ENSG00000125843,2.873729037,0.041479546
ENSG00000125844,4.380621229,4.539616181
ENSG00000125846,2.063285685,0.041479546
ENSG00000125863,5.138788265,0.041479546
ENSG00000125868,7.415235058,4.057362515
ENSG00000125869,2.467137833,0.041479546
ENSG00000125870,5.295782508,1.501543852
ENSG00000125871,3.326213081,3.238762444
ENSG00000125875,5.538602752,3.04234942
ENSG00000125877,3.259982973,0.041479546
ENSG00000125878,0.564814766,0.041479546
ENSG00000125885,3.190565518,0.704810885
ENSG00000125898,5.906480473,3.04234942
ENSG00000125900,1.25051005,0.041479546
ENSG00000125901,2.959696209,5.388224045
ENSG00000125910,3.564361186,0.041479546
ENSG00000125912,2.959696209,0.041479546
ENSG00000125944,6.73248515,5.752112904
ENSG00000125945,1.898921006,1.501543852
ENSG00000125952,11.04016231,8.971730015
ENSG00000125962,1.500437039,0.041479546
ENSG00000125967,2.580021453,1.157492132
ENSG00000125968,1.713393569,5.526267215
ENSG00000125970,7.337081847,6.855176937
ENSG00000125971,9.27150668,5.81504497
ENSG00000125977,6.050574605,6.547612623
ENSG00000125991,4.441649138,5.140476712
ENSG00000125995,4.029466056,3.04234942
ENSG00000126001,5.063125167,5.735941399
ENSG00000126003,4.144065593,6.461719999
ENSG00000126005,6.020885806,2.212177794
ENSG00000126012,5.082416201,5.258384306
ENSG00000126016,1.898921006,5.468715288
ENSG00000126062,1.713393569,0.041479546
ENSG00000126067,4.411457855,5.280852059
ENSG00000126070,4.610621411,4.984955832
ENSG00000126088,3.768711125,5.038680589
ENSG00000126091,4.941626177,1.157492132
ENSG00000126106,1.25051005,0.704810885
ENSG00000126107,3.040827583,5.617361632
ENSG00000126214,3.989149932,0.041479546
ENSG00000126215,0.564814766,0.041479546
ENSG00000126216,4.411457855,5.544952064
ENSG00000126217,3.768711125,5.449009561
ENSG00000126226,2.344666112,4.841179732
ENSG00000126246,0.041479546,3.565949184
ENSG00000126247,7.392230394,7.313151874
ENSG00000126249,0.564814766,0.041479546
ENSG00000126254,3.904971746,3.411611281
ENSG00000126261,6.73248515,6.663294296
ENSG00000126262,5.709634055,5.090476303
ENSG00000126264,5.840029427,4.810621501
ENSG00000126267,7.3766876,5.164841747
ENSG00000126351,4.556466841,3.238762444
ENSG00000126353,1.500437039,0.041479546
ENSG00000126368,2.210825039,0.041479546
ENSG00000126391,4.106868108,0.041479546
ENSG00000126432,6.38170638,3.949297988
ENSG00000126456,4.068686107,2.011846248
ENSG00000126457,3.259982973,3.892070439
ENSG00000126458,5.496078629,1.157492132
ENSG00000126461,4.898741117,3.327773936
ENSG00000126464,4.636954991,4.251873293
ENSG00000126522,1.898921006,3.04234942
ENSG00000126524,7.215665262,3.565949184
ENSG00000126561,5.646229247,5.975164263
ENSG00000126562,0.564814766,0.041479546
ENSG00000126581,6.637863549,5.56339801
ENSG00000126583,0.041479546,0.704810885
ENSG00000126602,2.959696209,0.041479546
ENSG00000126653,6.366049171,7.413155047
ENSG00000126698,6.285108087,5.581611084
ENSG00000126705,2.210825039,3.143895889
ENSG00000126709,4.068686107,0.041479546
ENSG00000126733,0.041479546,0.704810885
ENSG00000126746,4.411457855,0.041479546
ENSG00000126749,3.190565518,0.041479546
ENSG00000126756,4.920342989,4.340103662
ENSG00000126759,4.471221538,0.041479546
ENSG00000126767,3.117638349,4.929152766
ENSG00000126768,3.326213081,2.011846248
ENSG00000126773,3.904971746,0.704810885
ENSG00000126775,3.450195503,0.041479546
ENSG00000126777,7.039330679,6.855176937
ENSG00000126785,1.25051005,5.324764348
ENSG00000126787,3.117638349,4.004341832
ENSG00000126790,1.898921006,0.041479546
ENSG00000126803,2.344666112,0.041479546
ENSG00000126804,5.805619719,6.143997199
ENSG00000126814,2.580021453,5.280852059
ENSG00000126821,1.898921006,4.929152766
ENSG00000126822,5.980325779,0.041479546
ENSG00000126856,1.898921006,0.704810885
ENSG00000126858,6.163573111,6.284046498
ENSG00000126860,3.947674704,0.041479546
ENSG00000126870,6.301663674,5.652247648
ENSG00000126878,2.063285685,6.721944049
ENSG00000126882,4.283947761,3.238762444
ENSG00000126883,5.524566853,3.490843111
ENSG00000126903,5.245325777,0.704810885
ENSG00000126934,5.467016509,5.634910086
ENSG00000126945,5.734235781,5.890035786
ENSG00000126947,1.25051005,1.157492132
ENSG00000126953,1.500437039,0.041479546
ENSG00000126970,2.580021453,4.779401972
ENSG00000127022,7.106829174,8.23270647
ENSG00000127054,3.904971746,4.779401972
ENSG00000127080,1.898921006,0.041479546
ENSG00000127081,2.959696209,5.526267215
ENSG00000127084,6.450134126,3.892070439
ENSG00000127124,3.618225683,5.975164263
ENSG00000127125,5.851319335,5.830358217
ENSG00000127152,3.326213081,4.841179732
ENSG00000127184,7.603934634,4.929152766
ENSG00000127191,2.210825039,0.041479546
ENSG00000127220,1.713393569,2.011846248
ENSG00000127241,0.041479546,2.011846248
ENSG00000127249,3.389535734,0.041479546
ENSG00000127252,4.349111069,1.157492132
ENSG00000127311,3.259982973,1.157492132
ENSG00000127314,11.49673609,9.42311359
ENSG00000127325,1.25051005,0.041479546
ENSG00000127328,5.17518196,6.168303347
ENSG00000127329,0.948022465,1.501543852
ENSG00000127334,4.349111069,5.81504497
ENSG00000127337,3.190565518,0.041479546
ENSG00000127377,0.564814766,0.041479546
ENSG00000127399,1.500437039,0.041479546
ENSG00000127415,0.564814766,0.041479546
ENSG00000127418,1.500437039,0.041479546
ENSG00000127419,2.782312853,0.041479546
ENSG00000127445,4.349111069,2.544798606
ENSG00000127452,2.684709857,4.714860015
ENSG00000127463,2.467137833,1.779141081
ENSG00000127481,6.968518505,6.809545446
ENSG00000127483,8.668726089,7.024508653
ENSG00000127507,5.312216745,0.041479546
ENSG00000127511,4.144065593,0.041479546
ENSG00000127526,6.060336638,2.212177794
ENSG00000127527,6.877580301,6.441917831
ENSG00000127528,6.472240661,6.855176937
ENSG00000127533,4.962599946,0.041479546
ENSG00000127540,7.189216257,0.041479546
ENSG00000127554,1.713393569,1.501543852
ENSG00000127561,0.564814766,0.041479546
ENSG00000127578,0.564814766,1.501543852
ENSG00000127580,0.564814766,5.735941399
ENSG00000127585,1.500437039,0.041479546
ENSG00000127586,1.500437039,0.041479546
ENSG00000127589,0.948022465,0.041479546
ENSG00000127603,8.372213557,7.176036943
ENSG00000127616,5.646229247,4.779401972
ENSG00000127663,6.242868368,5.115693109
ENSG00000127666,2.959696209,3.411611281
ENSG00000127720,3.450195503,2.933110579
ENSG00000127774,3.190565518,4.900420372
ENSG00000127804,2.873729037,2.544798606
ENSG00000127824,8.811400021,7.193906085
ENSG00000127831,6.163573111,3.892070439
ENSG00000127837,4.854542112,4.810621501
ENSG00000127838,5.86252158,4.423247727
ENSG00000127863,1.25051005,0.041479546
ENSG00000127870,7.171310303,5.768105146
ENSG00000127884,3.564361186,0.704810885
ENSG00000127914,7.372775595,6.519546126
ENSG00000127920,11.13357447,7.139620651
ENSG00000127922,5.510393058,4.057362515
ENSG00000127928,0.041479546,2.212177794
ENSG00000127946,4.941626177,0.041479546
ENSG00000127947,10.80020697,8.074515575
ENSG00000127948,3.040827583,2.544798606
ENSG00000127951,6.457540672,5.346229234
ENSG00000127952,2.959696209,1.779141081
ENSG00000127954,4.500199917,6.411695433
ENSG00000127955,2.959696209,1.157492132
ENSG00000127957,2.782312853,0.041479546
ENSG00000127980,4.411457855,5.115693109
ENSG00000127989,2.063285685,0.041479546
ENSG00000127993,1.713393569,5.735941399
ENSG00000127995,2.580021453,0.704810885
ENSG00000128000,3.117638349,0.041479546
ENSG00000128011,3.326213081,0.041479546
ENSG00000128016,7.106829174,4.984955832
ENSG00000128039,0.564814766,0.704810885
ENSG00000128040,1.25051005,0.041479546
ENSG00000128050,2.959696209,5.235561109
ENSG00000128052,1.500437039,2.011846248
ENSG00000128059,2.063285685,0.041479546
ENSG00000128159,3.040827583,0.041479546
ENSG00000128185,2.782312853,1.501543852
ENSG00000128191,2.959696209,1.501543852
ENSG00000128203,1.25051005,0.041479546
ENSG00000128218,2.467137833,6.002459613
ENSG00000128228,0.948022465,0.041479546
ENSG00000128245,9.639485792,8.071296803
ENSG00000128253,0.041479546,1.501543852
ENSG00000128254,0.564814766,0.041479546
ENSG00000128266,8.285398023,6.250287994
ENSG00000128268,1.500437039,0.041479546
ENSG00000128271,1.898921006,0.041479546
ENSG00000128272,9.180446959,6.106752471
ENSG00000128274,0.564814766,0.704810885
ENSG00000128283,1.898921006,0.041479546
ENSG00000128284,4.250228074,6.762423386
ENSG00000128294,7.279741113,4.296662856
ENSG00000128309,4.250228074,4.501860092
ENSG00000128311,3.040827583,0.704810885
ENSG00000128335,4.500199917,3.143895889
ENSG00000128340,7.049168832,8.466286998
ENSG00000128383,5.245325777,3.63733799
ENSG00000128394,3.508407343,1.779141081
ENSG00000128463,3.450195503,5.038680589
ENSG00000128487,7.517990928,7.971234661
ENSG00000128510,0.041479546,3.565949184
ENSG00000128512,3.117638349,5.686309959
ENSG00000128513,4.583798212,4.340103662
ENSG00000128524,6.145344006,2.388052975
ENSG00000128534,5.82865047,0.704810885
ENSG00000128536,0.564814766,0.041479546
ENSG00000128563,4.808946097,2.212177794
ENSG00000128567,1.25051005,4.157893529
ENSG00000128578,3.117638349,0.041479546
ENSG00000128581,1.500437039,0.041479546
ENSG00000128585,6.251415828,6.688722404
ENSG00000128590,2.063285685,2.212177794
ENSG00000128594,3.618225683,4.205648527
ENSG00000128595,6.78641569,4.61228741
ENSG00000128596,1.898921006,0.041479546
ENSG00000128604,3.508407343,3.565949184
ENSG00000128606,0.041479546,0.704810885
ENSG00000128607,4.920342989,5.799567437
ENSG00000128609,8.732697788,2.814917713
ENSG00000128626,1.713393569,3.327773936
ENSG00000128654,1.713393569,5.038680589
ENSG00000128656,0.948022465,3.490843111
ENSG00000128692,0.564814766,0.041479546
ENSG00000128694,2.467137833,0.041479546
ENSG00000128699,2.580021453,4.004341832
ENSG00000128708,6.07003306,7.024508653
ENSG00000128709,0.564814766,0.704810885
ENSG00000128710,0.041479546,5.06481088
ENSG00000128713,0.564814766,0.041479546
ENSG00000128731,5.101452684,4.463089291
ENSG00000128739,6.942361813,0.041479546
ENSG00000128789,3.450195503,6.794008481
ENSG00000128791,6.15448735,4.501860092
ENSG00000128805,1.500437039,0.041479546
ENSG00000128815,5.895615682,4.004341832
ENSG00000128829,3.670151268,2.011846248
ENSG00000128833,2.063285685,0.704810885
ENSG00000128849,2.210825039,7.576446855
ENSG00000128872,3.768711125,5.164841747
ENSG00000128881,4.87681087,5.408771768
ENSG00000128886,1.500437039,0.041479546
ENSG00000128891,3.259982973,4.871104102
ENSG00000128908,6.64436843,3.949297988
ENSG00000128915,4.941626177,7.257595443
ENSG00000128917,0.564814766,0.041479546
ENSG00000128918,2.210825039,5.01206828
ENSG00000128923,4.831924228,4.61228741
ENSG00000128928,3.389535734,2.011846248
ENSG00000128944,4.283947761,0.041479546
ENSG00000128951,4.068686107,6.15620146
ENSG00000128973,2.210825039,0.041479546
ENSG00000128989,8.279141628,7.127274712
ENSG00000129003,7.452779312,7.031150506
ENSG00000129007,4.18032806,0.041479546
ENSG00000129055,3.190565518,5.488155479
ENSG00000129071,5.17518196,5.212371041
ENSG00000129083,5.003654324,3.143895889
ENSG00000129084,4.144065593,0.041479546
ENSG00000129103,2.467137833,3.327773936
ENSG00000129116,3.190565518,7.145754226
ENSG00000129128,5.620065947,4.382274572
ENSG00000129158,2.210825039,4.810621501
ENSG00000129173,0.564814766,1.501543852
ENSG00000129187,4.941626177,4.539616181
ENSG00000129197,3.040827583,0.041479546
ENSG00000129219,1.713393569,3.565949184
ENSG00000129221,0.041479546,1.501543852
ENSG00000129226,2.684709857,0.041479546
ENSG00000129235,3.670151268,0.704810885
ENSG00000129244,0.041479546,0.704810885
ENSG00000129245,2.467137833,0.041479546
ENSG00000129250,4.785596056,8.453981714
ENSG00000129255,1.500437039,0.041479546
ENSG00000129292,7.806023946,5.599597095
ENSG00000129295,4.144065593,3.832478736
ENSG00000129315,4.029466056,4.157893529
ENSG00000129317,4.636954991,4.382274572
ENSG00000129347,5.157099869,2.933110579
ENSG00000129351,5.74638109,5.617361632
ENSG00000129353,8.036151194,6.884815328
ENSG00000129354,3.117638349,0.041479546
ENSG00000129355,8.008684104,4.004341832
ENSG00000129422,1.500437039,4.205648527
ENSG00000129450,3.670151268,0.041479546
ENSG00000129460,4.500199917,0.041479546
ENSG00000129465,2.580021453,0.041479546
ENSG00000129467,1.500437039,0.041479546
ENSG00000129472,6.136142344,6.411695433
ENSG00000129473,5.228106949,1.779141081
ENSG00000129480,1.500437039,0.041479546
ENSG00000129484,3.508407343,3.63733799
ENSG00000129493,3.389535734,0.041479546
ENSG00000129515,7.372775595,7.089590042
ENSG00000129518,4.411457855,2.686170825
ENSG00000129521,4.898741117,4.57640932
ENSG00000129534,5.566271411,6.380826348
ENSG00000129538,2.063285685,6.37038811
ENSG00000129559,6.435205975,4.340103662
ENSG00000129562,8.718896198,3.832478736
ENSG00000129566,5.138788265,5.212371041
ENSG00000129595,3.040827583,5.346229234
ENSG00000129596,0.948022465,0.041479546
ENSG00000129625,5.082416201,2.686170825
ENSG00000129636,6.866494824,4.810621501
ENSG00000129646,0.564814766,0.704810885
ENSG00000129654,0.041479546,0.704810885
ENSG00000129657,8.391675885,7.81450869
ENSG00000129667,3.768711125,3.63733799
ENSG00000129675,5.593419398,6.042458117
ENSG00000129680,5.407074704,1.501543852
ENSG00000129682,2.467137833,0.041479546
ENSG00000129691,7.933659781,4.810621501
ENSG00000129696,1.713393569,0.041479546
ENSG00000129749,0.948022465,0.041479546
ENSG00000129757,3.989149932,1.779141081
ENSG00000129810,2.959696209,0.704810885
ENSG00000129911,4.283947761,4.108503505
ENSG00000129925,4.662816507,2.212177794
ENSG00000129932,1.898921006,1.157492132
ENSG00000129933,4.316897294,4.681472934
ENSG00000129946,0.041479546,1.501543852
ENSG00000129951,0.564814766,0.041479546
ENSG00000129968,5.510393058,5.06481088
ENSG00000129990,1.500437039,0.041479546
ENSG00000129991,0.564814766,0.041479546
ENSG00000129993,5.496078629,6.59320983
ENSG00000130005,2.467137833,0.041479546
ENSG00000130021,1.713393569,1.779141081
ENSG00000130023,2.959696209,5.388224045
ENSG00000130024,4.500199917,5.408771768
ENSG00000130032,1.25051005,2.388052975
ENSG00000130035,0.564814766,0.041479546
ENSG00000130038,3.190565518,5.140476712
ENSG00000130052,3.670151268,3.832478736
ENSG00000130054,0.041479546,0.704810885
ENSG00000130066,10.34108757,7.468033469
ENSG00000130119,4.713188991,0.041479546
ENSG00000130150,4.029466056,0.704810885
ENSG00000130158,2.063285685,3.832478736
ENSG00000130159,2.063285685,0.041479546
ENSG00000130164,2.580021453,2.686170825
ENSG00000130165,3.190565518,4.810621501
ENSG00000130175,5.851319335,6.37038811
ENSG00000130176,4.068686107,0.041479546
ENSG00000130177,5.980325779,2.544798606
ENSG00000130193,1.713393569,0.041479546
ENSG00000130201,2.063285685,0.041479546
ENSG00000130202,4.029466056,0.041479546
ENSG00000130203,1.25051005,0.041479546
ENSG00000130204,1.500437039,2.011846248
ENSG00000130208,0.564814766,4.340103662
ENSG00000130222,1.713393569,3.327773936
ENSG00000130224,1.500437039,0.041479546
ENSG00000130227,7.675549221,8.134346108
ENSG00000130244,2.873729037,0.704810885
ENSG00000130254,7.18029106,5.686309959
ENSG00000130255,7.566748572,8.590650702
ENSG00000130287,0.041479546,1.501543852
ENSG00000130294,0.041479546,1.501543852
ENSG00000130299,0.564814766,0.704810885
ENSG00000130300,2.467137833,4.205648527
ENSG00000130303,4.441649138,0.041479546
ENSG00000130304,1.898921006,1.501543852
ENSG00000130305,2.959696209,0.704810885
ENSG00000130307,0.041479546,4.205648527
ENSG00000130309,2.684709857,5.164841747
ENSG00000130311,3.860966148,5.408771768
ENSG00000130312,2.684709857,5.090476303
ENSG00000130313,4.029466056,6.338612459
ENSG00000130332,2.873729037,0.041479546
ENSG00000130338,3.860966148,6.421840075
ENSG00000130340,5.312216745,4.251873293
ENSG00000130347,2.063285685,0.041479546
ENSG00000130348,3.450195503,2.544798606
ENSG00000130349,2.782312853,1.157492132
ENSG00000130363,2.959696209,0.041479546
ENSG00000130382,4.18032806,5.860505553
ENSG00000130396,3.259982973,5.090476303
ENSG00000130402,6.910334638,4.900420372
ENSG00000130413,1.500437039,0.041479546
ENSG00000130414,5.552503411,3.949297988
ENSG00000130429,9.781991589,5.904577285
ENSG00000130433,0.041479546,0.704810885
ENSG00000130449,4.662816507,5.429030942
ENSG00000130475,4.411457855,5.188802116
ENSG00000130477,0.041479546,0.704810885
ENSG00000130479,3.815575932,0.041479546
ENSG00000130487,0.564814766,0.041479546
ENSG00000130489,2.344666112,0.041479546
ENSG00000130511,2.959696209,1.501543852
ENSG00000130517,3.508407343,5.115693109
ENSG00000130518,2.467137833,0.041479546
ENSG00000130520,3.989149932,6.671820227
ENSG00000130522,6.738577959,5.84551063
ENSG00000130529,1.500437039,0.041479546
ENSG00000130544,2.063285685,5.367379435
ENSG00000130558,0.564814766,3.565949184
ENSG00000130559,3.720272691,5.258384306
ENSG00000130560,4.441649138,5.235561109
ENSG00000130561,0.041479546,0.704810885
ENSG00000130584,1.25051005,4.205648527
ENSG00000130589,5.120241248,0.041479546
ENSG00000130590,0.041479546,0.704810885
ENSG00000130592,8.424170955,6.380826348
ENSG00000130595,2.782312853,1.779141081
ENSG00000130598,2.684709857,0.041479546
ENSG00000130600,3.670151268,0.041479546
ENSG00000130635,0.948022465,0.041479546
ENSG00000130638,5.344534038,5.581611084
ENSG00000130640,3.768711125,4.108503505
ENSG00000130649,0.041479546,0.704810885
ENSG00000130653,1.25051005,2.212177794
ENSG00000130656,0.564814766,0.041479546
ENSG00000130669,2.063285685,4.841179732
ENSG00000130675,0.041479546,1.501543852
ENSG00000130684,2.210825039,0.041479546
ENSG00000130695,4.215701366,0.041479546
ENSG00000130699,4.029466056,2.544798606
ENSG00000130702,0.041479546,3.705360201
ENSG00000130703,5.840029427,4.810621501
ENSG00000130706,4.583798212,1.779141081
ENSG00000130707,0.041479546,3.490843111
ENSG00000130713,2.959696209,0.041479546
ENSG00000130714,5.467016509,0.041479546
ENSG00000130717,3.190565518,0.041479546
ENSG00000130720,0.564814766,0.041479546
ENSG00000130723,6.285108087,5.961320456
ENSG00000130724,6.663708928,6.250287994
ENSG00000130725,5.063125167,0.704810885
ENSG00000130726,4.920342989,5.449009561
ENSG00000130731,2.684709857,0.704810885
ENSG00000130733,1.25051005,0.041479546
ENSG00000130734,2.210825039,0.041479546
ENSG00000130741,6.631329205,8.44157057
ENSG00000130748,1.898921006,0.041479546
ENSG00000130749,6.591489157,3.490843111
ENSG00000130755,7.559883272,6.671820227
ENSG00000130758,1.713393569,0.041479546
ENSG00000130762,0.948022465,0.041479546
ENSG00000130764,4.068686107,5.01206828
ENSG00000130766,1.25051005,0.041479546
ENSG00000130770,7.024446503,4.957324088
ENSG00000130772,2.467137833,0.041479546
ENSG00000130775,6.877580301,6.43191388
ENSG00000130779,7.636928029,6.977139273
ENSG00000130783,2.873729037,0.041479546
ENSG00000130787,4.029466056,2.388052975
ENSG00000130803,3.670151268,0.041479546
ENSG00000130810,0.948022465,0.041479546
ENSG00000130811,5.99057319,6.068520692
ENSG00000130813,4.18032806,2.933110579
ENSG00000130816,8.991838472,5.961320456
ENSG00000130818,3.040827583,0.704810885
ENSG00000130821,2.467137833,4.61228741
ENSG00000130826,4.898741117,5.140476712
ENSG00000130827,0.041479546,1.779141081
ENSG00000130830,9.693020159,7.530308142
ENSG00000130844,2.959696209,0.041479546
ENSG00000130856,6.020885806,3.705360201
ENSG00000130876,0.564814766,0.041479546
ENSG00000130881,0.948022465,0.041479546
ENSG00000130921,3.720272691,0.041479546
ENSG00000130935,4.18032806,4.296662856
ENSG00000130939,5.328465881,5.768105146
ENSG00000130940,1.25051005,1.157492132
ENSG00000130948,2.210825039,0.041479546
ENSG00000130956,5.437356895,6.359873797
ENSG00000130958,6.163573111,4.747491891
ENSG00000130962,2.580021453,0.041479546
ENSG00000130985,5.873637511,6.58420495
ENSG00000130997,2.063285685,0.041479546
ENSG00000131002,0.564814766,0.704810885
ENSG00000131013,5.45226292,6.002459613
ENSG00000131016,3.117638349,5.669379329
ENSG00000131018,6.216917877,7.268879201
ENSG00000131023,5.082416201,4.779401972
ENSG00000131037,1.25051005,0.041479546
ENSG00000131042,5.210680126,0.704810885
ENSG00000131043,2.210825039,4.108503505
ENSG00000131051,9.19602833,8.146631937
ENSG00000131055,0.564814766,0.041479546
ENSG00000131061,2.063285685,2.388052975
ENSG00000131069,3.508407343,0.041479546
ENSG00000131089,3.259982973,0.041479546
ENSG00000131094,0.041479546,1.157492132
ENSG00000131095,0.948022465,0.041479546
ENSG00000131100,7.85171096,5.429030942
ENSG00000131115,3.040827583,0.041479546
ENSG00000131116,3.670151268,1.157492132
ENSG00000131126,0.564814766,0.041479546
ENSG00000131127,2.782312853,2.388052975
ENSG00000131143,8.166150561,7.43835885
ENSG00000131148,2.684709857,0.041479546
ENSG00000131149,7.865696449,7.668786062
ENSG00000131165,4.18032806,4.647294863
ENSG00000131171,11.63666228,8.970002677
ENSG00000131174,5.295782508,6.37038811
ENSG00000131187,0.948022465,0.041479546
ENSG00000131188,4.713188991,3.04234942
ENSG00000131196,4.411457855,4.647294863
ENSG00000131203,0.948022465,1.501543852
ENSG00000131236,9.95025331,7.826013095
ENSG00000131238,4.785596056,5.280852059
ENSG00000131242,5.552503411,5.388224045
ENSG00000131263,5.770369211,6.380826348
ENSG00000131269,4.441649138,1.157492132
ENSG00000131323,4.250228074,4.929152766
ENSG00000131351,3.040827583,0.041479546
ENSG00000131355,3.720272691,4.871104102
ENSG00000131368,3.117638349,0.041479546
ENSG00000131370,5.793964988,6.721944049
ENSG00000131373,2.210825039,1.779141081
ENSG00000131374,6.301663674,6.359873797
ENSG00000131375,3.564361186,4.004341832
ENSG00000131378,4.283947761,6.349282294
ENSG00000131379,1.898921006,0.041479546
ENSG00000131381,2.959696209,2.011846248
ENSG00000131389,7.063801401,4.779401972
ENSG00000131398,1.500437039,0.041479546
ENSG00000131401,2.684709857,0.041479546
ENSG00000131408,5.734235781,4.108503505
ENSG00000131437,3.190565518,3.327773936
ENSG00000131446,4.500199917,3.04234942
ENSG00000131459,0.564814766,0.041479546
ENSG00000131462,1.25051005,4.423247727
ENSG00000131467,5.782215339,6.30612115
ENSG00000131469,8.793952898,9.225900553
ENSG00000131470,1.713393569,3.949297988
ENSG00000131471,1.898921006,0.041479546
ENSG00000131473,5.138788265,5.212371041
ENSG00000131475,2.580021453,1.501543852
ENSG00000131477,0.948022465,2.212177794
ENSG00000131480,2.210825039,0.041479546
ENSG00000131495,4.18032806,6.840126238
ENSG00000131503,2.580021453,0.041479546
ENSG00000131504,9.47497277,8.592897145
ENSG00000131507,7.120891239,6.421840075
ENSG00000131508,6.707853297,7.723121347
ENSG00000131558,4.636954991,0.041479546
ENSG00000131584,2.580021453,0.041479546
ENSG00000131591,0.041479546,4.157893529
ENSG00000131626,5.193040221,2.011846248
ENSG00000131634,2.580021453,4.957324088
ENSG00000131652,1.898921006,2.011846248
ENSG00000131653,3.989149932,5.669379329
ENSG00000131669,4.941626177,4.463089291
ENSG00000131711,5.770369211,7.759574094
ENSG00000131724,3.670151268,3.327773936
ENSG00000131725,8.362383042,6.029248117
ENSG00000131732,3.508407343,4.647294863
ENSG00000131747,5.245325777,5.581611084
ENSG00000131748,3.947674704,0.041479546
ENSG00000131759,5.593419398,4.057362515
ENSG00000131773,0.948022465,0.041479546
ENSG00000131778,6.571148821,3.63733799
ENSG00000131779,2.873729037,3.327773936
ENSG00000131781,3.860966148,0.041479546
ENSG00000131788,3.117638349,3.143895889
ENSG00000131791,4.662816507,2.212177794
ENSG00000131828,4.528607672,4.57640932
ENSG00000131831,0.948022465,2.011846248
ENSG00000131844,4.283947761,4.296662856
ENSG00000131848,2.344666112,0.041479546
ENSG00000131849,1.25051005,1.501543852
ENSG00000131871,2.063285685,0.041479546
ENSG00000131873,5.391691865,5.408771768
ENSG00000131876,3.259982973,0.041479546
ENSG00000131899,0.948022465,1.157492132
ENSG00000131931,3.618225683,4.61228741
ENSG00000131943,1.898921006,0.041479546
ENSG00000131944,0.948022465,0.041479546
ENSG00000131966,8.26443699,2.933110579
ENSG00000131969,0.948022465,0.041479546
ENSG00000131979,2.344666112,3.411611281
ENSG00000131981,5.193040221,5.961320456
ENSG00000132000,0.564814766,1.501543852
ENSG00000132002,4.556466841,6.30612115
ENSG00000132003,1.500437039,0.041479546
ENSG00000132004,0.564814766,0.041479546
ENSG00000132005,4.068686107,4.251873293
