EnsembleID,P3256PE,P3013PE,P3302PE,P3078PE
ENSG00000000003,1.898922375,1.748513077,1.088752109,1.088752109
ENSG00000000419,4.048664173,3.584080617,2.418015942,1.944494569
ENSG00000000457,4.304058266,3.342389135,4.623462389,2.477977306
ENSG00000000460,3.223098796,5.879094563,3.906575275,4.139638344
ENSG00000000938,7.034785278,4.529299665,7.134195129,6.184561934
ENSG00000000971,2.414620149,1.088752109,3.558177786,1.088752109
ENSG00000001036,2.414620149,4.366337122,1.088752109,2.866569266
ENSG00000001084,5.9592741,3.791032436,2.418015942,3.172394178
ENSG00000001167,5.47870341,4.529299665,4.623462389,4.713514853
ENSG00000001460,1.088752109,2.199544088,1.088752109,2.477977306
ENSG00000001461,4.361419025,5.121316068,4.800462183,4.274126854
ENSG00000001497,4.469721099,3.25190465,4.186989936,3.991311731
ENSG00000001561,2.414620149,2.940428732,3.906575275,2.866569266
ENSG00000001617,1.088752109,1.088752109,1.088752109,1.944494569
ENSG00000001629,5.192962519,6.076550689,5.100197867,6.21832254
ENSG00000001630,1.549975946,1.456022994,1.088752109,1.944494569
ENSG00000001631,5.760390653,6.905681764,4.186989936,6.648008992
ENSG00000002016,2.414620149,1.748513077,3.558177786,1.088752109
ENSG00000002330,4.11687468,5.196020147,4.186989936,4.397140402
ENSG00000002549,4.709488119,4.987511928,3.906575275,4.891466204
ENSG00000002586,7.161304208,9.812650787,6.882096412,9.17322254
ENSG00000002587,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000002726,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000002745,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000002746,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000002822,5.398762,4.027591115,4.421669871,6.041016903
ENSG00000002834,7.472444501,8.104783898,7.031495775,7.416971128
ENSG00000002919,3.223098796,4.182594687,4.421669871,4.397140402
ENSG00000002933,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000003056,5.47870341,6.415645606,5.744327642,5.383216001
ENSG00000003096,1.898922375,2.199544088,1.088752109,1.944494569
ENSG00000003147,4.18200527,6.153547358,2.418015942,5.881595221
ENSG00000003249,2.17969193,1.456022994,1.088752109,1.088752109
ENSG00000003393,4.244322104,3.914154919,3.097915969,3.424592397
ENSG00000003400,4.795248832,2.542644991,5.100197867,3.424592397
ENSG00000003402,8.707226199,8.787152115,8.462827585,8.393261595
ENSG00000003436,6.521425239,9.624865688,4.421669871,8.143811554
ENSG00000003509,2.951486868,2.199544088,3.558177786,1.088752109
ENSG00000003756,7.70627055,8.062150807,7.100767778,7.752687869
ENSG00000003989,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000004059,4.416586093,6.261846011,4.958100236,5.702343015
ENSG00000004139,3.648786975,1.991583045,3.558177786,1.088752109
ENSG00000004142,3.648786975,3.051894838,3.097915969,2.477977306
ENSG00000004399,4.989690367,1.991583045,5.559836752,3.424592397
ENSG00000004455,4.876196301,3.791032436,4.800462183,5.441549909
ENSG00000004468,3.223098796,1.991583045,1.088752109,2.477977306
ENSG00000004478,4.520968441,2.940428732,3.097915969,4.510484132
ENSG00000004487,5.995960406,7.212020391,5.100197867,7.092260076
ENSG00000004534,7.364354524,7.138161699,6.624255411,7.607370056
ENSG00000004660,3.738121214,1.748513077,1.088752109,2.477977306
ENSG00000004700,5.398762,5.520618406,4.623462389,4.139638344
ENSG00000004766,4.570457651,4.567318204,3.558177786,4.274126854
ENSG00000004776,1.898922375,2.819623921,1.088752109,1.088752109
ENSG00000004777,3.093675361,1.088752109,3.097915969,2.477977306
ENSG00000004779,4.304058266,3.25190465,1.088752109,5.122977247
ENSG00000004799,4.244322104,1.748513077,1.088752109,3.424592397
ENSG00000004809,1.898922375,1.748513077,1.088752109,1.088752109
ENSG00000004838,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000004848,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000004864,3.451586945,3.342389135,3.097915969,3.424592397
ENSG00000004866,3.901732235,7.187818539,5.100197867,4.713514853
ENSG00000004897,6.443880233,7.310575996,5.100197867,6.345978993
ENSG00000004939,8.558800005,5.61439458,5.559836752,7.64509464
ENSG00000004961,3.553553716,2.940428732,2.418015942,1.944494569
ENSG00000004975,3.738121214,1.748513077,4.186989936,1.088752109
ENSG00000005007,5.717098698,5.833022362,6.250362408,4.8052325
ENSG00000005020,8.782656645,10.65251367,6.995571177,9.921786675
ENSG00000005022,5.781559021,5.769210721,4.958100236,6.315108151
ENSG00000005059,4.520968441,2.687771322,4.421669871,4.8052325
ENSG00000005073,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000005075,5.314129748,5.938321137,3.097915969,4.397140402
ENSG00000005100,4.11687468,3.914154919,4.186989936,4.397140402
ENSG00000005102,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000005156,3.822244802,2.199544088,4.421669871,3.172394178
ENSG00000005175,5.626411093,7.585284938,3.906575275,5.794751299
ENSG00000005187,2.616596106,3.791032436,2.418015942,2.477977306
ENSG00000005189,2.414620149,3.427531898,1.088752109,3.639194549
ENSG00000005194,3.451586945,3.25190465,2.418015942,3.424592397
ENSG00000005206,3.901732235,1.456022994,4.958100236,1.088752109
ENSG00000005238,5.371099241,5.863900057,5.457916698,3.639194549
ENSG00000005243,1.549975946,1.991583045,1.088752109,1.944494569
ENSG00000005249,8.740037602,12.2014953,8.737521242,10.33539223
ENSG00000005302,5.863256813,4.450118142,4.800462183,4.615568118
ENSG00000005339,7.883156039,6.797881294,8.055055989,6.998221825
ENSG00000005379,5.554446774,1.748513077,4.958100236,3.424592397
ENSG00000005381,1.549975946,2.381270101,1.088752109,2.477977306
ENSG00000005436,4.244322104,3.427531898,3.097915969,2.477977306
ENSG00000005448,1.898922375,1.088752109,1.088752109,2.866569266
ENSG00000005469,2.616596106,2.819623921,2.418015942,3.172394178
ENSG00000005471,3.223098796,1.456022994,3.097915969,1.944494569
ENSG00000005483,8.075400448,8.353502395,7.319963068,8.10823926
ENSG00000005486,2.793736963,3.25190465,1.088752109,1.944494569
ENSG00000005513,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000005700,5.649623002,5.702445492,4.623462389,6.345978993
ENSG00000005801,3.648786975,1.456022994,4.421669871,2.866569266
ENSG00000005810,7.888043975,8.114445931,8.265779925,7.073936412
ENSG00000005812,5.843261986,7.370937282,5.348245381,6.315108151
ENSG00000005844,7.786992916,4.743693627,7.700745235,5.497616523
ENSG00000005882,3.093675361,4.987511928,3.097915969,3.424592397
ENSG00000005884,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000005889,5.452545385,4.640475531,5.90787848,4.397140402
ENSG00000005893,4.664617003,6.456736367,3.906575275,3.825969194
ENSG00000005961,7.034785278,11.54930521,9.803101202,8.301745006
ENSG00000006007,4.664617003,6.829512054,4.421669871,4.891466204
ENSG00000006015,4.304058266,3.25190465,2.418015942,3.639194549
ENSG00000006025,3.223098796,1.088752109,4.421669871,2.477977306
ENSG00000006062,5.254817815,2.542644991,4.800462183,3.825969194
ENSG00000006118,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000006125,6.34780645,8.495831757,6.188063022,7.501664752
ENSG00000006194,3.97706794,2.199544088,4.186989936,1.944494569
ENSG00000006282,3.451586945,1.748513077,1.088752109,2.866569266
ENSG00000006327,2.17969193,1.088752109,1.088752109,1.944494569
ENSG00000006432,2.616596106,1.088752109,3.097915969,1.088752109
ENSG00000006451,4.18200527,4.182594687,3.906575275,4.713514853
ENSG00000006453,2.17969193,1.088752109,1.088752109,1.088752109
ENSG00000006459,6.805994169,7.696676713,6.576417978,5.049858379
ENSG00000006530,4.048664173,2.542644991,3.097915969,3.172394178
ENSG00000006534,3.648786975,2.381270101,4.421669871,3.639194549
ENSG00000006555,2.951486868,1.088752109,3.097915969,1.088752109
ENSG00000006576,4.989690367,6.927769972,5.983188686,5.258956541
ENSG00000006607,4.469721099,6.178326039,3.558177786,6.002782428
ENSG00000006625,2.793736963,1.748513077,2.418015942,3.825969194
ENSG00000006634,3.738121214,4.277389122,2.418015942,3.825969194
ENSG00000006638,2.951486868,6.535565207,4.958100236,5.838826614
ENSG00000006652,6.403486548,8.735910974,5.90787848,7.128223658
ENSG00000006695,3.093675361,1.991583045,3.097915969,1.088752109
ENSG00000006712,5.192962519,4.900836373,3.097915969,5.881595221
ENSG00000006715,6.642067156,8.09505672,6.250362408,6.648008992
ENSG00000006744,4.361419025,3.155363047,3.097915969,3.424592397
ENSG00000006756,2.951486868,1.991583045,3.097915969,1.944494569
ENSG00000006757,1.898922375,1.456022994,2.418015942,1.088752109
ENSG00000006831,4.469721099,6.732460035,5.100197867,4.615568118
ENSG00000006837,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000007047,4.244322104,5.420320333,4.800462183,4.8052325
ENSG00000007062,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000007080,4.989690367,3.50792863,3.558177786,5.322423668
ENSG00000007129,2.17969193,1.456022994,3.558177786,1.944494569
ENSG00000007168,6.049297861,6.829512054,5.744327642,5.749286904
ENSG00000007171,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000007202,6.066647629,4.710101489,6.47570423,4.274126854
ENSG00000007237,5.224221646,3.791032436,4.623462389,4.713514853
ENSG00000007255,2.616596106,1.456022994,2.418015942,2.477977306
ENSG00000007264,4.795248832,2.687771322,4.421669871,4.972834917
ENSG00000007312,3.738121214,1.748513077,4.421669871,3.639194549
ENSG00000007314,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000007341,5.254817815,6.860464169,4.186989936,6.545346755
ENSG00000007350,2.793736963,1.088752109,1.088752109,2.866569266
ENSG00000007372,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000007376,2.616596106,2.199544088,3.097915969,1.088752109
ENSG00000007392,5.995960406,4.743693627,4.421669871,3.991311731
ENSG00000007402,3.451586945,1.088752109,3.906575275,1.088752109
ENSG00000007516,1.898922375,1.088752109,3.097915969,2.477977306
ENSG00000007520,4.753005636,3.427531898,3.906575275,5.322423668
ENSG00000007541,3.451586945,1.088752109,3.558177786,1.088752109
ENSG00000007545,3.451586945,2.381270101,4.186989936,2.866569266
ENSG00000007923,4.570457651,3.155363047,4.186989936,4.972834917
ENSG00000007944,4.304058266,3.914154919,3.558177786,3.424592397
ENSG00000007968,4.836290223,3.342389135,2.418015942,3.172394178
ENSG00000008018,5.254817815,5.312524935,3.906575275,5.383216001
ENSG00000008083,6.570899047,8.678446627,7.230067075,7.74112173
ENSG00000008086,3.553553716,4.529299665,3.097915969,2.866569266
ENSG00000008128,4.469721099,1.088752109,4.421669871,3.424592397
ENSG00000008130,6.260037175,4.675708497,6.882096412,5.653820094
ENSG00000008226,2.616596106,1.088752109,2.418015942,1.088752109
ENSG00000008256,2.793736963,2.687771322,3.097915969,3.172394178
ENSG00000008277,2.616596106,4.132754571,2.418015942,3.172394178
ENSG00000008282,3.223098796,3.853906719,3.558177786,3.172394178
ENSG00000008283,3.223098796,1.456022994,3.906575275,2.477977306
ENSG00000008294,6.198410093,5.909011755,5.744327642,6.002782428
ENSG00000008300,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000008311,2.616596106,1.748513077,2.418015942,1.088752109
ENSG00000008324,3.093675361,2.199544088,3.097915969,3.825969194
ENSG00000008382,3.648786975,3.853906719,4.958100236,4.615568118
ENSG00000008394,2.414620149,1.748513077,1.088752109,2.477977306
ENSG00000008405,3.093675361,3.656413694,3.558177786,1.944494569
ENSG00000008438,2.793736963,1.991583045,3.558177786,1.088752109
ENSG00000008441,5.425904307,3.50792863,3.097915969,3.991311731
ENSG00000008513,6.134032585,4.930310625,7.100767778,4.615568118
ENSG00000008516,7.529865271,3.584080617,7.484516426,4.274126854
ENSG00000008517,6.031736904,2.687771322,5.655029262,5.963507008
ENSG00000008710,4.664617003,1.456022994,5.100197867,2.866569266
ENSG00000008838,3.451586945,4.132754571,4.800462183,2.866569266
ENSG00000008853,4.709488119,3.656413694,4.186989936,4.274126854
ENSG00000008869,5.504395588,5.267045676,4.958100236,4.972834917
ENSG00000008952,8.351478589,8.038661788,5.100197867,8.624877175
ENSG00000008988,8.990102978,8.225608169,7.608618771,9.485448007
ENSG00000009307,8.917854634,10.11817422,8.10648766,9.260879017
ENSG00000009335,5.717098698,5.702445492,5.559836752,4.713514853
ENSG00000009413,5.398762,4.640475531,5.100197867,4.8052325
ENSG00000009694,3.451586945,1.088752109,3.097915969,1.088752109
ENSG00000009765,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000009780,3.901732235,3.051894838,3.558177786,3.991311731
ENSG00000009790,7.717298082,4.322548514,7.510205638,7.247473196
ENSG00000009830,2.616596106,1.088752109,1.088752109,1.088752109
ENSG00000009844,5.025620765,5.8173321,2.418015942,5.19256837
ENSG00000009950,1.088752109,1.456022994,2.418015942,1.088752109
ENSG00000009954,7.025942745,6.23847243,5.90787848,6.434815538
ENSG00000010017,7.086731681,8.584243843,5.828419435,8.317406622
ENSG00000010030,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000010072,2.951486868,2.542644991,3.097915969,1.944494569
ENSG00000010165,2.414620149,2.381270101,3.558177786,3.424592397
ENSG00000010219,3.223098796,2.542644991,1.088752109,2.866569266
ENSG00000010244,6.653594524,7.026599483,6.526939772,6.315108151
ENSG00000010256,4.753005636,3.656413694,3.906575275,5.497616523
ENSG00000010270,3.341861528,5.069273918,4.800462183,2.477977306
ENSG00000010278,6.417077161,9.239730507,6.188063022,7.581660915
ENSG00000010292,4.836290223,4.450118142,5.348245381,4.397140402
ENSG00000010295,4.753005636,2.940428732,5.744327642,1.944494569
ENSG00000010310,2.17969193,1.088752109,1.088752109,1.088752109
ENSG00000010318,5.025620765,6.394652847,1.088752109,6.434815538
ENSG00000010319,2.414620149,1.991583045,1.088752109,1.088752109
ENSG00000010322,5.822986144,3.656413694,5.983188686,3.424592397
ENSG00000010327,4.836290223,2.940428732,5.828419435,1.944494569
ENSG00000010361,1.898922375,1.748513077,3.097915969,2.477977306
ENSG00000010404,5.843261986,7.489532558,6.958729125,6.21832254
ENSG00000010539,2.951486868,1.748513077,2.418015942,1.088752109
ENSG00000010610,5.284778563,2.381270101,6.310082538,3.825969194
ENSG00000010626,1.088752109,2.199544088,2.418015942,1.944494569
ENSG00000010671,6.642067156,8.460913027,7.290615753,6.597590862
ENSG00000010704,1.549975946,1.088752109,3.558177786,1.088752109
ENSG00000010803,4.469721099,5.289964508,3.906575275,5.881595221
ENSG00000010810,6.943822063,8.770952112,6.920921528,6.51849767
ENSG00000010818,6.36192923,5.736214293,6.670557408,5.441549909
ENSG00000011007,5.060678016,4.675708497,3.558177786,3.825969194
ENSG00000011009,3.738121214,3.051894838,3.558177786,3.424592397
ENSG00000011021,4.048664173,1.991583045,4.186989936,1.944494569
ENSG00000011028,3.97706794,1.748513077,2.418015942,1.944494569
ENSG00000011052,1.088752109,1.088752109,1.088752109,2.477977306
ENSG00000011083,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000011105,3.822244802,7.413302551,6.367428514,5.383216001
ENSG00000011114,4.989690367,5.481331895,5.828419435,4.510484132
ENSG00000011132,2.951486868,2.199544088,2.418015942,1.944494569
ENSG00000011143,3.341861528,3.342389135,3.097915969,3.424592397
ENSG00000011198,4.469721099,5.501108874,2.418015942,3.639194549
ENSG00000011201,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000011243,6.117479111,4.710101489,4.958100236,5.322423668
ENSG00000011258,6.389766688,9.159555898,5.90787848,6.696724486
ENSG00000011260,4.753005636,5.334737994,3.906575275,5.122977247
ENSG00000011275,6.618732369,7.073586172,6.526939772,6.696724486
ENSG00000011295,4.361419025,3.914154919,3.906575275,2.477977306
ENSG00000011304,5.882978309,6.985070122,6.367428514,6.041016903
ENSG00000011347,1.088752109,1.456022994,2.418015942,1.088752109
ENSG00000011376,2.616596106,1.748513077,3.906575275,2.477977306
ENSG00000011405,5.940575074,6.063308707,5.100197867,5.749286904
ENSG00000011422,5.192962519,2.687771322,3.558177786,3.639194549
ENSG00000011426,3.223098796,3.914154919,2.418015942,3.639194549
ENSG00000011451,4.244322104,1.748513077,4.421669871,1.944494569
ENSG00000011454,6.214065413,7.926127445,4.800462183,7.092260076
ENSG00000011465,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000011478,2.17969193,1.088752109,1.088752109,1.944494569
ENSG00000011485,4.876196301,4.230770341,4.186989936,3.639194549
ENSG00000011523,4.469721099,5.981198125,4.800462183,3.424592397
ENSG00000011566,4.361419025,5.736214293,3.906575275,5.049858379
ENSG00000011590,2.616596106,1.088752109,1.088752109,1.088752109
ENSG00000011600,7.285047607,5.334737994,5.90787848,6.743848593
ENSG00000011638,3.451586945,5.440945539,2.418015942,3.424592397
ENSG00000012048,4.244322104,6.140996576,3.097915969,5.441549909
ENSG00000012061,4.570457651,3.50792863,3.906575275,3.172394178
ENSG00000012124,5.694955609,3.971987637,6.250362408,5.322423668
ENSG00000012171,2.17969193,1.456022994,1.088752109,1.088752109
ENSG00000012174,2.414620149,1.991583045,2.418015942,1.088752109
ENSG00000012211,3.223098796,2.199544088,1.088752109,1.088752109
ENSG00000012223,2.951486868,2.381270101,2.418015942,3.825969194
ENSG00000012232,4.048664173,1.456022994,5.348245381,3.424592397
ENSG00000012660,6.049297861,5.558863393,5.744327642,5.322423668
ENSG00000012779,6.34780645,3.971987637,6.188063022,5.122977247
ENSG00000012822,6.333544051,8.065475379,6.054761888,5.322423668
ENSG00000012963,3.822244802,3.50792863,1.088752109,3.172394178
ENSG00000012983,6.066647629,8.252110134,5.457916698,6.51849767
ENSG00000013016,5.649623002,9.567400774,7.584637669,6.345978993
ENSG00000013275,5.504395588,4.776521361,3.097915969,4.397140402
ENSG00000013288,4.753005636,1.748513077,4.623462389,2.477977306
ENSG00000013306,6.214065413,4.529299665,5.348245381,5.049858379
ENSG00000013364,6.653594524,4.776521361,6.758928486,5.383216001
ENSG00000013374,5.738907056,5.378163676,4.958100236,5.749286904
ENSG00000013375,2.951486868,3.051894838,2.418015942,1.088752109
ENSG00000013392,2.17969193,1.088752109,1.088752109,1.088752109
ENSG00000013441,6.866682353,7.026599483,6.670557408,6.405806943
ENSG00000013503,3.553553716,2.199544088,1.088752109,2.477977306
ENSG00000013523,2.414620149,2.199544088,3.097915969,2.477977306
ENSG00000013561,6.031736904,5.967046914,3.558177786,5.603608205
ENSG00000013563,4.244322104,4.027591115,2.418015942,3.424592397
ENSG00000013573,4.416586093,1.748513077,2.418015942,3.825969194
ENSG00000013583,3.901732235,5.015283976,3.558177786,3.639194549
ENSG00000013619,1.898922375,1.456022994,2.418015942,2.477977306
ENSG00000013725,5.128335926,2.199544088,6.054761888,2.477977306
ENSG00000013810,6.34780645,8.353502395,6.367428514,5.603608205
ENSG00000014123,4.304058266,2.940428732,3.097915969,3.639194549
ENSG00000014138,3.341861528,3.342389135,5.100197867,2.477977306
ENSG00000014164,4.244322104,3.50792863,3.558177786,2.866569266
ENSG00000014216,5.921630501,9.181170883,8.139784258,7.110353927
ENSG00000014257,2.793736963,1.088752109,4.186989936,1.944494569
ENSG00000014641,4.048664173,2.819623921,2.418015942,4.274126854
ENSG00000014824,4.795248832,5.78543018,3.097915969,5.258956541
ENSG00000014914,2.17969193,1.088752109,2.418015942,2.477977306
ENSG00000014919,3.97706794,1.456022994,3.097915969,3.639194549
ENSG00000015133,7.749883776,7.449378333,7.510205638,6.149992324
ENSG00000015153,4.876196301,5.520618406,4.186989936,4.891466204
ENSG00000015171,5.781559021,6.845071117,4.421669871,5.794751299
ENSG00000015285,7.0782028,5.63243993,6.920921528,6.405806943
ENSG00000015475,5.398762,5.420320333,4.958100236,5.653820094
ENSG00000015479,4.709488119,5.66786729,4.623462389,5.049858379
ENSG00000015532,3.093675361,4.987511928,4.800462183,1.944494569
ENSG00000015568,1.549975946,1.088752109,1.088752109,1.944494569
ENSG00000015592,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000015676,5.060678016,3.914154919,5.348245381,4.713514853
ENSG00000016391,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000016402,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000016864,3.553553716,3.50792863,1.088752109,2.866569266
ENSG00000017260,5.626411093,7.915113033,5.744327642,6.463252328
ENSG00000017427,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000017483,3.738121214,4.132754571,1.088752109,3.172394178
ENSG00000017797,6.990020465,7.376301477,6.310082538,6.696724486
ENSG00000018189,4.836290223,2.381270101,4.421669871,3.991311731
ENSG00000018280,6.953180852,4.081130851,7.431723586,4.713514853
ENSG00000018408,3.341861528,2.687771322,1.088752109,3.991311731
ENSG00000018510,4.795248832,5.069273918,4.186989936,4.274126854
ENSG00000018610,4.61830537,4.027591115,2.418015942,3.639194549
ENSG00000018699,5.254817815,6.724069778,1.088752109,6.21832254
ENSG00000018869,1.898922375,2.542644991,2.418015942,3.424592397
ENSG00000019102,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000019144,1.898922375,2.381270101,1.088752109,1.944494569
ENSG00000019169,2.951486868,2.542644991,1.088752109,3.424592397
ENSG00000019485,3.648786975,2.199544088,3.906575275,1.088752109
ENSG00000019505,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000019549,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000019582,9.968742874,7.81595885,9.305487642,8.599480875
ENSG00000019991,1.088752109,1.088752109,3.558177786,1.088752109
ENSG00000019995,5.672467354,5.04253149,3.906575275,4.972834917
ENSG00000020129,3.553553716,1.456022994,3.906575275,2.866569266
ENSG00000020181,1.088752109,1.088752109,1.088752109,1.944494569
ENSG00000020256,3.451586945,1.991583045,3.558177786,3.639194549
ENSG00000020426,4.11687468,5.095529644,3.097915969,4.972834917
ENSG00000020577,2.793736963,3.50792863,2.418015942,3.172394178
ENSG00000020633,5.822986144,3.584080617,6.310082538,5.383216001
ENSG00000020922,5.57883592,6.23847243,4.958100236,6.114573985
ENSG00000021300,2.616596106,1.748513077,3.906575275,3.172394178
ENSG00000021355,7.017045681,9.386507908,7.100767778,8.126135042
ENSG00000021574,5.554446774,7.086734583,4.186989936,6.696724486
ENSG00000021645,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000021762,4.520968441,2.199544088,4.421669871,3.639194549
ENSG00000021776,5.47870341,5.196020147,4.958100236,5.19256837
ENSG00000022267,5.452545385,8.503205638,6.188063022,6.251311143
ENSG00000022277,6.182583026,6.525943955,5.744327642,6.21832254
ENSG00000022556,2.414620149,1.456022994,3.558177786,1.088752109
ENSG00000022567,6.066647629,6.999046493,5.655029262,7.247473196
ENSG00000022840,7.843444676,7.635359939,7.319963068,7.247473196
ENSG00000022976,3.093675361,1.991583045,3.558177786,1.088752109
ENSG00000023041,3.648786975,1.748513077,3.906575275,1.944494569
ENSG00000023171,3.223098796,1.991583045,3.558177786,3.172394178
ENSG00000023191,4.989690367,5.440945539,4.623462389,5.383216001
ENSG00000023228,5.192962519,6.076550689,4.800462183,5.122977247
ENSG00000023287,5.995960406,5.069273918,4.421669871,5.749286904
ENSG00000023318,5.025620765,5.440945539,4.623462389,5.258956541
ENSG00000023330,4.048664173,3.50792863,4.186989936,3.639194549
ENSG00000023445,6.117479111,3.051894838,6.188063022,5.749286904
ENSG00000023516,6.100733496,4.900836373,5.90787848,4.891466204
ENSG00000023572,2.17969193,2.381270101,1.088752109,1.088752109
ENSG00000023608,4.18200527,4.959194754,3.097915969,3.991311731
ENSG00000023697,4.61830537,7.5189314,4.186989936,6.184561934
ENSG00000023734,6.289890839,8.065475379,4.623462389,6.720478938
ENSG00000023839,1.549975946,1.088752109,3.097915969,1.088752109
ENSG00000023892,7.285047607,4.081130851,5.90787848,5.749286904
ENSG00000023902,7.560805054,9.732307988,7.927399097,8.143811554
ENSG00000023909,5.025620765,7.033406287,5.348245381,5.441549909
ENSG00000024048,7.277616939,7.270806234,6.422581909,6.766845718
ENSG00000024422,2.17969193,4.567318204,4.186989936,3.639194549
ENSG00000024526,2.793736963,3.427531898,1.088752109,1.944494569
ENSG00000024862,4.664617003,5.938321137,3.097915969,5.603608205
ENSG00000025039,3.093675361,4.366337122,2.418015942,3.639194549
ENSG00000025156,2.793736963,1.991583045,3.097915969,3.172394178
ENSG00000025293,6.403486548,6.273392312,5.559836752,6.002782428
ENSG00000025434,2.414620149,2.542644991,2.418015942,2.477977306
ENSG00000025708,6.083791226,4.604360533,6.624255411,6.07826419
ENSG00000025770,3.223098796,1.748513077,4.186989936,1.944494569
ENSG00000025772,1.898922375,1.748513077,3.097915969,1.944494569
ENSG00000025796,6.031736904,7.019760411,4.958100236,6.597590862
ENSG00000025800,5.504395588,5.35661422,5.348245381,5.383216001
ENSG00000026025,8.492948533,7.119090712,8.449611286,8.649834136
ENSG00000026036,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000026103,4.244322104,1.991583045,4.421669871,1.944494569
ENSG00000026297,6.764069034,3.791032436,6.122951491,5.322423668
ENSG00000026508,7.560805054,5.981198125,7.348725281,6.789482004
ENSG00000026559,1.898922375,1.456022994,1.088752109,1.088752109
ENSG00000026652,3.223098796,1.456022994,3.558177786,2.477977306
ENSG00000026751,4.11687468,1.748513077,3.558177786,2.477977306
ENSG00000026950,6.182583026,5.61439458,6.310082538,3.639194549
ENSG00000027001,3.093675361,2.199544088,1.088752109,1.944494569
ENSG00000027075,6.260037175,2.819623921,6.188063022,3.991311731
ENSG00000027697,5.398762,6.318675041,4.800462183,4.615568118
ENSG00000027847,2.414620149,1.456022994,3.097915969,1.088752109
ENSG00000027869,3.553553716,1.748513077,4.186989936,3.424592397
ENSG00000028116,4.876196301,7.026599483,3.097915969,5.881595221
ENSG00000028137,6.470194413,3.051894838,6.576417978,4.510484132
ENSG00000028203,4.709488119,6.284846938,4.186989936,4.972834917
ENSG00000028277,6.953180852,4.182594687,7.166865473,5.881595221
ENSG00000028310,6.066647629,4.366337122,5.100197867,4.510484132
ENSG00000028528,6.289890839,7.053636104,6.250362408,6.491139423
ENSG00000028839,5.128335926,6.949525093,3.558177786,5.881595221
ENSG00000029153,4.361419025,5.995211876,1.088752109,6.07826419
ENSG00000029363,6.720888984,5.63243993,6.122951491,6.672572351
ENSG00000029364,4.11687468,4.182594687,4.186989936,2.866569266
ENSG00000029534,7.201126186,8.527516545,7.166865473,6.545346755
ENSG00000029639,3.223098796,1.456022994,3.558177786,3.639194549
ENSG00000029725,7.145062461,7.150737061,5.655029262,7.263731828
ENSG00000029993,4.18200527,2.542644991,2.418015942,4.397140402
ENSG00000030066,4.876196301,4.567318204,4.421669871,4.139638344
ENSG00000030110,3.341861528,2.381270101,3.906575275,2.866569266
ENSG00000030419,5.224221646,2.199544088,4.623462389,1.944494569
ENSG00000030582,5.094903553,3.971987637,5.828419435,3.172394178
ENSG00000031003,8.237373434,9.838143372,6.842197488,9.347332609
ENSG00000031081,4.795248832,3.155363047,4.186989936,3.825969194
ENSG00000031691,2.17969193,1.748513077,1.088752109,1.088752109
ENSG00000031698,6.066647629,4.366337122,3.906575275,5.963507008
ENSG00000031823,5.128335926,4.675708497,5.229546028,4.397140402
ENSG00000032219,6.198410093,5.312524935,6.054761888,5.653820094
ENSG00000032389,3.822244802,1.991583045,2.418015942,1.944494569
ENSG00000032444,5.128335926,4.450118142,4.800462183,4.397140402
ENSG00000032742,4.361419025,6.076550689,2.418015942,5.702343015
ENSG00000033011,2.414620149,1.991583045,1.088752109,2.866569266
ENSG00000033030,4.18200527,3.725292665,4.623462389,2.866569266
ENSG00000033050,4.469721099,2.819623921,5.559836752,4.274126854
ENSG00000033100,3.822244802,3.155363047,4.623462389,3.172394178
