EnsembleID,P3258NP,P3271NP,P3277NP,P3179NP,P3278NP,P3347NP,P3102NP,P3062NP,P3350NP,P3140NP
ENSG00000146830,4.231187743,4.317714915,4.173867444,5.493413116,4.125833982,0.20279497,5.117619429,5.873841752,3.083489023,3.98160101
ENSG00000146833,3.526250231,3.657236365,4.27419659,3.277208939,3.967748902,6.399388502,4.428346414,4.597442183,3.448705053,3.481827342
ENSG00000146834,5.640747677,7.441043995,5.502921135,6.017653538,6.138669006,0.20279497,5.988460033,5.888890054,6.119440547,6.941888336
ENSG00000146839,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000146842,3.158469208,3.237501981,3.683670591,3.03943779,2.905475798,3.016034257,2.571979629,3.417027851,1.84511817,3.267591738
ENSG00000146856,3.76506296,3.237501981,2.935513219,3.090230478,3.145936501,0.20279497,0.20279497,1.852159161,0.20279497,3.147227648
ENSG00000146858,3.459814877,3.952599674,2.666850197,2.690196039,2.905475798,0.20279497,3.577779328,3.49777348,0.20279497,2.530090497
ENSG00000146859,8.821036244,8.716300697,7.885255091,8.368643668,8.424602823,3.909570704,7.327286619,8.200339161,7.25312506,9.608234926
ENSG00000146872,7.393316171,7.508204616,6.819411156,6.771818758,7.126837281,6.140282829,6.450662338,6.285578447,6.626831005,7.49793996
ENSG00000146904,1.689312795,1.074771133,0.20279497,1.219951751,0.20279497,0.20279497,0.20279497,1.426585717,0.20279497,0.20279497
ENSG00000146909,3.7089627,3.543620557,3.161912678,4.820464055,4.087906844,3.016034257,4.428346414,4.864307858,4.370590379,4.178700373
ENSG00000146918,3.871114783,4.664253144,3.949489428,4.257198644,3.790185183,0.20279497,2.836949859,3.49777348,4.370590379,4.774003035
ENSG00000146950,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,1.827244654,0.544347218,0.20279497,0.20279497
ENSG00000146955,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,1.426585717,0.20279497,0.942446776
ENSG00000146963,5.610444086,5.658681679,5.417745016,5.493413116,5.373862658,5.824227847,5.117619429,5.202155861,4.807962904,5.722424211
ENSG00000146966,1.129598361,0.555240179,1.293251249,0.20279497,2.111628062,0.20279497,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000147003,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000147010,6.224612165,5.997584374,5.417745016,6.576340645,6.77364289,6.61896812,6.390086932,6.55924021,7.13277324,6.025299308
ENSG00000147027,0.20279497,0.555240179,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147036,5.57949029,5.968528098,4.692007814,4.774615009,5.341992961,0.20279497,5.166595383,4.292560214,4.928545621,6.67431145
ENSG00000147044,2.257194384,2.006230456,1.293251249,2.816239794,2.6167595,0.20279497,2.836949859,3.715988659,1.84511817,2.530090497
ENSG00000147050,4.988410582,4.717617461,5.46096158,5.154655264,4.869659129,4.457224861,5.117619429,5.261173089,3.982063839,4.999336227
ENSG00000147059,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,3.083489023,0.20279497
ENSG00000147065,10.53540728,11.15275565,10.33530476,10.11108391,10.43047622,9.691447589,10.26297966,10.30528797,10.15673691,11.31431524
ENSG00000147082,0.739374661,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000147099,2.88229864,3.543620557,1.907147936,3.403081271,3.351985821,3.909570704,3.841778088,3.715988659,3.448705053,3.267591738
ENSG00000147100,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147113,0.739374661,0.20279497,1.293251249,0.20279497,1.327610628,0.20279497,1.827244654,0.544347218,0.20279497,0.20279497
ENSG00000147117,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000147118,1.689312795,1.757167165,3.357555747,2.316415662,2.255430476,3.909570704,2.571979629,3.457965494,2.59328722,2.323433549
ENSG00000147119,0.739374661,1.757167165,0.20279497,1.810588136,0.20279497,0.20279497,0.20279497,2.07904354,0.20279497,0.942446776
ENSG00000147121,1.904409574,1.455945291,0.20279497,2.62278869,2.255430476,4.457224861,1.232511218,2.740872592,0.20279497,0.942446776
ENSG00000147123,3.7089627,3.952599674,4.367999926,3.403081271,3.967748902,0.20279497,4.580670459,4.019275982,5.039822633,3.267591738
ENSG00000147124,3.239908817,3.462580208,2.666850197,3.139295568,3.217939388,0.20279497,2.836949859,3.457965494,3.448705053,1.429023308
ENSG00000147130,2.88229864,2.487936086,2.336437788,3.232686755,2.6167595,0.20279497,2.836949859,3.749352157,2.59328722,1.792231716
ENSG00000147133,6.273781962,6.247841091,5.502921135,6.302492838,6.032852716,6.140282829,6.167557166,6.451870399,5.712342125,6.549268546
ENSG00000147138,0.739374661,1.614403545,0.20279497,2.134779552,1.566983978,0.20279497,2.247142917,3.240566968,0.20279497,0.942446776
ENSG00000147140,6.948636998,7.041448119,7.19708433,6.97129994,7.204214375,7.504234873,7.106616377,7.072292986,7.320794107,7.088006157
ENSG00000147144,1.129598361,1.074771133,1.293251249,1.219951751,0.68158969,0.20279497,0.20279497,1.251363748,0.20279497,0.942446776
ENSG00000147145,3.969901774,3.331787041,4.830266884,3.725760272,4.366607177,0.20279497,4.064858939,2.07904354,2.59328722,3.267591738
ENSG00000147155,1.689312795,1.455945291,1.293251249,2.477719673,1.040462049,0.20279497,3.060723424,3.417027851,2.59328722,1.429023308
ENSG00000147160,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000147162,4.417747585,4.897956039,3.357555747,6.620207399,4.048955655,4.457224861,6.143293323,7.719876097,4.531569018,3.668324399
ENSG00000147164,4.016869247,4.038990743,3.52980822,3.518847345,3.836666603,0.20279497,3.425132974,3.49777348,3.739892934,3.98160101
ENSG00000147166,0.739374661,0.838266503,0.20279497,1.545286854,0.68158969,0.20279497,0.20279497,1.723762462,0.20279497,1.429023308
ENSG00000147168,3.81906313,2.848434679,3.822693561,4.557148416,3.532250919,4.457224861,4.064858939,6.003939036,3.083489023,3.833449427
ENSG00000147174,2.88229864,1.074771133,1.293251249,2.316415662,1.327610628,0.20279497,2.247142917,3.240566968,1.84511817,2.871409359
ENSG00000147180,2.980348133,2.218560019,1.293251249,2.316415662,2.905475798,0.20279497,1.827244654,1.970056863,0.20279497,3.147227648
ENSG00000147202,4.382315822,4.222474511,4.27419659,5.445448845,4.087906844,4.853240038,4.064858939,4.938503605,4.189366845,3.753248067
ENSG00000147206,2.405756893,1.887066858,1.293251249,0.20279497,1.040462049,0.20279497,0.20279497,1.426585717,2.59328722,2.530090497
ENSG00000147224,2.980348133,3.028153094,2.935513219,2.932150838,3.474629453,0.20279497,2.571979629,3.33149367,1.84511817,3.147227648
ENSG00000147231,1.129598361,1.074771133,1.293251249,1.545286854,0.68158969,0.20279497,0.20279497,1.426585717,0.20279497,0.942446776
ENSG00000147234,0.20279497,0.20279497,0.20279497,1.391770528,0.20279497,0.20279497,0.20279497,2.447581221,0.20279497,0.20279497
ENSG00000147251,7.320303472,7.378909072,6.545996225,7.011386053,7.181884008,5.163633173,6.670340261,6.915794684,7.028696355,7.264733275
ENSG00000147257,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147274,6.03228089,5.612471188,6.282501817,6.544820479,6.175301362,5.635763259,6.470301822,6.549802891,6.169242838,5.784269613
ENSG00000147316,3.072155871,3.237501981,3.52980822,4.364262238,3.474629453,0.20279497,3.841778088,4.358909171,1.84511817,3.015899949
ENSG00000147324,3.390171908,1.757167165,3.683670591,2.477719673,3.070150409,3.016034257,3.715808943,2.740872592,4.928545621,2.323433549
ENSG00000147364,3.239908817,2.848434679,2.336437788,3.232686755,3.641017727,3.909570704,3.254403493,3.240566968,3.083489023,2.082144396
ENSG00000147383,0.739374661,1.455945291,1.907147936,2.134779552,1.327610628,4.853240038,2.247142917,2.363892454,2.59328722,0.942446776
ENSG00000147394,8.721762786,9.98847387,8.078013774,8.259145043,8.509541628,5.99089296,8.255755055,8.472956272,8.164167667,9.741523285
ENSG00000147400,7.343519358,7.523269082,6.643007084,6.131157964,6.377476762,4.853240038,6.214893895,5.714038645,5.643535383,7.264733275
ENSG00000147403,7.645766236,6.991770194,7.778269972,7.170321764,8.13257533,8.226439586,8.203907851,6.959215181,8.577757327,7.182906116
ENSG00000147408,2.257194384,1.074771133,2.935513219,2.816239794,2.111628062,4.853240038,1.232511218,3.646853774,2.59328722,1.792231716
ENSG00000147416,5.728016812,5.01625935,5.230638362,5.964191139,5.658947415,5.824227847,4.903176085,5.58138006,7.028696355,4.732772176
ENSG00000147419,5.206691262,5.344947568,4.830266884,5.093724947,5.373862658,5.635763259,5.014378473,5.009069488,5.329887503,5.392538813
ENSG00000147421,4.486102783,4.802392868,4.27419659,4.610320747,4.572885767,3.909570704,4.651197315,4.720308432,3.739892934,4.601499933
ENSG00000147432,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147437,0.739374661,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000147439,2.980348133,2.218560019,3.822693561,4.165431929,3.145936501,0.20279497,3.715808943,3.905492849,3.448705053,3.015899949
ENSG00000147443,6.020805333,7.209195832,5.279738717,6.011078084,5.645954849,6.275644734,5.988460033,6.496764395,5.778016098,6.67431145
ENSG00000147454,9.95954423,6.455811794,9.800192807,6.869562388,8.155675917,8.354291783,9.31951127,7.564536583,10.52275162,7.540376467
ENSG00000147457,4.417747585,3.620349732,4.456074782,4.610320747,5.32579016,3.016034257,5.347393988,5.022777735,4.807962904,4.238838802
ENSG00000147459,7.272719946,7.278902793,6.751415395,6.650139325,6.958396563,4.853240038,6.191419669,6.256866424,6.662045065,7.167516652
ENSG00000147471,6.429435415,6.259883,6.624119766,5.687347247,6.431475916,5.99089296,6.041938875,5.28412018,6.309097172,6.425348534
ENSG00000147475,1.904409574,1.277910509,0.20279497,3.555459866,1.327610628,3.016034257,3.060723424,3.49777348,1.84511817,0.942446776
ENSG00000147485,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000147526,7.500479392,8.026346913,6.785813827,7.213919241,7.11745511,6.513351814,7.574148047,7.615183367,6.729994993,7.730410725
ENSG00000147533,6.254314674,5.975847214,5.62193969,5.512161058,5.480168958,6.977779245,5.389262665,4.995229738,4.531569018,6.140128797
ENSG00000147535,3.76506296,4.010764644,3.52980822,4.165431929,3.967748902,5.418926047,4.506517857,4.019275982,5.143127902,4.457076479
ENSG00000147536,1.129598361,0.555240179,1.293251249,0.53161028,0.68158969,4.853240038,0.20279497,1.426585717,1.84511817,1.429023308
ENSG00000147548,6.616406431,7.221563268,6.604981897,6.791137068,7.050013849,5.824227847,6.830876358,7.133591407,6.887062446,7.447861576
ENSG00000147570,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,1.84511817,0.942446776
ENSG00000147571,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147576,3.3169958,2.783183759,2.666850197,2.62278869,2.6167595,0.20279497,3.060723424,3.039474869,3.448705053,3.378682554
ENSG00000147586,1.689312795,1.074771133,2.336437788,2.134779552,1.772234861,0.20279497,0.20279497,2.275048431,2.59328722,0.942446776
ENSG00000147592,5.783394958,5.612471188,5.327222856,4.820464055,5.241928697,0.20279497,4.164669893,3.715988659,4.189366845,5.701205554
ENSG00000147601,3.81906313,3.693203349,3.161912678,3.788623802,3.587659091,3.016034257,3.254403493,4.099086044,1.84511817,3.90942611
ENSG00000147604,7.938854678,7.099558363,8.481055591,7.355605418,8.525590744,7.055088248,7.996066653,6.623627435,8.846204076,7.422155065
ENSG00000147606,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000147614,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.429023308
ENSG00000147642,1.129598361,0.838266503,0.20279497,0.53161028,0.20279497,3.016034257,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000147647,4.551365279,0.555240179,0.20279497,0.53161028,1.566983978,0.20279497,0.20279497,1.251363748,0.20279497,1.429023308
ENSG00000147649,7.258133374,7.311086654,6.802710291,6.909001693,6.725050597,6.275644734,6.890401898,6.948481955,5.495218253,7.382715504
ENSG00000147650,5.625675446,6.642152759,5.866543872,5.142673328,5.224555156,0.20279497,4.428346414,5.063137864,4.676374862,5.566889956
ENSG00000147654,2.88229864,3.620349732,3.52980822,3.481281428,3.414610488,3.016034257,2.571979629,3.715988659,4.189366845,3.578087331
ENSG00000147669,3.81906313,2.91086166,3.822693561,3.186746726,3.217939388,5.163633173,2.836949859,2.805742264,3.982063839,3.378682554
ENSG00000147676,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,1.84511817,0.20279497
ENSG00000147677,6.497251841,6.186076082,7.049172774,6.484390766,7.199775867,6.896091788,6.784562909,5.788147525,6.729994993,6.561094656
ENSG00000147679,2.88229864,2.487936086,2.935513219,2.477719673,2.905475798,5.635763259,4.258020124,3.49777348,2.59328722,2.710820306
ENSG00000147684,4.270479669,5.631133375,5.417745016,5.030107412,4.997905632,0.20279497,4.844186157,5.153139754,4.531569018,4.050336537
ENSG00000147687,5.937814186,5.813761526,5.959883443,5.354877519,5.746759601,4.853240038,5.259825046,4.483099908,5.712342125,5.955330848
ENSG00000147689,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147697,0.739374661,1.074771133,0.20279497,0.799217965,0.68158969,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000147724,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147789,1.689312795,1.074771133,1.293251249,2.690196039,2.815507481,0.20279497,3.425132974,3.143521774,1.84511817,1.429023308
ENSG00000147799,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147804,3.969901774,4.664253144,4.173867444,3.788623802,3.742156205,3.016034257,3.577779328,3.536512482,3.448705053,4.40553337
ENSG00000147813,1.904409574,2.848434679,0.20279497,4.015812757,2.506075791,0.20279497,3.254403493,3.039474869,3.083489023,0.942446776
ENSG00000147852,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000147853,5.755971581,5.83806166,4.173867444,4.820464055,5.206969843,5.635763259,4.428346414,4.737036751,4.928545621,5.365818032
ENSG00000147854,5.563760728,5.299003004,3.949489428,5.142673328,4.891840956,0.20279497,4.844186157,5.424989442,4.807962904,5.418773673
ENSG00000147862,6.411971233,6.047065884,5.766745106,5.751869677,6.568607154,0.20279497,7.369734359,3.574238415,5.239527643,6.39923405
ENSG00000147872,3.459814877,3.331787041,2.336437788,3.139295568,2.506075791,0.20279497,1.232511218,3.457965494,3.083489023,1.429023308
ENSG00000147874,6.480594245,5.983129385,5.127120882,5.130591045,5.606259994,0.20279497,5.259825046,4.894445576,4.531569018,6.345542703
ENSG00000147883,3.7089627,3.376715232,2.935513219,2.690196039,3.070150409,0.20279497,2.571979629,2.447581221,0.20279497,2.710820306
ENSG00000147889,0.20279497,0.555240179,0.20279497,1.391770528,0.68158969,0.20279497,0.20279497,1.582812426,0.20279497,0.942446776
ENSG00000147894,3.3169958,4.589884108,4.367999926,6.088072066,3.532250919,4.853240038,4.164669893,5.022777735,4.531569018,3.668324399
ENSG00000147905,6.110151283,6.386106379,5.543694744,5.719969141,5.929419663,5.635763259,5.932922232,5.653645679,5.901023125,7.063272653
ENSG00000147912,0.20279497,0.20279497,0.20279497,0.53161028,1.040462049,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000147955,1.129598361,1.614403545,0.20279497,2.754593985,1.327610628,0.20279497,2.571979629,3.143521774,2.59328722,1.429023308
ENSG00000147996,3.871114783,2.848434679,4.066036151,4.165431929,3.286518892,5.163633173,3.715808943,4.046372876,5.840830192,2.710820306
ENSG00000148019,1.689312795,2.006230456,3.161912678,3.139295568,3.692473059,0.20279497,3.577779328,5.505302841,3.083489023,2.871409359
ENSG00000148053,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148057,2.257194384,2.116297935,1.907147936,2.477719673,2.506075791,0.20279497,2.571979629,2.601667158,0.20279497,3.015899949
ENSG00000148082,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000148090,2.980348133,2.487936086,3.357555747,3.362331982,1.95188879,0.20279497,3.577779328,3.6818353,3.448705053,2.710820306
ENSG00000148110,2.663614988,3.083406465,2.935513219,3.59116619,2.111628062,0.20279497,3.060723424,3.963505862,2.59328722,1.792231716
ENSG00000148120,4.345991919,5.772329003,4.456074782,4.774615009,4.777355388,4.457224861,4.580670459,4.541403538,3.982063839,5.4947318
ENSG00000148123,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000148143,3.459814877,2.91086166,2.935513219,1.684027297,3.587659091,3.016034257,2.571979629,1.852159161,3.448705053,2.871409359
ENSG00000148153,3.390171908,3.187943332,2.336437788,3.277208939,3.836666603,3.909570704,3.425132974,3.039474869,3.982063839,2.871409359
ENSG00000148154,2.540439277,2.643099587,1.907147936,3.277208939,3.070150409,0.20279497,2.836949859,2.927336808,1.84511817,2.871409359
ENSG00000148158,2.980348133,3.828723602,2.935513219,4.879413984,4.008923576,5.418926047,4.064858939,3.781961505,3.083489023,3.147227648
ENSG00000148175,9.491508726,10.17411299,9.361035875,8.95707122,9.011756725,7.802079296,9.177387729,8.568346386,8.559198085,9.501812108
ENSG00000148180,7.479674107,8.283903574,6.420256269,6.512596245,7.243558179,6.513351814,7.261177256,6.919463391,6.395327672,8.146111776
ENSG00000148187,3.589760476,3.028153094,1.293251249,3.59116619,2.905475798,0.20279497,3.715808943,3.715988659,0.20279497,3.015899949
ENSG00000148200,0.739374661,1.074771133,1.293251249,1.024868161,1.040462049,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000148218,2.88229864,3.981975268,3.949489428,3.362331982,3.532250919,3.016034257,3.841778088,4.046372876,5.239527643,4.296570368
ENSG00000148219,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.827244654,1.05187958,0.20279497,0.20279497
ENSG00000148225,2.257194384,2.116297935,2.336437788,1.684027297,1.772234861,0.20279497,0.20279497,1.723762462,0.20279497,2.082144396
ENSG00000148229,7.47126725,7.834359733,7.421510258,7.569853166,7.11745511,6.275644734,6.947568428,6.637058628,6.662045065,7.593165374
ENSG00000148248,3.589760476,4.246880508,2.666850197,4.041851821,3.070150409,0.20279497,3.254403493,4.33713014,2.59328722,3.147227648
ENSG00000148288,1.4364307,1.277910509,1.293251249,2.754593985,0.20279497,0.20279497,0.20279497,2.07904354,1.84511817,0.942446776
ENSG00000148290,3.072155871,2.848434679,1.293251249,3.362331982,2.6167595,0.20279497,3.060723424,2.740872592,1.84511817,2.871409359
ENSG00000148291,2.257194384,1.614403545,2.336437788,2.552076826,2.6167595,0.20279497,2.571979629,2.526680341,3.982063839,2.082144396
ENSG00000148296,4.016869247,3.952599674,4.762792953,4.557148416,4.847130918,5.635763259,5.389262665,4.633627402,4.370590379,4.050336537
ENSG00000148297,1.904409574,2.006230456,1.907147936,3.320398182,2.990161401,0.20279497,3.841778088,3.715988659,2.59328722,1.792231716
ENSG00000148300,4.582921815,3.582495186,3.822693561,3.962280818,4.704032911,0.20279497,4.164669893,4.358909171,4.928545621,3.833449427
ENSG00000148303,7.879734811,7.002560414,8.296549011,7.475088362,8.422699634,8.010526931,7.940826568,7.21644946,8.734848979,7.293374312
ENSG00000148308,3.969901774,3.981975268,3.683670591,3.90668575,3.286518892,3.016034257,3.577779328,4.33713014,3.083489023,3.668324399
ENSG00000148331,2.091558607,0.555240179,1.293251249,2.399320868,1.772234861,3.909570704,3.425132974,2.927336808,3.083489023,1.792231716
ENSG00000148334,2.091558607,1.614403545,2.666850197,2.932150838,1.95188879,0.20279497,2.247142917,3.749352157,1.84511817,2.082144396
ENSG00000148335,0.739374661,1.074771133,2.336437788,1.810588136,2.255430476,0.20279497,0.20279497,2.447581221,3.448705053,0.20279497
ENSG00000148337,5.499069265,5.453788432,5.46096158,5.291175087,5.606259994,5.163633173,5.50803734,5.626968465,5.958804918,5.804309302
ENSG00000148339,0.739374661,1.614403545,1.907147936,3.442711132,2.815507481,0.20279497,1.232511218,3.240566968,0.20279497,2.082144396
ENSG00000148341,2.777096361,2.116297935,3.161912678,3.090230478,2.506075791,0.20279497,3.577779328,3.875587425,3.982063839,2.871409359
ENSG00000148343,4.813231464,5.990374984,3.683670591,4.977113078,4.334575003,0.20279497,5.014378473,5.2378551,3.083489023,5.44453997
ENSG00000148344,0.739374661,0.20279497,0.20279497,0.799217965,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148346,7.938854678,8.507429917,7.421510258,7.190831312,7.39877445,5.418926047,7.068467816,6.549802891,7.081673115,8.237381508
ENSG00000148356,2.091558607,1.757167165,2.336437788,3.03943779,1.95188879,3.909570704,1.827244654,3.192860205,1.84511817,1.429023308
ENSG00000148357,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148358,4.702667553,4.700047769,3.822693561,4.743218938,4.397943561,0.20279497,3.715808943,4.597442183,2.59328722,4.732772176
ENSG00000148362,1.4364307,0.838266503,1.907147936,3.277208939,2.111628062,0.20279497,3.425132974,3.374894559,0.20279497,2.323433549
ENSG00000148377,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000148384,1.129598361,1.614403545,0.20279497,2.034597577,1.95188879,0.20279497,0.20279497,2.180372087,1.84511817,0.942446776
ENSG00000148396,4.231187743,4.172387837,4.066036151,5.365226398,4.997905632,4.853240038,5.06692226,5.819901114,4.928545621,4.928065297
ENSG00000148399,1.904409574,1.277910509,1.293251249,2.62278869,2.506075791,0.20279497,1.827244654,3.240566968,0.20279497,0.942446776
ENSG00000148400,4.865490173,4.449733173,3.357555747,5.323377873,3.641017727,5.824227847,4.428346414,5.714038645,5.414919916,4.115945632
ENSG00000148411,3.158469208,2.970699026,3.357555747,4.384753508,3.414610488,0.20279497,3.715808943,3.875587425,3.982063839,2.871409359
ENSG00000148426,4.190795665,5.574406594,4.762792953,4.483059013,4.198822047,0.20279497,4.651197315,4.541403538,3.448705053,4.964140826
ENSG00000148429,5.563760728,5.821907133,4.830266884,5.566985971,5.276060443,0.20279497,5.259825046,4.967145459,4.531569018,5.722424211
ENSG00000148444,1.689312795,2.218560019,3.161912678,3.090230478,2.506075791,5.418926047,1.827244654,2.927336808,3.083489023,2.082144396
ENSG00000148450,2.257194384,2.567602833,1.293251249,3.090230478,3.414610488,3.909570704,2.571979629,2.363892454,4.370590379,2.530090497
ENSG00000148459,2.091558607,3.462580208,3.357555747,2.690196039,2.905475798,3.016034257,2.571979629,1.723762462,0.20279497,2.530090497
ENSG00000148468,0.739374661,0.20279497,0.20279497,1.024868161,0.68158969,0.20279497,0.20279497,2.363892454,0.20279497,0.20279497
ENSG00000148481,5.888155184,6.081398794,5.179807882,4.557148416,5.276060443,3.909570704,4.903176085,4.633627402,4.676374862,5.900533549
ENSG00000148483,1.129598361,0.20279497,0.20279497,1.219951751,0.20279497,0.20279497,0.20279497,0.20279497,1.84511817,1.429023308
ENSG00000148484,9.797507086,10.30227246,11.32079954,10.20157502,9.224433024,8.553932575,10.55160051,10.34060625,10.37406296,12.13888114
ENSG00000148488,4.865490173,4.608838847,4.894725596,4.188926611,4.626783474,0.20279497,3.577779328,3.6818353,3.448705053,5.282551383
ENSG00000148498,8.432342638,8.923535921,7.726082658,7.358198298,7.514090563,5.163633173,7.610002146,7.174080395,7.055427889,8.778073054
ENSG00000148513,0.739374661,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148516,5.531777568,4.340574051,6.075626191,4.949867583,6.54080077,6.61896812,6.191419669,5.04980955,6.395327672,5.937295357
ENSG00000148572,4.582921815,3.331787041,3.822693561,3.555459866,5.115676696,5.163633173,3.841778088,3.749352157,4.676374862,3.481827342
ENSG00000148584,0.739374661,0.20279497,2.935513219,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148600,1.129598361,1.074771133,0.20279497,0.799217965,1.566983978,0.20279497,2.571979629,1.05187958,0.20279497,0.942446776
ENSG00000148606,2.88229864,3.285414605,2.336437788,2.690196039,2.506075791,0.20279497,2.836949859,3.749352157,3.083489023,2.710820306
ENSG00000148634,6.131649211,6.363962905,5.583347607,5.653970616,5.829532219,3.016034257,5.50803734,5.772004741,5.239527643,6.438230625
ENSG00000148655,2.257194384,2.403611623,2.336437788,2.62278869,2.6167595,3.016034257,1.827244654,1.723762462,3.083489023,2.871409359
ENSG00000148660,4.813231464,5.367382562,4.456074782,5.178324666,4.956410717,5.635763259,4.651197315,5.214154028,4.928545621,4.690328225
ENSG00000148671,1.129598361,0.838266503,1.293251249,1.024868161,2.386189506,0.20279497,0.20279497,0.20279497,1.84511817,1.429023308
ENSG00000148672,4.190795665,4.246880508,4.617569631,4.908009601,4.997905632,4.853240038,4.164669893,5.022777735,4.189366845,4.238838802
ENSG00000148677,1.129598361,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148680,0.20279497,0.838266503,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000148688,2.405756893,1.455945291,2.666850197,2.875359089,3.217939388,3.016034257,0.20279497,3.092436099,2.59328722,0.942446776
ENSG00000148690,6.690704484,6.424058002,6.156719962,6.011078084,6.042799579,4.853240038,5.686551162,5.435276548,5.571281958,6.630085092
ENSG00000148700,8.996790161,9.08369041,8.936351195,8.206878337,8.603262741,7.055088248,8.221398102,7.668479185,6.973699849,8.795698034
ENSG00000148702,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000148719,4.486102783,4.752127676,3.822693561,4.727260912,2.990161401,0.20279497,4.428346414,4.52222961,4.928545621,4.891064489
ENSG00000148730,5.973967926,5.797331026,5.696158427,5.628421434,5.817994362,4.457224861,6.326856208,5.780098711,5.901023125,6.201862381
ENSG00000148735,0.20279497,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
