EnsembleID,P3258NP,P3271NP,P3277NP,P3179NP,P3278NP,P3347NP,P3102NP,P3062NP,P3350NP,P3140NP
ENSG00000208037,0.20279497,0.555240179,0.20279497,1.024868161,0.20279497,0.20279497,1.232511218,1.05187958,0.20279497,0.20279497
ENSG00000208308,0.739374661,0.555240179,1.293251249,2.228454232,0.68158969,0.20279497,1.827244654,0.544347218,0.20279497,0.20279497
ENSG00000208772,1.689312795,1.074771133,1.293251249,4.444536851,0.68158969,0.20279497,3.254403493,4.380364308,3.083489023,0.20279497
ENSG00000208892,3.589760476,2.783183759,2.666850197,5.213116207,1.772234861,0.20279497,5.304273824,4.769922494,4.189366845,2.323433549
ENSG00000209042,1.4364307,1.277910509,0.20279497,2.316415662,0.68158969,0.20279497,1.232511218,2.447581221,0.20279497,0.20279497
ENSG00000209082,5.937814186,5.685713788,7.104729112,5.901578389,5.746759601,3.909570704,6.450662338,5.261173089,6.794887969,6.359154028
ENSG00000209482,1.129598361,0.838266503,0.20279497,2.816239794,0.20279497,0.20279497,1.232511218,2.275048431,1.84511817,0.20279497
ENSG00000209645,0.20279497,0.20279497,0.20279497,2.816239794,0.20279497,0.20279497,0.20279497,2.740872592,0.20279497,0.20279497
ENSG00000209702,0.20279497,1.074771133,1.293251249,3.03943779,0.20279497,0.20279497,0.20279497,2.927336808,0.20279497,0.20279497
ENSG00000210049,2.540439277,2.314050814,4.539080738,3.362331982,3.145936501,0.20279497,1.827244654,1.723762462,1.84511817,4.554946899
ENSG00000210077,8.102934847,6.831566167,8.248027128,7.164407939,7.729550707,5.824227847,8.901728156,7.136746608,8.401446284,8.568498182
ENSG00000210082,15.87930049,14.91752548,16.57918884,14.79750702,15.74342522,13.64415504,16.02527996,14.23587941,16.36279121,16.29137973
ENSG00000210100,6.854808593,6.537222684,7.74368902,6.386179124,6.461448722,0.20279497,7.390498889,5.495504791,5.414919916,7.271947016
ENSG00000210107,1.129598361,1.074771133,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000210112,6.321331044,5.772329003,7.234924235,5.493413116,6.05267833,3.016034257,6.68722197,4.952895609,6.515717913,7.264733275
ENSG00000210117,1.4364307,1.757167165,2.336437788,1.545286854,1.95188879,0.20279497,1.232511218,1.251363748,0.20279497,2.082144396
ENSG00000210127,0.20279497,1.277910509,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,2.082144396
ENSG00000210135,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000210140,4.813231464,4.589884108,5.417745016,4.711124394,4.198822047,3.016034257,5.259825046,4.483099908,3.739892934,5.54323599
ENSG00000210144,4.673649955,3.828723602,5.230638362,4.257198644,4.198822047,0.20279497,4.651197315,3.611002916,4.370590379,5.132112699
ENSG00000210151,1.904409574,1.277910509,1.293251249,1.810588136,1.566983978,0.20279497,2.247142917,1.251363748,1.84511817,1.792231716
ENSG00000210154,5.888155184,5.214901666,6.751415395,5.280279084,4.956410717,3.909570704,6.48967754,4.786088464,6.014361319,6.748588013
ENSG00000210156,1.689312795,0.555240179,1.907147936,1.391770528,1.040462049,0.20279497,1.232511218,1.05187958,0.20279497,0.20279497
ENSG00000210164,6.311945773,6.10828872,6.991391049,4.922097633,5.940103115,0.20279497,6.34824252,5.372423999,4.807962904,6.819226993
ENSG00000210174,5.206691262,5.05823621,6.282501817,5.043057323,4.869659129,3.909570704,5.50803734,4.52222961,4.676374862,5.862810452
ENSG00000210176,6.822125572,6.655887857,7.516747496,6.39125178,6.454013697,5.418926047,7.687557257,6.330361266,6.436584141,7.921422941
ENSG00000210181,0.739374661,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.942446776
ENSG00000210184,6.46374207,6.481749635,7.33123158,6.253194445,5.734537523,3.016034257,6.670340261,5.372423999,6.395327672,6.607452882
ENSG00000210191,6.497251841,6.211100285,7.295865422,6.030715215,5.152890016,3.909570704,7.029283047,5.688464873,5.778016098,6.779286325
ENSG00000210194,2.257194384,2.487936086,3.161912678,1.810588136,2.111628062,0.20279497,2.247142917,1.582812426,1.84511817,3.267591738
ENSG00000210195,5.625675446,5.214901666,5.230638362,4.89378264,4.572885767,0.20279497,6.508796482,5.102399557,4.370590379,6.450998707
ENSG00000210196,7.04242014,6.445304662,7.307750731,5.901578389,6.296650839,0.20279497,7.029283047,5.85863483,5.495218253,7.415656224
ENSG00000210678,3.76506296,2.970699026,3.357555747,3.232686755,3.070150409,0.20279497,5.166595383,1.426585717,3.739892934,4.732772176
ENSG00000210709,0.739374661,1.074771133,0.20279497,0.53161028,1.327610628,0.20279497,0.20279497,0.20279497,0.20279497,2.530090497
ENSG00000210839,1.129598361,1.074771133,1.907147936,0.53161028,1.040462049,0.20279497,1.827244654,0.20279497,0.20279497,1.429023308
ENSG00000210841,1.129598361,0.555240179,1.293251249,1.024868161,1.772234861,0.20279497,2.571979629,0.20279497,2.59328722,3.147227648
ENSG00000211445,1.4364307,1.614403545,3.161912678,1.926936282,2.6167595,0.20279497,1.232511218,0.820317646,4.370590379,3.147227648
ENSG00000211448,1.4364307,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211450,4.813231464,4.589884108,5.583347607,5.224529403,5.658947415,6.275644734,5.582113854,5.153139754,5.840830192,4.732772176
ENSG00000211451,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,3.016034257,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211452,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211454,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211455,4.673649955,5.453788432,4.539080738,5.106118615,5.32579016,4.853240038,5.347393988,4.848999573,5.571281958,5.100046532
ENSG00000211456,6.719384443,7.305288193,6.991391049,6.817755354,6.749551317,5.418926047,6.564678537,6.003939036,4.676374862,6.769125961
ENSG00000211459,14.13622637,13.13851614,14.7528574,12.7965174,13.64335753,11.48519753,14.10711385,12.09091146,14.39644095,14.35269795
ENSG00000211460,4.417747585,4.717617461,4.539080738,4.820464055,4.728890099,0.20279497,4.782680997,3.84504895,5.239527643,4.554946899
ENSG00000211513,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211543,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211584,2.405756893,1.074771133,2.935513219,2.134779552,0.68158969,0.20279497,2.247142917,2.07904354,2.59328722,2.323433549
ENSG00000211592,3.3169958,2.91086166,3.161912678,4.575091158,3.286518892,3.016034257,3.577779328,5.190057074,4.189366845,1.429023308
ENSG00000211598,1.4364307,0.555240179,1.293251249,1.926936282,1.566983978,0.20279497,1.232511218,3.6818353,0.20279497,1.429023308
ENSG00000211599,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211623,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211625,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211632,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211637,0.20279497,0.20279497,1.293251249,1.024868161,0.68158969,0.20279497,0.20279497,2.9844951,0.20279497,0.20279497
ENSG00000211638,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,1.852159161,0.20279497,0.20279497
ENSG00000211639,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211640,0.20279497,0.20279497,0.20279497,1.024868161,0.20279497,0.20279497,0.20279497,3.875587425,0.20279497,0.942446776
ENSG00000211644,0.20279497,0.20279497,0.20279497,1.219951751,1.040462049,0.20279497,0.20279497,1.970056863,0.20279497,0.20279497
ENSG00000211648,0.739374661,0.20279497,0.20279497,1.024868161,1.040462049,0.20279497,0.20279497,5.435276548,0.20279497,1.429023308
ENSG00000211649,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000211650,1.4364307,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000211651,0.739374661,0.555240179,0.20279497,2.228454232,0.20279497,0.20279497,1.232511218,4.938503605,2.59328722,1.429023308
ENSG00000211652,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000211653,0.20279497,0.838266503,1.293251249,0.799217965,1.040462049,0.20279497,1.827244654,2.601667158,0.20279497,0.20279497
ENSG00000211654,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000211659,0.20279497,0.555240179,0.20279497,1.024868161,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.942446776
ENSG00000211660,0.739374661,0.20279497,0.20279497,0.799217965,1.327610628,0.20279497,2.836949859,2.363892454,0.20279497,0.20279497
ENSG00000211662,0.20279497,0.20279497,1.907147936,2.228454232,0.20279497,0.20279497,1.827244654,2.9844951,0.20279497,0.20279497
ENSG00000211663,0.20279497,0.20279497,1.293251249,0.20279497,0.68158969,0.20279497,0.20279497,2.672948213,0.20279497,0.942446776
ENSG00000211665,0.20279497,0.20279497,1.293251249,0.53161028,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000211666,1.689312795,0.838266503,1.293251249,1.219951751,1.040462049,0.20279497,3.060723424,2.07904354,0.20279497,0.20279497
ENSG00000211667,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211668,0.739374661,0.555240179,0.20279497,2.316415662,0.20279497,0.20279497,3.841778088,2.672948213,0.20279497,0.20279497
ENSG00000211669,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211670,0.20279497,0.20279497,0.20279497,0.20279497,1.040462049,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000211672,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000211673,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,2.447581221,0.20279497,0.20279497
ENSG00000211677,1.689312795,0.838266503,1.907147936,3.934751066,2.111628062,3.016034257,3.841778088,4.952895609,3.083489023,1.429023308
ENSG00000211679,1.129598361,1.757167165,1.293251249,2.875359089,1.95188879,0.20279497,0.20279497,2.363892454,0.20279497,2.082144396
ENSG00000211685,0.20279497,0.555240179,0.20279497,0.20279497,1.566983978,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211689,0.20279497,0.20279497,1.293251249,1.219951751,1.327610628,0.20279497,0.20279497,3.457965494,0.20279497,0.20279497
ENSG00000211694,0.739374661,0.20279497,1.293251249,1.219951751,0.20279497,0.20279497,1.827244654,1.970056863,0.20279497,0.20279497
ENSG00000211695,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.852159161,0.20279497,0.20279497
ENSG00000211697,1.4364307,1.887066858,0.20279497,1.391770528,1.566983978,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000211698,0.20279497,0.20279497,0.20279497,1.391770528,0.68158969,0.20279497,0.20279497,1.582812426,0.20279497,0.20279497
ENSG00000211699,0.20279497,0.20279497,0.20279497,1.024868161,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000211706,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211710,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211713,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211714,1.129598361,1.074771133,1.907147936,0.53161028,0.68158969,0.20279497,1.232511218,0.544347218,1.84511817,0.20279497
ENSG00000211716,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000211717,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211721,0.20279497,0.20279497,0.20279497,0.20279497,1.040462049,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211724,0.20279497,0.20279497,0.20279497,0.20279497,1.327610628,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211728,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211734,0.739374661,0.20279497,0.20279497,1.024868161,1.327610628,0.20279497,0.20279497,1.05187958,1.84511817,0.942446776
ENSG00000211745,0.20279497,0.20279497,0.20279497,1.391770528,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211746,1.689312795,0.20279497,0.20279497,1.219951751,0.68158969,0.20279497,1.232511218,1.426585717,0.20279497,0.20279497
ENSG00000211747,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000211749,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211751,3.158469208,1.757167165,3.52980822,2.816239794,3.070150409,0.20279497,3.577779328,4.33713014,3.448705053,2.323433549
ENSG00000211752,0.20279497,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211753,0.739374661,0.555240179,0.20279497,0.20279497,1.040462049,0.20279497,2.247142917,1.723762462,0.20279497,0.20279497
ENSG00000211772,4.270479669,2.218560019,3.52980822,3.59116619,4.753326249,4.853240038,4.651197315,5.089430684,5.329887503,3.98160101
ENSG00000211777,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000211778,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,1.232511218,0.544347218,0.20279497,0.20279497
ENSG00000211779,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000211780,0.20279497,0.555240179,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000211782,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000211784,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
