EnsembleID,P3240SPE,P3072PE,P3330PE,P3113SPE
ENSG00000116771,1.970750446,2.873298476,1.362028924,1.83876202
ENSG00000116774,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000116786,4.229705474,5.164662069,4.941146883,5.315181463
ENSG00000116791,2.199859906,3.595062759,3.579413189,3.105989111
ENSG00000116793,6.157498282,4.073925384,4.247284286,3.77005544
ENSG00000116809,3.111384157,3.595062759,3.837922805,3.77005544
ENSG00000116815,4.67286688,1.362028924,3.264245782,2.721750054
ENSG00000116824,1.362028924,5.778644789,2.297582008,4.370766879
ENSG00000116830,2.866484304,3.595062759,2.297582008,3.77005544
ENSG00000116833,1.698259332,1.362028924,2.297582008,1.83876202
ENSG00000116852,4.122032662,6.112019471,4.415312308,7.037940288
ENSG00000116857,5.011409866,2.873298476,1.362028924,2.926623954
ENSG00000116863,1.698259332,2.873298476,2.860406165,2.926623954
ENSG00000116871,5.750664604,7.134643738,6.481678846,7.224281483
ENSG00000116874,1.362028924,1.362028924,3.837922805,1.83876202
ENSG00000116883,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000116885,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000116898,2.726445499,3.595062759,3.579413189,4.058522444
ENSG00000116903,3.219825396,4.432835737,3.264245782,3.65948132
ENSG00000116906,4.005671065,2.873298476,4.56579602,3.265500105
ENSG00000116918,3.811382128,1.362028924,3.837922805,4.439304308
ENSG00000116922,1.698259332,1.362028924,3.264245782,2.196479516
ENSG00000116954,3.811382128,4.432835737,2.860406165,4.143143891
ENSG00000116957,6.058751452,4.432835737,5.146190752,4.143143891
ENSG00000116962,4.949760282,1.362028924,4.057074522,3.77005544
ENSG00000116977,8.166230116,4.959398801,5.87949169,6.461536987
ENSG00000116983,1.362028924,1.362028924,2.297582008,1.83876202
ENSG00000116984,6.639765416,4.720008595,6.188766132,5.697444794
ENSG00000116985,2.199859906,1.362028924,1.362028924,1.83876202
ENSG00000116990,1.698259332,1.362028924,2.297582008,3.539723606
ENSG00000116991,2.571337666,2.873298476,2.860406165,3.872754685
ENSG00000117000,5.904816852,3.595062759,4.702055223,5.201386247
ENSG00000117009,1.698259332,1.362028924,3.837922805,3.539723606
ENSG00000117010,1.698259332,4.073925384,2.860406165,2.482889605
ENSG00000117013,2.39752232,1.362028924,1.362028924,1.362028924
ENSG00000117016,1.362028924,1.362028924,2.297582008,1.83876202
ENSG00000117020,8.591555965,7.084959868,7.70740558,7.134117319
ENSG00000117036,3.503428133,3.595062759,3.264245782,4.298810372
ENSG00000117054,7.192452227,5.647880738,5.820827315,5.83099024
ENSG00000117090,1.698259332,1.362028924,1.362028924,3.539723606
ENSG00000117091,4.065024699,5.647880738,6.042400591,6.129496095
ENSG00000117114,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000117115,3.503428133,2.873298476,2.297582008,5.669185506
ENSG00000117118,4.065024699,1.362028924,4.82654835,4.504732895
ENSG00000117122,1.362028924,1.362028924,2.860406165,1.362028924
ENSG00000117133,3.320682329,5.344325482,4.82654835,4.894707549
ENSG00000117139,4.980914352,2.873298476,2.297582008,5.278238128
ENSG00000117143,2.199859906,1.362028924,3.579413189,3.65948132
ENSG00000117148,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000117151,4.67286688,1.362028924,2.297582008,3.65948132
ENSG00000117153,4.71052727,4.720008595,4.56579602,3.65948132
ENSG00000117155,10.05952421,4.959398801,7.589356491,7.529499144
ENSG00000117174,3.586794977,4.432835737,4.56579602,4.942715889
ENSG00000117215,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000117222,3.111384157,4.073925384,3.579413189,4.223075661
ENSG00000117226,3.943770414,4.432835737,3.579413189,4.223075661
ENSG00000117228,4.747229525,5.898535294,5.935863512,4.370766879
ENSG00000117242,1.362028924,1.362028924,2.297582008,2.196479516
ENSG00000117245,2.199859906,1.362028924,2.297582008,1.83876202
ENSG00000117262,2.726445499,1.362028924,2.297582008,3.539723606
ENSG00000117266,1.970750446,1.362028924,2.297582008,2.196479516
ENSG00000117280,2.199859906,3.595062759,3.837922805,3.77005544
ENSG00000117281,1.362028924,1.362028924,1.362028924,3.409117527
ENSG00000117298,7.539695413,5.898535294,6.403877752,5.97646405
ENSG00000117305,4.005671065,2.873298476,2.297582008,4.223075661
ENSG00000117308,1.698259332,2.873298476,1.362028924,2.196479516
ENSG00000117318,2.199859906,3.595062759,3.837922805,3.105989111
ENSG00000117322,1.362028924,1.362028924,1.362028924,2.196479516
ENSG00000117335,6.538702257,3.595062759,5.407699349,6.150090576
ENSG00000117360,4.67286688,4.959398801,4.057074522,5.697444794
ENSG00000117362,3.740334732,2.873298476,4.415312308,2.721750054
ENSG00000117385,3.111384157,1.362028924,2.297582008,3.265500105
ENSG00000117394,2.39752232,4.073925384,3.264245782,4.143143891
ENSG00000117395,3.111384157,5.164662069,3.837922805,4.143143891
ENSG00000117399,2.726445499,1.362028924,2.297582008,2.196479516
ENSG00000117400,7.145104412,3.595062759,5.558938933,5.580926414
ENSG00000117408,1.362028924,1.362028924,2.297582008,2.196479516
ENSG00000117410,2.994124522,4.959398801,2.297582008,3.872754685
ENSG00000117411,1.362028924,1.362028924,3.579413189,1.83876202
ENSG00000117419,4.747229525,1.362028924,3.579413189,3.539723606
ENSG00000117425,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000117448,2.571337666,4.432835737,3.264245782,4.058522444
ENSG00000117450,4.377499418,5.647880738,5.325686124,4.793614843
ENSG00000117461,2.571337666,1.362028924,2.297582008,1.83876202
ENSG00000117475,8.031370355,3.595062759,5.325686124,5.120209001
ENSG00000117477,2.726445499,1.362028924,2.297582008,1.362028924
ENSG00000117479,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000117480,1.362028924,1.362028924,1.362028924,2.482889605
ENSG00000117481,2.199859906,1.362028924,2.297582008,3.77005544
ENSG00000117500,7.38525517,4.959398801,5.820827315,5.201386247
ENSG00000117501,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000117505,7.282726579,4.073925384,5.407699349,6.044046042
ENSG00000117519,1.970750446,3.595062759,3.579413189,1.83876202
ENSG00000117523,9.848760629,8.193489137,9.125519012,9.291495242
ENSG00000117528,4.783021189,3.595062759,4.415312308,3.539723606
ENSG00000117533,6.506949241,3.595062759,5.629000918,5.120209001
ENSG00000117543,2.199859906,2.873298476,2.297582008,3.265500105
ENSG00000117569,5.838329254,1.362028924,4.057074522,3.77005544
ENSG00000117586,9.181714785,4.432835737,6.876737076,6.044046042
ENSG00000117592,10.86929658,7.317854486,9.225016009,9.20063252
ENSG00000117593,2.571337666,1.362028924,2.297582008,2.721750054
ENSG00000117594,1.362028924,2.873298476,1.362028924,1.362028924
ENSG00000117597,3.879094307,4.073925384,4.057074522,4.298810372
ENSG00000117601,1.362028924,2.873298476,1.362028924,1.362028924
ENSG00000117602,8.267614472,6.462625675,8.051521804,7.406505243
ENSG00000117614,8.417465169,8.915937601,7.972878311,7.972647245
ENSG00000117616,6.129967777,6.538413452,5.325686124,6.744877629
ENSG00000117620,2.571337666,1.362028924,2.297582008,4.058522444
ENSG00000117625,7.878461833,4.720008595,5.759675983,5.697444794
ENSG00000117632,3.503428133,5.344325482,4.057074522,3.539723606
ENSG00000117640,7.38525517,3.595062759,5.146190752,4.894707549
ENSG00000117643,1.698259332,1.362028924,2.860406165,3.65948132
ENSG00000117650,2.571337666,1.362028924,1.362028924,1.83876202
ENSG00000117676,2.866484304,6.112019471,5.047308503,5.669185506
ENSG00000117682,4.817946355,3.595062759,4.415312308,4.504732895
ENSG00000117691,7.596115934,4.720008595,4.56579602,6.129496095
ENSG00000117697,4.065024699,3.595062759,4.82654835,4.567322475
ENSG00000117707,1.698259332,2.873298476,2.860406165,1.83876202
ENSG00000117713,6.779210676,6.807092751,7.065432252,7.17488746
ENSG00000117724,5.234620255,3.595062759,4.56579602,5.161368507
ENSG00000117748,4.065024699,5.344325482,4.702055223,4.439304308
ENSG00000117751,3.503428133,5.50407225,4.941146883,3.539723606
ENSG00000117758,5.234620255,2.873298476,4.82654835,3.65948132
ENSG00000117834,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000117859,5.154908039,4.720008595,4.415312308,4.845046488
ENSG00000117862,3.811382128,2.873298476,3.579413189,3.65948132
ENSG00000117868,7.218826414,5.344325482,6.591038013,7.081479006
ENSG00000117877,1.698259332,1.362028924,2.860406165,2.926623954
ENSG00000117899,5.011409866,5.344325482,3.837922805,4.942715889
ENSG00000117906,2.994124522,1.362028924,2.860406165,2.926623954
ENSG00000117983,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000117984,6.058751452,5.164662069,6.092857127,5.669185506
ENSG00000118007,7.325830194,1.362028924,5.935863512,6.341319693
ENSG00000118046,3.320682329,6.610417862,4.247284286,5.120209001
ENSG00000118058,6.51761142,5.778644789,6.042400591,6.731274089
ENSG00000118096,4.377499418,2.873298476,4.415312308,3.409117527
ENSG00000118113,1.698259332,1.362028924,2.297582008,2.482889605
ENSG00000118137,1.362028924,3.595062759,1.362028924,1.83876202
ENSG00000118156,1.362028924,1.362028924,1.362028924,2.196479516
ENSG00000118181,6.59011861,9.012115917,7.75518355,8.172102477
ENSG00000118193,6.528195379,1.362028924,5.485300064,5.034190322
ENSG00000118197,3.943770414,4.073925384,2.860406165,2.926623954
ENSG00000118200,1.362028924,1.362028924,2.297582008,3.409117527
ENSG00000118217,5.536713892,2.873298476,5.407699349,5.315181463
ENSG00000118242,1.362028924,1.362028924,2.297582008,1.83876202
ENSG00000118246,2.199859906,4.073925384,2.297582008,2.721750054
ENSG00000118257,1.698259332,1.362028924,1.362028924,2.196479516
ENSG00000118260,6.83994271,4.959398801,6.042400591,6.305048066
ENSG00000118263,6.029250534,4.432835737,5.047308503,4.989177979
ENSG00000118271,1.362028924,4.432835737,1.362028924,1.83876202
ENSG00000118276,5.450312337,1.362028924,4.247284286,4.223075661
ENSG00000118292,2.39752232,1.362028924,2.860406165,2.196479516
ENSG00000118307,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000118308,8.222708062,4.073925384,6.591038013,7.059873884
ENSG00000118363,5.598280238,3.595062759,5.485300064,4.439304308
ENSG00000118369,2.199859906,3.595062759,1.362028924,2.721750054
ENSG00000118407,2.39752232,1.362028924,2.297582008,1.362028924
ENSG00000118412,5.695389368,2.873298476,4.702055223,5.278238128
ENSG00000118418,5.618232031,6.678998746,5.325686124,5.351202356
ENSG00000118420,1.698259332,1.362028924,2.860406165,1.83876202
ENSG00000118454,6.639765416,1.362028924,5.820827315,5.386345752
ENSG00000118473,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000118482,6.865207965,6.462625675,6.555498128,6.744877629
ENSG00000118492,2.571337666,1.362028924,2.297582008,1.362028924
ENSG00000118495,1.698259332,1.362028924,4.247284286,3.105989111
ENSG00000118496,4.32989742,4.959398801,4.56579602,3.77005544
ENSG00000118503,3.811382128,6.678998746,3.837922805,4.439304308
ENSG00000118507,7.110307162,4.959398801,6.591038013,5.278238128
ENSG00000118508,8.320328865,4.959398801,5.695817466,5.420653389
ENSG00000118513,3.943770414,1.362028924,2.297582008,3.409117527
ENSG00000118514,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000118515,2.866484304,4.073925384,2.860406165,4.845046488
ENSG00000118518,4.32989742,4.720008595,3.579413189,3.968626535
ENSG00000118520,2.199859906,2.873298476,1.362028924,2.721750054
ENSG00000118523,2.199859906,1.362028924,2.860406165,2.196479516
ENSG00000118557,2.866484304,2.873298476,2.297582008,2.721750054
ENSG00000118564,5.952745916,5.898535294,5.87949169,6.021868618
ENSG00000118579,5.786372194,1.362028924,5.407699349,5.752355076
ENSG00000118596,3.740334732,3.595062759,2.860406165,3.105989111
ENSG00000118600,2.39752232,1.362028924,1.362028924,2.196479516
ENSG00000118620,7.060136414,5.50407225,6.591038013,6.632278877
ENSG00000118640,7.131286064,6.867112773,6.363345096,6.190418022
ENSG00000118655,4.885358217,1.362028924,2.860406165,1.83876202
ENSG00000118680,10.15907143,7.790438647,8.20849675,8.450532857
ENSG00000118689,6.639765416,7.694309619,6.555498128,7.598557794
ENSG00000118690,2.726445499,1.362028924,2.297582008,2.196479516
ENSG00000118705,7.218826414,4.432835737,6.042400591,5.518937053
ENSG00000118707,2.39752232,4.073925384,1.362028924,3.65948132
ENSG00000118733,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000118762,6.452423331,2.873298476,5.146190752,4.058522444
ENSG00000118777,1.698259332,1.362028924,1.362028924,1.83876202
ENSG00000118804,1.698259332,1.362028924,2.297582008,1.362028924
ENSG00000118816,6.938452733,7.821109103,7.039940359,7.299954551
ENSG00000118849,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000118855,9.123575799,6.382634789,6.659594425,7.3805962
ENSG00000118873,5.618232031,5.778644789,5.146190752,4.684900974
ENSG00000118894,1.698259332,2.873298476,1.362028924,2.721750054
ENSG00000118898,1.362028924,1.362028924,1.362028924,2.196479516
ENSG00000118900,6.237071382,5.344325482,5.629000918,6.394072554
ENSG00000118922,4.065024699,2.873298476,4.057074522,5.034190322
ENSG00000118939,4.229705474,1.362028924,3.264245782,2.196479516
ENSG00000118946,1.970750446,1.362028924,1.362028924,1.362028924
ENSG00000118960,2.726445499,3.595062759,4.702055223,3.265500105
ENSG00000118961,2.994124522,1.362028924,2.297582008,2.721750054
ENSG00000118965,1.698259332,1.362028924,2.297582008,2.482889605
ENSG00000118971,3.586794977,6.462625675,4.56579602,5.610950057
ENSG00000118972,1.698259332,2.873298476,1.362028924,1.362028924
ENSG00000118976,1.698259332,1.362028924,1.362028924,2.196479516
ENSG00000118985,1.970750446,4.073925384,2.860406165,2.926623954
ENSG00000118997,3.219825396,3.595062759,1.362028924,1.83876202
ENSG00000119004,5.38193638,3.595062759,4.702055223,4.793614843
ENSG00000119013,3.943770414,2.873298476,3.579413189,4.793614843
ENSG00000119041,3.811382128,1.362028924,3.579413189,4.058522444
ENSG00000119042,3.320682329,1.362028924,1.362028924,2.482889605
ENSG00000119048,6.57998089,5.898535294,2.860406165,5.805251825
ENSG00000119125,1.698259332,1.362028924,1.362028924,2.482889605
ENSG00000119138,6.395755422,4.959398801,5.047308503,4.298810372
ENSG00000119139,7.205699589,4.432835737,5.146190752,5.201386247
ENSG00000119185,3.414946844,4.073925384,2.297582008,4.143143891
ENSG00000119203,4.122032662,5.898535294,4.702055223,3.872754685
ENSG00000119231,5.732473826,4.073925384,4.247284286,4.793614843
ENSG00000119242,8.714812183,4.959398801,6.787645722,7.102765349
ENSG00000119280,8.828361879,4.432835737,5.407699349,6.572502755
ENSG00000119283,1.698259332,1.362028924,2.860406165,1.362028924
ENSG00000119285,2.866484304,4.720008595,3.579413189,3.409117527
ENSG00000119314,6.922494454,6.678998746,6.51906058,6.428199088
ENSG00000119318,8.919622035,6.009222601,7.831457125,7.3805962
ENSG00000119321,5.234620255,4.959398801,5.629000918,6.286564448
ENSG00000119326,7.3439161,1.362028924,4.941146883,5.386345752
ENSG00000119328,3.879094307,1.362028924,2.860406165,2.196479516
ENSG00000119333,1.970750446,4.432835737,1.362028924,2.196479516
ENSG00000119335,8.005091727,7.727069499,7.460780202,7.473404003
ENSG00000119383,5.494159831,5.164662069,4.941146883,4.504732895
ENSG00000119392,6.485385535,4.432835737,5.935863512,6.021868618
ENSG00000119396,8.049851998,4.959398801,6.960645262,6.286564448
ENSG00000119397,6.725038993,6.538413452,5.87949169,6.798044249
ENSG00000119401,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000119402,4.980914352,4.073925384,3.837922805,5.278238128
ENSG00000119403,3.740334732,3.595062759,4.247284286,3.539723606
ENSG00000119408,3.879094307,4.720008595,4.247284286,4.740281679
ENSG00000119411,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000119414,7.591077006,2.873298476,6.817958268,6.108603365
ENSG00000119421,4.229705474,4.432835737,3.264245782,3.409117527
ENSG00000119431,1.362028924,1.362028924,1.362028924,2.482889605
ENSG00000119446,5.427878505,3.595062759,5.146190752,4.143143891
ENSG00000119457,1.362028924,1.362028924,2.860406165,1.83876202
ENSG00000119471,4.377499418,4.432835737,4.057074522,3.968626535
ENSG00000119487,7.145104412,6.538413452,6.787645722,6.359119169
ENSG00000119508,4.122032662,1.362028924,3.264245782,2.926623954
ENSG00000119509,4.817946355,3.595062759,4.057074522,4.223075661
ENSG00000119514,1.698259332,1.362028924,2.860406165,2.482889605
ENSG00000119522,4.229705474,4.432835737,3.579413189,4.439304308
ENSG00000119523,1.970750446,2.873298476,1.362028924,2.926623954
ENSG00000119535,6.348761846,8.327706116,6.278694706,8.896824989
ENSG00000119537,1.698259332,4.073925384,2.860406165,1.83876202
ENSG00000119541,5.904816852,5.778644789,5.485300064,5.454164097
ENSG00000119547,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000119559,3.586794977,5.164662069,2.860406165,4.298810372
ENSG00000119574,1.970750446,1.362028924,2.860406165,2.482889605
ENSG00000119596,5.260241423,5.778644789,5.935863512,6.267840943
ENSG00000119599,1.362028924,1.362028924,1.362028924,2.482889605
ENSG00000119616,3.665606462,5.778644789,3.837922805,4.058522444
ENSG00000119632,7.810719254,5.778644789,5.87949169,5.240323861
ENSG00000119636,8.571229188,5.164662069,6.278694706,6.376701715
ENSG00000119638,4.594461968,2.873298476,4.56579602,5.351202356
ENSG00000119640,4.229705474,1.362028924,1.362028924,2.721750054
ENSG00000119650,1.698259332,1.362028924,1.362028924,2.196479516
ENSG00000119655,7.288963646,5.647880738,6.188766132,5.580926414
ENSG00000119661,4.17687333,3.595062759,2.297582008,3.265500105
ENSG00000119669,3.320682329,5.344325482,3.579413189,4.439304308
ENSG00000119673,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000119681,1.970750446,1.362028924,1.362028924,2.196479516
ENSG00000119682,3.503428133,1.362028924,2.297582008,4.223075661
ENSG00000119684,9.943728516,5.647880738,8.390957934,6.170395203
ENSG00000119685,5.838329254,1.362028924,5.485300064,4.370766879
ENSG00000119686,1.970750446,1.362028924,3.837922805,2.926623954
ENSG00000119688,1.362028924,1.362028924,1.362028924,4.223075661
ENSG00000119689,6.856835279,4.959398801,6.321640672,5.315181463
ENSG00000119699,1.698259332,1.362028924,1.362028924,2.196479516
ENSG00000119703,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000119705,2.39752232,5.164662069,5.047308503,4.298810372
ENSG00000119707,6.569771428,8.121387875,6.692688444,7.657285531
ENSG00000119711,1.698259332,2.873298476,2.860406165,1.83876202
ENSG00000119714,2.571337666,2.873298476,2.297582008,2.482889605
ENSG00000119715,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000119718,4.783021189,1.362028924,2.297582008,3.539723606
ENSG00000119720,3.879094307,4.432835737,3.264245782,4.143143891
ENSG00000119723,1.698259332,1.362028924,3.264245782,2.482889605
ENSG00000119725,2.994124522,2.873298476,2.860406165,3.409117527
ENSG00000119729,4.32989742,4.073925384,4.057074522,4.439304308
ENSG00000119760,3.586794977,1.362028924,4.247284286,3.65948132
ENSG00000119772,4.949760282,5.164662069,4.415312308,5.697444794
ENSG00000119777,3.111384157,1.362028924,2.860406165,3.872754685
ENSG00000119778,8.806790409,6.867112773,7.945681409,7.448679069
ENSG00000119782,5.127327585,3.595062759,4.415312308,4.894707549
ENSG00000119787,4.229705474,1.362028924,3.264245782,3.105989111
ENSG00000119801,11.58280249,7.660788527,9.892240112,9.78184393
ENSG00000119812,3.503428133,2.873298476,3.579413189,4.143143891
ENSG00000119820,4.229705474,2.873298476,3.837922805,5.240323861
ENSG00000119844,6.687760433,6.112019471,5.485300064,5.640361601
ENSG00000119862,9.380253479,4.720008595,7.16312093,6.51014243
ENSG00000119866,3.219825396,4.720008595,4.56579602,4.143143891
ENSG00000119878,3.879094307,1.362028924,2.297582008,3.409117527
ENSG00000119888,1.362028924,3.595062759,1.362028924,1.362028924
ENSG00000119899,5.803899947,1.362028924,3.579413189,3.968626535
ENSG00000119900,6.157498282,5.778644789,5.759675983,6.021868618
ENSG00000119906,5.855240615,4.720008595,4.56579602,5.518937053
ENSG00000119912,4.917918584,3.595062759,4.247284286,4.504732895
ENSG00000119917,5.888480002,5.164662069,5.820827315,4.143143891
ENSG00000119919,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000119922,5.285415505,5.778644789,5.820827315,4.504732895
ENSG00000119927,1.970750446,1.362028924,1.362028924,1.83876202
ENSG00000119929,2.571337666,5.50407225,4.56579602,3.539723606
ENSG00000119943,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000119950,4.634196984,7.790438647,6.555498128,7.253126019
ENSG00000119953,7.192452227,5.647880738,5.558938933,5.034190322
ENSG00000119965,2.571337666,1.362028924,1.362028924,2.196479516
ENSG00000119969,3.320682329,1.362028924,4.56579602,3.409117527
ENSG00000119973,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000119979,4.17687333,4.073925384,4.415312308,4.143143891
ENSG00000120008,5.999133751,3.595062759,6.042400591,5.351202356
ENSG00000120029,5.657326448,6.009222601,5.629000918,4.504732895
ENSG00000120051,2.726445499,4.073925384,2.860406165,1.362028924
ENSG00000120053,1.698259332,1.362028924,1.362028924,2.482889605
ENSG00000120057,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000120063,8.740070488,6.297947081,6.847647,6.99304663
ENSG00000120071,4.280671036,4.073925384,4.247284286,5.805251825
ENSG00000120093,1.698259332,1.362028924,2.297582008,1.362028924
ENSG00000120129,4.280671036,7.44144715,5.485300064,6.874291744
ENSG00000120137,7.089018689,4.959398801,6.591038013,6.341319693
ENSG00000120156,2.199859906,1.362028924,3.579413189,1.83876202
ENSG00000120158,5.070532633,2.873298476,3.579413189,3.65948132
ENSG00000120159,6.752379081,1.362028924,4.56579602,4.439304308
ENSG00000120162,1.362028924,1.362028924,2.297582008,1.83876202
ENSG00000120215,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000120217,3.320682329,1.362028924,2.860406165,2.721750054
ENSG00000120242,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000120253,4.949760282,2.873298476,4.82654835,4.684900974
ENSG00000120254,2.994124522,1.362028924,1.362028924,1.83876202
ENSG00000120256,1.698259332,1.362028924,2.297582008,1.362028924
ENSG00000120262,1.698259332,4.720008595,2.297582008,2.196479516
ENSG00000120265,8.128470977,5.898535294,6.403877752,6.267840943
ENSG00000120278,2.199859906,1.362028924,4.56579602,2.721750054
ENSG00000120279,7.18578265,1.362028924,5.485300064,4.740281679
ENSG00000120280,2.571337666,1.362028924,2.297582008,3.968626535
ENSG00000120306,1.698259332,3.595062759,3.264245782,3.105989111
ENSG00000120314,2.39752232,3.595062759,2.860406165,3.968626535
ENSG00000120318,2.726445499,4.720008595,2.297582008,3.872754685
ENSG00000120333,3.879094307,3.595062759,2.860406165,3.409117527
ENSG00000120334,2.866484304,2.873298476,1.362028924,2.926623954
ENSG00000120337,2.199859906,1.362028924,1.362028924,1.362028924
ENSG00000120370,2.199859906,1.362028924,2.297582008,2.926623954
ENSG00000120436,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000120437,1.362028924,1.362028924,1.362028924,4.223075661
ENSG00000120438,5.920970776,6.009222601,5.146190752,4.989177979
ENSG00000120451,4.634196984,2.873298476,4.415312308,4.845046488
ENSG00000120457,1.362028924,1.362028924,1.362028924,2.196479516
ENSG00000120458,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000120509,1.970750446,1.362028924,2.860406165,2.721750054
ENSG00000120519,4.852045989,3.595062759,3.837922805,4.058522444
ENSG00000120526,2.866484304,1.362028924,3.837922805,2.926623954
ENSG00000120533,4.747229525,3.595062759,4.702055223,3.968626535
ENSG00000120539,5.695389368,1.362028924,4.56579602,3.968626535
ENSG00000120549,2.199859906,4.073925384,2.297582008,2.721750054
ENSG00000120594,8.851723801,4.959398801,7.786178535,7.345310738
ENSG00000120616,4.553601491,4.720008595,4.702055223,5.48691406
ENSG00000120645,1.362028924,1.362028924,1.362028924,2.196479516
ENSG00000120647,5.31015784,2.873298476,3.837922805,3.539723606
ENSG00000120656,4.71052727,3.595062759,3.264245782,3.539723606
ENSG00000120658,1.698259332,1.362028924,1.362028924,1.362028924
ENSG00000120662,5.181971105,5.344325482,4.247284286,3.968626535
ENSG00000120675,6.770322143,3.595062759,4.82654835,5.48691406
ENSG00000120685,5.070532633,4.073925384,4.057074522,4.627309213
ENSG00000120686,4.468235768,5.898535294,4.702055223,4.740281679
ENSG00000120688,6.116002977,4.073925384,4.702055223,4.370766879
ENSG00000120690,10.14710453,5.647880738,7.986286885,7.774668503
ENSG00000120694,4.122032662,5.50407225,4.941146883,4.684900974
ENSG00000120696,2.866484304,4.073925384,2.860406165,2.721750054
ENSG00000120697,2.199859906,1.362028924,2.860406165,1.83876202
ENSG00000120699,2.199859906,4.432835737,3.837922805,4.058522444
ENSG00000120705,4.511549935,5.344325482,4.247284286,4.894707549
ENSG00000120708,2.866484304,4.720008595,3.579413189,4.740281679
ENSG00000120709,4.17687333,2.873298476,3.264245782,4.740281679
ENSG00000120725,4.065024699,4.073925384,3.837922805,3.77005544
ENSG00000120727,11.28929309,8.581668158,9.895797092,9.761911235
ENSG00000120733,5.786372194,6.112019471,4.702055223,6.065887705
ENSG00000120738,3.740334732,4.720008595,3.837922805,3.872754685
ENSG00000120742,8.298855693,7.965382351,7.254612271,6.99304663
ENSG00000120756,2.726445499,1.362028924,2.297582008,2.196479516
ENSG00000120784,2.199859906,1.362028924,1.362028924,3.105989111
ENSG00000120798,3.503428133,4.432835737,1.362028924,3.265500105
ENSG00000120800,3.586794977,3.595062759,2.297582008,4.223075661
ENSG00000120802,5.578048648,5.898535294,5.146190752,6.323297867
ENSG00000120805,3.943770414,2.873298476,3.837922805,4.370766879
ENSG00000120832,1.970750446,1.362028924,1.362028924,3.872754685
ENSG00000120833,4.553601491,4.432835737,4.415312308,3.872754685
ENSG00000120837,6.463494622,2.873298476,4.702055223,4.298810372
ENSG00000120860,7.060136414,6.207976388,6.363345096,6.341319693
ENSG00000120868,5.450312337,5.344325482,4.941146883,5.278238128
ENSG00000120875,1.362028924,1.362028924,3.264245782,1.362028924
ENSG00000120885,12.36968625,6.924735214,10.74403754,10.43628594
ENSG00000120889,2.199859906,2.873298476,3.264245782,4.058522444
ENSG00000120896,2.726445499,1.362028924,4.415312308,3.872754685
ENSG00000120899,5.154908039,7.44144715,6.092857127,6.617565434
ENSG00000120903,5.070532633,1.362028924,2.860406165,3.539723606
ENSG00000120907,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000120910,4.229705474,4.720008595,2.860406165,4.627309213
ENSG00000120913,2.571337666,4.720008595,2.860406165,4.058522444
ENSG00000120915,3.943770414,2.873298476,4.415312308,3.409117527
ENSG00000120925,4.32989742,4.073925384,3.264245782,3.872754685
ENSG00000120942,1.698259332,1.362028924,2.297582008,3.265500105
ENSG00000120948,4.17687333,5.647880738,4.057074522,5.278238128
ENSG00000120949,2.199859906,1.362028924,3.837922805,3.265500105
ENSG00000120963,5.099209574,5.898535294,5.238728167,5.161368507
ENSG00000120992,6.788044782,4.432835737,5.695817466,5.351202356
ENSG00000121005,1.698259332,1.362028924,2.297582008,1.362028924
ENSG00000121022,5.35840478,1.362028924,3.264245782,4.684900974
ENSG00000121039,2.571337666,1.362028924,1.362028924,2.196479516
ENSG00000121057,2.39752232,1.362028924,1.362028924,3.65948132
ENSG00000121058,3.811382128,1.362028924,4.247284286,4.298810372
ENSG00000121060,4.71052727,4.073925384,4.702055223,5.953214408
ENSG00000121064,2.39752232,1.362028924,2.297582008,4.298810372
ENSG00000121067,5.536713892,5.344325482,4.702055223,5.240323861
