EnsembleID,P3180PE,P3262PE,P3127PE,P3282PE,P3314SPE,P3228SPE,P3150SPE,P3183PE,P3077PE,P3233SPE
ENSG00000186638,2.531479112,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.607965735,1.574066796
ENSG00000186642,5.06996361,2.896877456,3.452770467,5.656794908,4.483683049,3.424219297,1.574066796,3.008476976,3.189200783,1.574066796
ENSG00000186648,1.967967594,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,3.453646688
ENSG00000186652,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.539549294,2.000492674,1.574066796
ENSG00000186654,3.10196169,3.27552481,1.574066796,4.543681726,3.663934896,4.208837981,1.574066796,3.008476976,3.017408437,1.574066796
ENSG00000186660,4.842109631,3.27552481,5.279879018,4.911924638,1.574066796,5.087751037,4.275709168,4.824055498,4.729443953,4.750235845
ENSG00000186665,1.879110376,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186666,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,4.208837981,6.408328177,3.008476976,2.596754359,1.574066796
ENSG00000186676,1.574066796,1.574066796,2.799787412,3.286775746,3.663934896,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000186687,3.778935147,4.034701779,4.24193384,4.543681726,3.663934896,4.208837981,1.574066796,1.574066796,4.42009899,4.242947895
ENSG00000186704,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186714,1.784419047,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186716,7.719203107,5.879243759,7.919664409,6.885928464,7.621557854,6.801937273,6.408328177,5.26549101,5.786550857,6.737397506
ENSG00000186767,2.797026138,2.896877456,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.342696013,1.574066796
ENSG00000186777,2.696593603,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000186787,3.251051278,3.823155467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.189200783,1.574066796
ENSG00000186790,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000186792,4.374166168,2.382052177,2.799787412,3.286775746,3.663934896,1.574066796,1.574066796,4.184802157,3.607965735,1.574066796
ENSG00000186806,2.344995501,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186810,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000186812,4.483701952,3.575169918,3.900652216,4.047987249,5.003183857,3.424219297,1.574066796,4.184802157,4.42009899,5.668140141
ENSG00000186814,3.449257411,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000186815,5.351709713,1.574066796,5.123708744,4.543681726,3.663934896,1.574066796,5.160332126,3.71335061,2.000492674,1.574066796
ENSG00000186818,2.471956584,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.017408437,1.574066796
ENSG00000186827,2.205773863,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000186831,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186834,6.520068693,5.933017739,7.1546731,5.656794908,5.68555368,4.208837981,4.275709168,6.705587537,5.759537263,5.668140141
ENSG00000186847,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186854,4.126465944,1.574066796,1.574066796,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000186862,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186866,3.728959102,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,3.453646688
ENSG00000186868,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.453646688
ENSG00000186871,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000186889,3.10196169,2.896877456,1.574066796,4.911924638,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186891,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186908,4.374166168,3.27552481,1.574066796,4.047987249,1.574066796,4.714215374,4.275709168,4.824055498,4.025792518,3.453646688
ENSG00000186918,2.531479112,3.575169918,4.517727852,4.911924638,5.003183857,5.087751037,5.160332126,3.008476976,3.017408437,4.750235845
ENSG00000186919,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,3.453646688
ENSG00000186951,4.307625693,2.382052177,2.799787412,4.047987249,4.483683049,3.424219297,4.275709168,1.574066796,3.342696013,4.750235845
ENSG00000186952,2.471956584,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,3.008476976,2.822358931,1.574066796
ENSG00000186973,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000186976,3.10196169,3.27552481,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,3.008476976,3.189200783,1.574066796
ENSG00000186994,1.879110376,1.574066796,3.900652216,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.596754359,1.574066796
ENSG00000186998,1.784419047,2.382052177,1.574066796,3.286775746,3.663934896,1.574066796,1.574066796,4.539549294,1.574066796,1.574066796
ENSG00000187010,4.944196604,4.38268236,5.279879018,3.286775746,3.663934896,3.424219297,1.574066796,3.008476976,4.349391598,3.453646688
ENSG00000187017,1.879110376,5.275864083,2.799787412,5.838757611,5.384341868,1.574066796,1.574066796,6.208545687,3.932125688,4.750235845
ENSG00000187021,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000187024,2.205773863,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187048,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187049,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.000492674,1.574066796
ENSG00000187051,6.009804644,5.765281452,4.517727852,4.911924638,6.495970723,6.464475176,4.275709168,6.478366882,5.813067921,5.124809365
ENSG00000187068,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187079,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187080,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187091,2.696593603,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,2.329210893,3.453646688
ENSG00000187097,4.876947464,3.575169918,3.900652216,5.205029659,1.574066796,5.087751037,1.574066796,5.444109091,3.017408437,5.124809365
ENSG00000187098,7.257414454,5.641538871,4.948557782,3.286775746,4.483683049,1.574066796,5.704689849,4.539549294,5.490534204,6.224665391
ENSG00000187103,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187109,12.81920062,12.29257031,11.78567444,10.80300599,10.43051409,9.971075643,9.532584332,12.05544156,12.3833839,10.45041127
ENSG00000187116,2.844736705,2.382052177,3.452770467,1.574066796,3.663934896,3.424219297,1.574066796,3.71335061,2.596754359,1.574066796
ENSG00000187118,4.219887489,4.38268236,2.799787412,3.286775746,3.663934896,1.574066796,1.574066796,5.26549101,4.275039391,1.574066796
ENSG00000187122,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187134,1.967967594,2.382052177,3.452770467,4.543681726,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000187144,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187147,4.732245001,5.879243759,5.667007285,4.911924638,3.663934896,1.574066796,1.574066796,4.824055498,4.42009899,5.124809365
ENSG00000187164,3.941360104,5.001665452,1.574066796,4.047987249,1.574066796,1.574066796,4.275709168,4.184802157,3.724301768,3.453646688
ENSG00000187166,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187172,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187186,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187187,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187189,3.728959102,3.575169918,2.799787412,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,3.017408437,1.574066796
ENSG00000187193,5.089898744,4.034701779,3.900652216,4.911924638,1.574066796,3.424219297,1.574066796,4.539549294,2.596754359,1.574066796
ENSG00000187210,4.047112949,3.575169918,4.24193384,1.574066796,3.663934896,3.424219297,1.574066796,3.008476976,3.48141923,1.574066796
ENSG00000187231,7.626705932,6.175389665,6.437666826,5.838757611,6.146934673,3.424219297,4.275709168,6.39391192,5.938800621,5.668140141
ENSG00000187239,6.505299762,7.001768009,6.369753109,6.800733833,5.003183857,6.58594682,1.574066796,7.019260867,7.109958339,6.625271266
ENSG00000187240,2.696593603,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187244,1.574066796,2.382052177,3.900652216,3.286775746,1.574066796,4.208837981,5.160332126,3.71335061,2.596754359,1.574066796
ENSG00000187257,5.44753015,6.175389665,5.279879018,5.838757611,5.384341868,4.714215374,1.574066796,5.061591591,5.962683753,3.453646688
ENSG00000187260,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187266,5.400415306,3.27552481,6.298483796,1.574066796,3.663934896,4.208837981,4.275709168,3.71335061,4.196646083,5.421902862
ENSG00000187268,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187325,2.74768364,3.27552481,2.799787412,3.286775746,1.574066796,3.424219297,1.574066796,4.539549294,3.342696013,1.574066796
ENSG00000187372,1.574066796,1.574066796,1.574066796,4.047987249,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187391,4.087334962,2.896877456,2.799787412,1.574066796,1.574066796,1.574066796,5.160332126,1.574066796,4.487502273,3.453646688
ENSG00000187446,4.513528869,4.529544072,5.877271324,6.000319068,5.384341868,4.714215374,5.160332126,5.995801617,5.352727773,5.124809365
ENSG00000187474,1.683073334,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187475,2.935670317,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187479,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187498,2.277063411,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,3.008476976,2.822358931,1.574066796
ENSG00000187510,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187513,2.051668069,2.382052177,3.900652216,3.286775746,3.663934896,5.087751037,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000187514,12.2823327,13.01237856,11.43734254,10.92376498,10.20017031,10.78454803,9.712474072,12.97724887,13.01121267,11.43231036
ENSG00000187522,3.896788518,3.27552481,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,3.71335061,4.113747026,1.574066796
ENSG00000187527,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187531,4.468554014,3.27552481,2.799787412,4.047987249,3.663934896,5.629982372,1.574066796,4.539549294,3.831952693,1.574066796
ENSG00000187534,1.879110376,2.896877456,1.574066796,3.286775746,4.483683049,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187535,3.062151057,2.896877456,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,3.453646688
ENSG00000187536,2.531479112,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187550,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187553,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187554,2.696593603,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,2.000492674,1.574066796
ENSG00000187555,6.574143479,6.564175828,6.369753109,7.114935418,6.495970723,5.384192606,6.662909067,7.535175954,6.475542272,5.878413741
ENSG00000187556,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187583,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187595,2.409872207,2.896877456,3.452770467,1.574066796,1.574066796,1.574066796,5.160332126,3.008476976,2.329210893,1.574066796
ENSG00000187601,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187605,5.721159591,5.765281452,4.517727852,5.205029659,5.68555368,5.83992976,4.275709168,5.74616741,5.423275775,5.421902862
ENSG00000187607,2.277063411,3.27552481,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187608,2.844736705,4.66282734,2.799787412,1.574066796,4.483683049,3.424219297,5.160332126,5.26549101,4.196646083,1.574066796
ENSG00000187609,2.409872207,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187621,2.979074354,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000187624,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000187626,2.471956584,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.596754359,1.574066796
ENSG00000187627,2.531479112,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187630,2.531479112,3.575169918,3.452770467,3.286775746,3.663934896,4.208837981,4.275709168,1.574066796,2.329210893,1.574066796
ENSG00000187650,3.418056877,2.382052177,4.24193384,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187653,3.021210613,3.823155467,4.948557782,6.000319068,6.331982488,4.208837981,4.275709168,4.824055498,4.61353892,6.061902425
ENSG00000187672,4.498692491,2.896877456,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,3.342696013,1.574066796
ENSG00000187676,3.062151057,2.382052177,1.574066796,4.047987249,4.483683049,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187678,1.683073334,1.574066796,1.574066796,1.574066796,5.003183857,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187688,3.418056877,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,3.008476976,2.596754359,1.574066796
ENSG00000187690,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187695,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187699,11.09288116,9.727817114,9.838825699,9.091504458,9.01390474,8.459668398,8.219329991,8.761229807,10.01983894,9.173510191
ENSG00000187713,2.344995501,2.896877456,2.799787412,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187714,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187715,2.696593603,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187720,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.242947895
ENSG00000187730,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,3.008476976,1.574066796,1.574066796
ENSG00000187735,7.403955593,7.254988856,6.736227754,6.613582466,5.9346101,6.331827709,6.408328177,7.179207332,7.213119813,7.479825312
ENSG00000187736,2.051668069,2.896877456,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000187741,3.021210613,3.27552481,5.123708744,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.342696013,1.574066796
ENSG00000187742,6.417312905,5.933017739,5.279879018,4.047987249,1.574066796,4.208837981,4.275709168,5.74616741,5.523022985,1.574066796
ENSG00000187753,1.574066796,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187758,1.574066796,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187762,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187764,9.823262146,9.122424037,10.18843409,8.837192553,8.199231258,8.693892891,8.219329991,9.104616558,9.613270247,8.562125536
ENSG00000187773,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000187778,3.567720188,3.575169918,2.799787412,4.047987249,4.483683049,1.574066796,5.704689849,3.008476976,4.113747026,1.574066796
ENSG00000187790,4.374166168,4.219158426,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,4.184802157,4.487502273,1.574066796
ENSG00000187792,3.320190157,2.382052177,3.452770467,1.574066796,5.003183857,1.574066796,1.574066796,3.008476976,2.000492674,3.453646688
ENSG00000187796,3.677189534,3.27552481,3.452770467,3.286775746,1.574066796,3.424219297,1.574066796,3.71335061,2.596754359,3.453646688
ENSG00000187800,7.618151445,5.575445567,8.34801715,7.539838198,7.116302587,7.07523553,7.23367136,5.061591591,5.457296902,6.370913147
ENSG00000187801,2.051668069,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000187808,2.277063411,3.27552481,2.799787412,1.574066796,3.663934896,1.574066796,4.275709168,1.574066796,2.329210893,3.453646688
ENSG00000187815,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187824,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187837,6.731535444,7.075350841,6.789182502,6.710190764,6.146934673,7.155926962,5.704689849,5.60302913,7.232895554,6.224665391
ENSG00000187838,1.784419047,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187840,3.286034849,4.034701779,4.24193384,3.286775746,1.574066796,6.023170102,1.574066796,3.008476976,5.352727773,4.242947895
ENSG00000187860,2.696593603,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000187862,1.967967594,1.574066796,1.574066796,4.543681726,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187866,3.140703201,4.897318536,3.452770467,4.047987249,3.663934896,3.424219297,1.574066796,3.71335061,3.017408437,3.453646688
ENSG00000187867,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,5.704689849,1.574066796,2.000492674,1.574066796
ENSG00000187902,1.574066796,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000187905,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000187912,2.588642865,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000187922,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187942,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187944,1.784419047,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000187951,4.528214224,3.823155467,3.452770467,3.286775746,3.663934896,1.574066796,1.574066796,4.824055498,3.189200783,4.242947895
ENSG00000187953,3.286034849,2.382052177,3.900652216,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.000492674,1.574066796
ENSG00000187954,4.164563523,3.27552481,2.799787412,3.286775746,3.663934896,5.087751037,1.574066796,4.539549294,3.342696013,5.124809365
ENSG00000187955,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187961,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187980,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187987,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000187988,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000187994,3.650591027,4.38268236,3.900652216,4.047987249,5.003183857,5.087751037,6.408328177,3.71335061,3.607965735,1.574066796
ENSG00000187997,1.574066796,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188001,1.784419047,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188002,2.844736705,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,5.160332126,1.574066796,2.000492674,1.574066796
ENSG00000188004,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188010,2.935670317,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.539549294,3.189200783,4.242947895
ENSG00000188011,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188013,3.418056877,1.574066796,4.948557782,4.047987249,1.574066796,4.208837981,5.160332126,1.574066796,2.000492674,3.453646688
ENSG00000188021,4.390332575,4.034701779,3.900652216,4.543681726,3.663934896,3.424219297,1.574066796,3.71335061,4.113747026,1.574066796
ENSG00000188026,5.13856374,4.529544072,3.452770467,3.286775746,4.483683049,3.424219297,1.574066796,3.71335061,4.887516136,4.242947895
ENSG00000188033,2.588642865,2.896877456,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000188042,5.148102807,5.704736458,5.549141713,6.000319068,5.384341868,3.424219297,5.704689849,4.539549294,5.074486769,1.574066796
ENSG00000188056,2.277063411,2.382052177,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188064,1.574066796,2.382052177,1.574066796,3.286775746,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188070,2.409872207,2.896877456,3.900652216,1.574066796,1.574066796,1.574066796,5.160332126,3.71335061,2.596754359,1.574066796
ENSG00000188076,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000188092,3.595876043,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.017408437,1.574066796
ENSG00000188095,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,1.574066796,1.574066796
ENSG00000188112,1.574066796,2.382052177,1.574066796,1.574066796,4.483683049,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188130,1.879110376,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,2.000492674,1.574066796
ENSG00000188157,2.051668069,2.896877456,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188158,2.130777648,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000188162,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000188167,4.10703312,1.574066796,4.24193384,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,3.189200783,1.574066796
ENSG00000188171,3.178431512,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,3.189200783,1.574066796
ENSG00000188175,1.574066796,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188176,1.574066796,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188177,8.338034112,9.34702018,8.238040088,7.908947852,6.776798198,8.217988652,6.408328177,9.091268964,9.428393237,7.717126532
ENSG00000188185,2.531479112,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.242947895
ENSG00000188186,4.62702771,5.575445567,3.900652216,6.398482602,5.003183857,6.58594682,4.275709168,4.539549294,5.813067921,5.878413741
ENSG00000188191,7.78640884,5.933017739,8.055554283,6.966371439,6.146934673,4.714215374,5.704689849,6.106091588,6.458845737,6.224665391
ENSG00000188199,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000188206,3.850795888,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,4.113747026,1.574066796
