EnsembleID,P3234PE,P3200PE,P3322PE,P3125PE,P3360SPE.1,P3174PE,S586PE
ENSG00000166923,1.920763351,1.838599807,3.322852718,3.442193525,1.021011534,2.5337666,1.021011534
ENSG00000166924,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,7.01391071
ENSG00000166925,5.61806387,6.392927013,6.041021689,5.333997471,5.420557875,6.271627933,1.021011534
ENSG00000166926,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.734697206
ENSG00000166927,4.099178479,5.889447359,4.168600383,3.442193525,3.966212742,5.439807961,1.021011534
ENSG00000166928,1.780249194,1.021011534,1.021011534,1.021011534,3.142330303,2.5337666,7.139506566
ENSG00000166930,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.538011818
ENSG00000166938,3.975731024,3.287734011,1.021011534,2.314989466,3.142330303,4.093833879,1.021011534
ENSG00000166946,6.335177856,6.939198963,5.64072965,6.062986398,7.509642903,7.782636981,4.297376701
ENSG00000166947,2.935722994,5.347364185,4.698249073,4.501822797,6.443461027,6.271627933,6.855558224
ENSG00000166948,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.973518564
ENSG00000166949,4.038774731,4.251680284,3.322852718,4.835386599,4.250182126,5.773204727,1.021011534
ENSG00000166959,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.120048413
ENSG00000166960,1.624557885,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000166963,8.182449094,7.094270123,7.710346037,7.742743992,7.143968987,4.381055846,1.021011534
ENSG00000166965,5.898580877,5.598362882,5.64072965,5.997956001,5.301227865,1.021011534,1.520556383
ENSG00000166971,3.387145149,3.995929064,4.168600383,2.985988394,3.612301316,2.5337666,3.196383945
ENSG00000166974,9.426097018,8.786134245,7.764275978,8.336355959,7.967138695,7.252554928,4.810406046
ENSG00000166979,4.157154507,4.251680284,3.322852718,4.678223663,3.612301316,3.255846671,7.362001082
ENSG00000166984,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.904432368
ENSG00000166986,4.416512418,5.043303456,3.322852718,4.067181446,3.966212742,4.381055846,1.021011534
ENSG00000166987,5.792825709,5.172712871,5.0848135,5.333997471,5.028127778,4.093833879,4.914491229
ENSG00000166997,2.048798304,1.838599807,1.021011534,2.985988394,1.021011534,1.021011534,5.360162265
ENSG00000167004,7.467734275,6.825708491,6.724258005,6.401495178,5.301227865,5.309033755,2.638703712
ENSG00000167005,6.77082586,6.659006128,6.041021689,6.401495178,5.902811993,5.670401583,5.945942307
ENSG00000167011,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,6.746965785
ENSG00000167034,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167037,1.251397792,1.021011534,1.021011534,2.314989466,1.021011534,1.021011534,1.520556383
ENSG00000167046,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,1.890910519
ENSG00000167065,2.048798304,3.287734011,3.322852718,1.021011534,2.440797094,2.5337666,1.021011534
ENSG00000167074,2.275116933,2.73794616,3.322852718,1.021011534,2.440797094,3.255846671,3.128746178
ENSG00000167077,1.920763351,1.838599807,1.021011534,1.021011534,3.612301316,1.021011534,2.538011818
ENSG00000167080,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000167081,5.576175501,4.657561789,4.698249073,4.067181446,4.690968247,3.255846671,1.021011534
ENSG00000167083,2.275116933,2.73794616,3.322852718,2.985988394,4.250182126,4.093833879,5.084787438
ENSG00000167085,3.875678282,3.995929064,3.322852718,4.835386599,5.028127778,5.309033755,3.439082285
ENSG00000167088,5.898580877,6.957275469,3.322852718,6.795144736,7.178241452,8.26072562,4.914491229
ENSG00000167094,2.166390961,1.021011534,1.021011534,2.314989466,2.440797094,1.021011534,6.164351879
ENSG00000167098,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.057780702
ENSG00000167100,9.182645064,9.447719796,8.495844954,9.088036703,8.446409197,7.680528044,1.021011534
ENSG00000167103,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.821178303
ENSG00000167104,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167106,4.530573101,5.043303456,6.205997855,2.985988394,4.690968247,4.620480143,1.021011534
ENSG00000167107,1.920763351,2.357246082,1.021011534,1.021011534,2.440797094,1.021011534,6.197742589
ENSG00000167110,6.028512942,6.310951581,5.389384054,5.858380208,6.79222728,5.309033755,1.292298233
ENSG00000167112,3.525637768,3.038872542,5.0848135,4.300808666,2.440797094,3.255846671,5.33036381
ENSG00000167113,3.804901031,2.73794616,3.322852718,4.300808666,4.487344268,2.5337666,4.201870001
ENSG00000167114,2.559370401,1.021011534,3.322852718,2.314989466,1.021011534,3.255846671,4.831832509
ENSG00000167118,2.470699671,4.1294645,3.322852718,4.067181446,2.440797094,4.620480143,1.021011534
ENSG00000167123,1.021011534,1.021011534,3.322852718,3.442193525,1.021011534,1.021011534,4.894266286
ENSG00000167130,1.780249194,2.73794616,3.322852718,1.021011534,2.440797094,1.021011534,1.890910519
ENSG00000167136,1.920763351,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000167139,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.04562814
ENSG00000167173,5.61806387,5.687690442,6.488275725,5.333997471,4.690968247,6.043834575,1.021011534
ENSG00000167178,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,6.254378918
ENSG00000167182,5.923851269,6.163040014,4.698249073,6.401495178,5.728749504,5.005451055,1.021011534
ENSG00000167183,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.253058332
ENSG00000167186,2.935722994,3.499916977,4.168600383,2.985988394,3.612301316,4.093833879,1.021011534
ENSG00000167191,1.780249194,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.32283062
ENSG00000167193,4.440057392,3.848761081,4.698249073,4.300808666,5.171130378,5.86916711,2.185348848
ENSG00000167194,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.711766525
ENSG00000167196,4.715588779,4.364346456,4.168600383,4.067181446,4.690968247,4.620480143,1.021011534
ENSG00000167202,4.185291616,3.995929064,1.021011534,2.985988394,4.250182126,5.309033755,5.204605226
ENSG00000167207,3.000500245,1.021011534,3.322852718,1.021011534,1.021011534,3.255846671,5.237087428
ENSG00000167208,5.202253331,4.973968265,5.389384054,4.97709813,6.129918488,5.005451055,2.04562814
ENSG00000167210,4.573786724,3.287734011,4.168600383,3.788269875,3.612301316,3.255846671,5.487125746
ENSG00000167216,1.450009315,1.838599807,1.021011534,2.314989466,1.021011534,1.021011534,3.057780702
ENSG00000167220,4.790770258,5.109458677,4.698249073,4.97709813,4.869375002,4.825768459,2.73282405
ENSG00000167232,5.717754102,5.643717915,5.64072965,5.530737976,5.301227865,6.79587213,4.297376701
ENSG00000167244,8.539278316,8.477182856,9.893757538,9.080203983,8.460402896,8.906098691,7.454688471
ENSG00000167257,7.545770644,7.126578494,3.322852718,5.929855382,6.198315671,5.559707002,8.085154541
ENSG00000167258,6.297004949,5.503137211,6.041021689,6.062986398,6.198315671,6.340211609,4.201870001
ENSG00000167261,5.042234675,4.364346456,1.021011534,4.067181446,3.612301316,4.093833879,6.50167954
ENSG00000167264,3.387145149,3.038872542,1.021011534,3.788269875,3.612301316,2.5337666,5.955734372
ENSG00000167272,2.376220103,2.357246082,1.021011534,2.985988394,3.612301316,3.73484667,5.084787438
ENSG00000167280,3.233932239,1.838599807,4.168600383,3.788269875,3.142330303,3.255846671,1.890910519
ENSG00000167281,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000167283,8.356483377,8.591545814,7.018617007,8.589075476,8.266955558,8.660021244,2.04562814
ENSG00000167286,3.525637768,2.357246082,4.168600383,4.501822797,5.171130378,4.381055846,6.71849065
ENSG00000167291,1.624557885,2.357246082,1.021011534,2.314989466,4.869375002,2.5337666,5.432072036
ENSG00000167302,2.796730467,1.838599807,1.021011534,2.985988394,1.021011534,2.5337666,1.292298233
ENSG00000167306,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,2.821178303
ENSG00000167315,3.179018871,4.251680284,3.322852718,3.442193525,5.171130378,3.73484667,1.021011534
ENSG00000167323,5.746365679,5.043303456,4.698249073,5.619883797,5.420557875,2.5337666,4.327857114
ENSG00000167325,4.440057392,4.364346456,1.021011534,4.300808666,3.966212742,2.5337666,3.950855444
ENSG00000167332,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.810406046
ENSG00000167333,2.166390961,1.838599807,3.322852718,1.021011534,3.966212742,3.255846671,1.021011534
ENSG00000167355,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167363,6.328885435,4.364346456,6.041021689,5.619883797,5.171130378,4.093833879,1.021011534
ENSG00000167371,2.275116933,2.73794616,1.021011534,1.021011534,1.021011534,1.021011534,2.185348848
ENSG00000167377,1.251397792,1.838599807,1.021011534,1.021011534,2.440797094,1.021011534,3.057780702
ENSG00000167378,3.121932342,1.838599807,1.021011534,2.314989466,1.021011534,2.5337666,1.021011534
ENSG00000167380,3.480934629,3.287734011,3.322852718,2.314989466,4.250182126,2.5337666,3.870312691
ENSG00000167384,2.470699671,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,4.934436557
ENSG00000167390,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.06381881
ENSG00000167393,4.099178479,3.499916977,4.168600383,2.314989466,1.021011534,4.620480143,1.021011534
ENSG00000167394,2.376220103,3.038872542,1.021011534,1.021011534,2.440797094,1.021011534,2.983143058
ENSG00000167395,4.318290854,3.848761081,3.322852718,2.985988394,4.250182126,4.381055846,1.890910519
ENSG00000167397,3.768166231,2.73794616,1.021011534,2.314989466,3.612301316,3.255846671,4.831832509
ENSG00000167414,2.559370401,1.021011534,3.322852718,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000167434,1.920763351,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167447,2.935722994,3.038872542,3.322852718,1.021011534,3.142330303,4.093833879,1.292298233
ENSG00000167459,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.493874134
ENSG00000167460,11.76019134,11.01053812,10.14818832,11.67242175,11.17834141,9.897365051,1.021011534
ENSG00000167461,9.985340759,9.102680681,7.914931808,8.974308649,8.794542854,8.329817278,8.640952781
ENSG00000167468,9.252462033,9.158434478,8.175942957,9.924045579,9.163000331,8.836579827,6.966266525
ENSG00000167470,5.84667211,5.503137211,6.205997855,3.788269875,6.198315671,5.670401583,6.205970896
ENSG00000167476,2.275116933,1.021011534,3.322852718,2.314989466,2.440797094,2.5337666,6.791388333
ENSG00000167483,3.651992379,3.038872542,3.322852718,3.788269875,3.142330303,3.73484667,4.698223519
ENSG00000167487,2.275116933,1.838599807,1.021011534,2.985988394,2.440797094,1.021011534,3.597584367
ENSG00000167491,7.56998313,7.027398268,7.336022108,7.164599771,7.536312406,7.102683552,1.021011534
ENSG00000167494,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,7.437320356
ENSG00000167508,2.048798304,2.357246082,1.021011534,2.314989466,1.021011534,3.255846671,1.021011534
ENSG00000167513,1.780249194,2.357246082,1.021011534,1.021011534,3.142330303,1.021011534,1.292298233
ENSG00000167515,2.559370401,3.684857269,3.322852718,2.314989466,2.440797094,4.620480143,1.717585159
ENSG00000167522,8.984728185,8.724142522,7.018617007,9.344953878,8.726690351,8.686605774,3.26099216
ENSG00000167523,1.920763351,2.73794616,1.021011534,1.021011534,1.021011534,3.255846671,6.677656982
ENSG00000167524,1.251397792,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,1.717585159
ENSG00000167525,2.166390961,1.838599807,1.021011534,3.442193525,1.021011534,1.021011534,1.021011534
ENSG00000167526,8.705143798,9.918171262,10.60507012,9.992414586,10.38980218,11.13177217,1.021011534
ENSG00000167528,4.440057392,5.40117914,4.168600383,5.333997471,5.028127778,4.093833879,10.79053214
ENSG00000167531,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,6.031766483
ENSG00000167535,1.780249194,1.838599807,1.021011534,1.021011534,3.612301316,1.021011534,1.021011534
ENSG00000167536,2.796730467,2.357246082,3.322852718,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000167543,3.691765545,2.73794616,4.698249073,3.442193525,3.612301316,3.255846671,2.538011818
ENSG00000167548,7.373053788,6.636745841,7.471877385,6.450926522,6.998106505,6.979087865,2.821178303
ENSG00000167549,1.624557885,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,6.791388333
ENSG00000167550,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167552,6.603669257,6.366116103,5.64072965,6.062986398,5.420557875,6.40568234,1.021011534
ENSG00000167553,7.363850457,6.659006128,7.104751027,6.589804648,5.818404258,6.199620446,6.397760738
ENSG00000167554,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,5.315230554
ENSG00000167555,3.525637768,3.684857269,3.322852718,2.314989466,2.440797094,3.255846671,2.983143058
ENSG00000167562,3.525637768,3.287734011,3.322852718,3.442193525,1.021011534,4.381055846,2.73282405
ENSG00000167565,2.559370401,3.499916977,5.0848135,3.442193525,4.250182126,4.620480143,4.914491229
ENSG00000167566,3.337860197,4.566288238,1.021011534,1.021011534,4.690968247,3.255846671,4.234413155
ENSG00000167578,3.730471572,3.038872542,1.021011534,2.314989466,3.966212742,5.165212984,4.415615087
ENSG00000167580,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.73282405
ENSG00000167588,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167595,2.935722994,2.73794616,3.322852718,1.021011534,3.612301316,2.5337666,1.021011534
ENSG00000167600,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.32283062
ENSG00000167601,1.450009315,3.995929064,1.021011534,1.021011534,2.440797094,4.825768459,1.520556383
ENSG00000167604,2.935722994,3.848761081,4.168600383,4.067181446,4.487344268,4.093833879,3.597584367
ENSG00000167608,1.021011534,1.021011534,1.021011534,1.021011534,3.966212742,1.021011534,1.520556383
ENSG00000167612,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167613,3.062493539,4.1294645,3.322852718,4.501822797,3.142330303,4.381055846,1.292298233
ENSG00000167614,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.527079744
ENSG00000167615,6.081874435,3.287734011,4.168600383,4.678223663,5.028127778,3.73484667,1.021011534
ENSG00000167617,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.934436557
ENSG00000167618,1.251397792,1.021011534,1.021011534,2.314989466,2.440797094,3.255846671,1.717585159
ENSG00000167625,2.559370401,3.038872542,3.322852718,2.314989466,1.021011534,3.255846671,1.520556383
ENSG00000167632,6.005025372,5.889447359,4.168600383,5.530737976,5.028127778,5.309033755,4.894266286
ENSG00000167633,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.487125746
ENSG00000167634,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000167635,5.668769889,5.233309817,5.854714557,4.678223663,5.902811993,6.271627933,1.021011534
ENSG00000167637,2.376220103,2.73794616,1.021011534,2.314989466,1.021011534,3.255846671,5.676672298
ENSG00000167641,6.659896812,6.419248748,5.0848135,6.716480032,6.835820695,4.620480143,1.520556383
ENSG00000167642,5.454286891,5.043303456,4.698249073,6.125211504,5.028127778,2.5337666,1.717585159
ENSG00000167644,7.459117293,6.310951581,4.698249073,7.008272934,7.108862497,4.381055846,1.520556383
ENSG00000167645,4.9468418,4.657561789,5.0848135,5.224556214,3.612301316,3.73484667,1.021011534
ENSG00000167646,1.450009315,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,3.057780702
ENSG00000167657,3.975731024,4.1294645,1.021011534,4.067181446,4.487344268,4.093833879,1.021011534
ENSG00000167658,8.987726979,9.871273976,10.56764488,9.505632756,10.13449572,10.2799772,3.26099216
ENSG00000167664,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,11.29306933
ENSG00000167670,6.020726162,5.812096476,3.322852718,6.062986398,5.728749504,3.73484667,1.021011534
ENSG00000167671,5.383189412,5.643717915,7.262974915,6.675478445,8.726690351,6.979087865,4.674700911
ENSG00000167674,5.295556034,5.172712871,1.021011534,5.435718819,6.129918488,4.620480143,6.461005782
ENSG00000167676,2.470699671,1.838599807,1.021011534,1.021011534,2.440797094,1.021011534,4.550966179
ENSG00000167680,1.450009315,1.021011534,1.021011534,1.021011534,2.440797094,2.5337666,1.021011534
ENSG00000167685,2.048798304,3.287734011,3.322852718,1.021011534,1.021011534,1.021011534,2.904432368
ENSG00000167693,1.920763351,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,3.740383555
ENSG00000167695,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.890910519
ENSG00000167699,3.909806008,4.364346456,3.322852718,3.788269875,4.869375002,6.043834575,2.904432368
ENSG00000167700,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,3.740383555
ENSG00000167701,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000167702,2.166390961,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167703,4.508470994,3.499916977,1.021011534,2.314989466,3.966212742,2.5337666,1.021011534
ENSG00000167705,3.000500245,3.038872542,1.021011534,4.678223663,6.198315671,4.093833879,3.785006133
ENSG00000167711,1.624557885,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000167716,4.715588779,3.995929064,5.0848135,3.442193525,4.250182126,4.381055846,1.021011534
ENSG00000167720,2.048798304,1.021011534,3.322852718,1.021011534,3.142330303,1.021011534,3.828289842
ENSG00000167721,3.611091559,4.364346456,3.322852718,4.501822797,3.142330303,1.021011534,2.04562814
ENSG00000167723,2.048798304,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.171374811
ENSG00000167733,1.021011534,1.838599807,1.021011534,2.314989466,1.021011534,1.021011534,1.021011534
ENSG00000167740,4.318290854,3.038872542,3.322852718,5.106126332,3.142330303,4.381055846,1.021011534
ENSG00000167741,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000167747,2.376220103,3.038872542,3.322852718,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000167748,1.624557885,2.357246082,1.021011534,1.021011534,4.250182126,4.093833879,3.597584367
ENSG00000167749,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.284479327
ENSG00000167757,1.021011534,1.021011534,1.021011534,2.314989466,1.021011534,1.021011534,1.021011534
ENSG00000167766,4.97934532,4.468847826,4.168600383,2.985988394,3.612301316,5.165212984,1.021011534
ENSG00000167767,1.021011534,1.021011534,1.021011534,2.314989466,3.142330303,1.021011534,1.890910519
ENSG00000167768,3.062493539,6.099350762,5.389384054,2.985988394,7.613484599,7.141636087,1.021011534
ENSG00000167769,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.914491229
ENSG00000167770,4.239971201,4.657561789,4.698249073,4.97709813,5.301227865,4.381055846,1.021011534
ENSG00000167771,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.500567064
ENSG00000167772,1.021011534,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000167775,1.251397792,1.838599807,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000167778,4.530573101,4.824421834,4.168600383,4.067181446,5.171130378,4.825768459,1.021011534
ENSG00000167779,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,5.102525649
ENSG00000167780,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.429761361
ENSG00000167785,1.624557885,2.357246082,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167791,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.717585159
ENSG00000167792,4.069292711,3.684857269,4.698249073,4.501822797,1.021011534,2.5337666,1.021011534
ENSG00000167797,4.239971201,4.824421834,4.168600383,4.678223663,4.487344268,5.005451055,5.553113975
ENSG00000167798,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,4.601740479
ENSG00000167800,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167815,2.86789994,3.995929064,5.854714557,3.442193525,5.982553062,5.959142609,1.021011534
ENSG00000167822,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.345339971
ENSG00000167840,2.376220103,2.357246082,4.168600383,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000167842,2.935722994,2.357246082,1.021011534,2.314989466,2.440797094,2.5337666,2.983143058
ENSG00000167850,1.251397792,1.838599807,1.021011534,1.021011534,1.021011534,2.5337666,4.626472872
ENSG00000167851,5.146096797,4.364346456,4.168600383,4.300808666,4.869375002,4.093833879,1.021011534
ENSG00000167858,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.493874134
ENSG00000167861,1.251397792,1.838599807,1.021011534,1.021011534,3.142330303,1.021011534,1.021011534
ENSG00000167862,2.376220103,3.038872542,1.021011534,2.314989466,4.250182126,1.021011534,2.04562814
ENSG00000167863,6.484179507,6.680928158,5.0848135,7.072850164,7.03597782,7.831103312,2.983143058
ENSG00000167874,3.233932239,1.838599807,1.021011534,3.442193525,4.487344268,1.021011534,5.975121345
ENSG00000167880,1.920763351,1.838599807,1.021011534,1.021011534,2.440797094,2.5337666,1.021011534
ENSG00000167881,4.896670805,4.901131888,4.168600383,4.067181446,5.028127778,5.439807961,3.54666097
ENSG00000167889,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,5.188085693
ENSG00000167895,4.826941085,3.848761081,1.021011534,4.300808666,3.966212742,1.021011534,1.021011534
ENSG00000167900,1.251397792,2.357246082,1.021011534,2.314989466,1.021011534,1.021011534,3.989501062
ENSG00000167904,3.337860197,1.838599807,1.021011534,2.314989466,1.021011534,1.021011534,3.439082285
ENSG00000167910,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.128746178
ENSG00000167912,2.048798304,2.357246082,1.021011534,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000167914,2.376220103,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.821178303
ENSG00000167916,1.021011534,1.021011534,1.021011534,2.985988394,1.021011534,1.021011534,1.021011534
ENSG00000167920,1.251397792,2.357246082,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000167925,2.470699671,1.838599807,3.322852718,3.442193525,3.142330303,2.5337666,3.54666097
ENSG00000167930,2.470699671,2.357246082,1.021011534,2.314989466,1.021011534,2.5337666,1.021011534
ENSG00000167941,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000167962,3.909806008,3.995929064,4.168600383,2.314989466,3.966212742,4.620480143,1.021011534
ENSG00000167964,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.524892808
ENSG00000167965,2.376220103,3.499916977,3.322852718,3.788269875,3.142330303,4.620480143,1.292298233
ENSG00000167967,3.000500245,2.73794616,1.021011534,3.442193525,2.440797094,1.021011534,2.538011818
ENSG00000167969,2.559370401,2.73794616,4.698249073,3.442193525,4.690968247,1.021011534,1.021011534
ENSG00000167971,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,3.196383945
ENSG00000167972,3.179018871,2.73794616,4.168600383,2.985988394,3.966212742,1.021011534,1.021011534
ENSG00000167977,3.337860197,3.848761081,4.698249073,2.985988394,3.142330303,4.381055846,1.021011534
ENSG00000167978,8.394641018,7.782648844,8.730687628,7.506019097,8.185052376,7.782636981,4.134495037
ENSG00000167981,1.920763351,1.838599807,1.021011534,1.021011534,1.021011534,3.73484667,8.11604696
ENSG00000167984,4.552341706,3.684857269,4.698249073,4.501822797,3.966212742,4.620480143,4.471288363
ENSG00000167985,4.368237365,3.287734011,1.021011534,4.067181446,1.021011534,4.093833879,5.33036381
ENSG00000167986,5.43097488,6.70252206,6.488275725,5.530737976,6.919244298,7.252554928,2.538011818
ENSG00000167987,3.062493539,3.499916977,3.322852718,1.021011534,1.021011534,2.5337666,7.286417116
ENSG00000167992,1.251397792,1.021011534,1.021011534,1.021011534,3.966212742,4.381055846,4.201870001
ENSG00000167994,2.048798304,2.73794616,3.322852718,3.788269875,3.142330303,3.255846671,1.021011534
ENSG00000167995,6.104152973,4.364346456,1.021011534,6.297241579,5.171130378,4.381055846,2.904432368
ENSG00000167996,13.2379149,13.23575445,11.72804123,13.67500281,12.96253551,11.65198896,8.651534941
ENSG00000168000,4.790770258,3.848761081,1.021011534,4.835386599,3.966212742,3.255846671,11.82985865
ENSG00000168002,5.965009159,5.730362259,4.168600383,4.501822797,5.028127778,5.86916711,1.890910519
ENSG00000168003,3.651992379,2.73794616,1.021011534,3.442193525,1.021011534,2.5337666,4.134495037
ENSG00000168005,1.450009315,2.357246082,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000168010,6.714014913,4.743402818,4.168600383,5.530737976,6.058116555,6.123829259,4.234413155
ENSG00000168014,5.454286891,5.043303456,4.168600383,5.224556214,4.250182126,4.381055846,4.327857114
ENSG00000168016,6.821007591,5.851290257,6.611086461,6.125211504,5.633151899,6.043834575,5.084787438
ENSG00000168026,1.624557885,1.838599807,1.021011534,1.021011534,1.021011534,3.255846671,6.419151964
ENSG00000168028,7.137747537,7.927220688,8.70333942,7.661085657,7.844450698,8.071966562,1.021011534
ENSG00000168032,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,9.307121681
ENSG00000168036,5.333766795,5.889447359,6.041021689,5.224556214,4.690968247,5.86916711,1.021011534
ENSG00000168038,4.97934532,3.684857269,3.322852718,4.678223663,2.440797094,3.73484667,7.478657831
ENSG00000168040,4.266552978,4.251680284,3.322852718,4.678223663,3.612301316,5.165212984,2.638703712
ENSG00000168056,3.768166231,3.038872542,1.021011534,2.314989466,3.612301316,4.825768459,3.694336628
ENSG00000168060,1.624557885,1.838599807,1.021011534,2.985988394,3.142330303,1.021011534,4.327857114
ENSG00000168061,1.780249194,1.021011534,1.021011534,2.314989466,1.021011534,2.5337666,2.983143058
ENSG00000168062,1.450009315,1.838599807,1.021011534,1.021011534,1.021011534,3.255846671,2.185348848
ENSG00000168065,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.471288363
ENSG00000168066,7.297728861,7.292394741,7.336022108,7.104086196,6.998106505,6.468310486,1.520556383
ENSG00000168067,5.989151829,5.687690442,6.829193979,6.184863373,5.818404258,3.73484667,7.512223378
ENSG00000168070,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,4.524892808
ENSG00000168071,6.277532928,6.193860398,5.0848135,6.184863373,6.32608904,6.271627933,1.021011534
ENSG00000168077,1.021011534,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,4.327857114
ENSG00000168078,2.166390961,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
