EnsembleID,P3202NP,P3275NP,P3090NP,P3095NP,P3107NP,P3230NP,P3376NP,P3052NP,P3387NP,P3372NP,P3367NP,P3354NP
ENSG00000082212,6.087781415,6.307292608,5.616788951,6.434941548,6.608543661,6.718696221,5.973981795,5.343260111,5.690262232,6.3235076,5.783612016,6.052088832
ENSG00000082213,3.749675919,3.771480208,3.85062419,3.936868451,3.413696246,3.895714752,2.732968129,2.903622368,2.399328432,3.864411633,3.614220655,3.830736665
ENSG00000082258,4.150476891,4.61028964,5.729512335,4.458795834,4.122474748,5.186564968,3.168355895,4.211061565,4.448393462,4.891683388,4.493613222,4.347736969
ENSG00000082269,3.403205969,4.395100017,4.469410687,2.68132932,2.764135682,3.402937205,3.168355895,0.973961385,2.399328432,2.808271045,3.140556213,3.830736665
ENSG00000082293,0.973961385,0.973961385,3.85062419,2.68132932,0.973961385,0.973961385,0.973961385,3.700642946,0.973961385,0.973961385,1.878854799,0.973961385
ENSG00000082397,5.960499439,6.788896512,5.556942599,5.314379938,7.731431535,5.186564968,5.608932242,4.211061565,5.262623416,5.639414955,4.790160927,5.673056202
ENSG00000082438,4.262648709,3.360596694,3.970158799,4.458795834,4.040171192,4.262352439,4.910165979,4.587331155,3.572680245,4.467612464,4.493613222,4.808711002
ENSG00000082458,2.946314203,1.675796375,2.573392305,0.973961385,2.764135682,0.973961385,0.973961385,0.973961385,0.973961385,2.808271045,1.878854799,2.330660671
ENSG00000082512,4.554744037,3.02110248,5.821401001,2.68132932,3.413696246,4.554441575,2.732968129,3.700642946,4.448393462,2.808271045,4.119908674,4.550108713
ENSG00000082515,4.150476891,3.444537163,3.078008169,4.132582341,3.276633362,2.648672864,3.502357774,2.903622368,4.211087762,0.973961385,4.119908674,4.452468357
ENSG00000082516,3.403205969,2.499888442,3.825481106,3.44157733,2.764135682,3.402937205,0.973961385,2.903622368,3.102141425,3.590322521,0.973961385,3.48060333
ENSG00000082641,5.068401472,5.551081432,6.055661946,3.710374101,3.952886759,4.262352439,5.119031595,5.343260111,4.211087762,4.29314945,5.690940132,4.72755382
ENSG00000082684,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.164894554,0.973961385,0.973961385
ENSG00000082701,6.176376186,6.828491714,6.139660672,6.35875752,7.441974027,5.624617112,5.676553949,4.211061565,6.513658779,5.964557238,5.690940132,5.629043015
ENSG00000082781,6.025543656,7.831644174,4.960018426,6.05512422,8.604607494,4.262352439,5.018375296,4.885488394,4.211087762,5.639414955,3.614220655,4.234803366
ENSG00000082805,6.530212672,6.752307222,7.167739527,6.434941548,7.178993639,6.056677816,6.126851698,5.52715311,6.513658779,6.12943129,6.613620296,6.179614867
ENSG00000082898,8.139357669,8.405925443,6.978263782,8.612353355,9.300864455,7.925631706,7.81027544,7.339934567,8.408209963,8.296722875,7.586270877,7.685532823
ENSG00000082996,5.926843517,6.425619663,5.674251303,5.847802216,7.149853908,5.347818023,6.126851698,5.836738405,5.262623416,5.843145838,5.952807522,5.21818914
ENSG00000083067,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.648672864,0.973961385,3.700642946,0.973961385,0.973961385,1.878854799,2.7144481
ENSG00000083093,3.192771821,3.484744243,3.576986851,2.066725265,1.961956464,2.648672864,4.371572819,3.700642946,0.973961385,0.973961385,3.396740887,3.01729599
ENSG00000083097,4.262648709,4.85998387,5.736273474,4.597854534,5.236499319,3.402937205,4.910165979,4.211061565,5.262623416,4.29314945,4.958633182,4.550108713
ENSG00000083099,3.403205969,3.803624328,3.947031094,4.841251944,4.122474748,4.554441575,0.973961385,3.700642946,3.572680245,4.467612464,4.255520413,5.33238038
ENSG00000083123,2.648899539,2.145901346,3.119973295,3.110962301,2.764135682,3.402937205,4.001460606,0.973961385,2.399328432,3.251651901,3.614220655,1.806238091
ENSG00000083168,7.715397881,9.080369016,8.294681549,7.706671373,9.029425473,7.612976077,7.634389611,7.608234935,7.986562977,7.538633227,7.547152063,7.619585264
ENSG00000083223,7.491966778,8.046673389,7.788206449,7.752051087,8.104839527,7.17077132,7.332886939,7.238136155,7.600079792,7.498985046,7.506942905,7.76902051
ENSG00000083290,3.192771821,4.573476656,4.608564702,3.44157733,3.538859825,2.648672864,2.732968129,3.700642946,3.572680245,3.864411633,3.614220655,4.234803366
ENSG00000083307,0.973961385,0.973961385,0.973961385,2.066725265,1.550931715,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000083312,6.025543656,6.962659507,5.789251316,6.397352354,7.622514496,5.347818023,5.119031595,5.52715311,5.864363331,5.778380361,5.036023573,5.536771306
ENSG00000083444,2.648899539,4.064623143,4.297213173,0.973961385,3.413696246,0.973961385,0.973961385,2.903622368,0.973961385,2.808271045,3.396740887,2.330660671
ENSG00000083454,3.192771821,1.675796375,2.84765131,3.710374101,0.973961385,0.973961385,2.106423139,0.973961385,3.572680245,2.808271045,3.396740887,2.7144481
ENSG00000083457,3.192771821,3.403177332,2.990228197,3.110962301,4.200335337,0.973961385,3.168355895,4.211061565,2.399328432,4.29314945,3.396740887,3.01729599
ENSG00000083520,5.493161484,5.532021075,5.77618812,5.467328632,5.678688451,5.492845831,5.119031595,5.132455145,5.779937454,5.639414955,5.783612016,5.386256251
ENSG00000083535,4.721060978,4.646186598,5.541584901,5.231361253,5.535826003,2.648672864,3.773385596,4.587331155,3.926912337,5.009237234,4.790160927,3.48060333
ENSG00000083544,5.128855173,5.737340843,4.801429285,6.006019413,6.93891833,4.554441575,6.026758849,5.52715311,5.779937454,5.639414955,4.599381519,4.550108713
ENSG00000083635,2.648899539,2.419197545,2.744116869,3.710374101,3.125168646,2.648672864,2.732968129,4.211061565,3.572680245,2.164894554,0.973961385,4.452468357
ENSG00000083642,6.338745262,6.410044358,6.549741572,6.576208714,7.058727588,5.347818023,5.608932242,6.73905786,6.839834686,5.710570216,6.336104517,5.983833309
ENSG00000083720,4.721060978,4.496906836,4.801429285,4.458795834,5.038743129,5.004993486,3.773385596,0.973961385,3.102141425,3.251651901,2.828842121,4.550108713
ENSG00000083750,2.648899539,2.576304293,3.576986851,3.44157733,0.973961385,3.402937205,3.773385596,0.973961385,2.399328432,0.973961385,0.973961385,1.806238091
ENSG00000083799,6.868330776,6.002614665,7.632018617,6.278325074,6.079828321,5.960179802,6.469529566,5.52715311,6.019698621,6.911804131,6.425103302,6.351974648
ENSG00000083807,2.273814282,1.529708111,2.573392305,0.973961385,0.973961385,0.973961385,2.106423139,0.973961385,0.973961385,0.973961385,1.878854799,3.01729599
ENSG00000083812,0.973961385,2.242867482,3.160752164,0.973961385,0.973961385,0.973961385,2.732968129,0.973961385,0.973961385,2.164894554,3.970214399,0.973961385
ENSG00000083814,2.273814282,2.33372478,3.720283451,2.066725265,2.542895023,2.648672864,3.168355895,3.700642946,2.399328432,2.808271045,3.970214399,3.267468611
ENSG00000083817,0.973961385,1.183905135,2.379718567,0.973961385,0.973961385,2.648672864,2.732968129,0.973961385,2.399328432,0.973961385,1.878854799,3.01729599
ENSG00000083828,3.586816843,3.444537163,4.059131262,4.132582341,3.760674868,2.648672864,2.106423139,3.700642946,3.572680245,3.251651901,3.140556213,2.330660671
ENSG00000083838,1.765582851,1.529708111,2.511678767,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.828842121,0.973961385
ENSG00000083844,4.150476891,3.982759984,4.982940504,4.132582341,3.276633362,4.554441575,2.732968129,4.211061565,4.830611096,3.251651901,3.614220655,3.978361445
ENSG00000083845,7.644697027,5.879840341,6.289683169,7.195712053,6.120451019,7.675095725,7.582450323,7.868846792,7.416527413,7.722010674,8.100279494,7.727880504
ENSG00000083857,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,2.106423139,0.973961385,0.973961385,2.164894554,0.973961385,0.973961385
ENSG00000083896,7.22747696,6.900854117,8.078930852,6.673763148,6.50495687,7.035233205,7.056540633,7.43502096,6.797515416,6.999658705,7.238860615,6.961269386
ENSG00000083937,4.939318822,4.748810628,4.593749595,4.724680117,3.952886759,5.745353665,3.168355895,4.211061565,5.132482809,2.808271045,5.690940132,4.958492921
ENSG00000084070,7.514800497,6.973296704,7.599015345,7.56128267,6.718481178,7.408750475,7.394428332,7.524225957,7.806224729,6.647437038,7.685681113,7.585445457
ENSG00000084072,5.005303347,5.186843946,4.801429285,5.04945247,5.651225347,6.056677816,4.198352984,4.587331155,4.989428103,5.639414955,5.370760792,4.958492921
ENSG00000084073,4.463795145,5.380427178,4.469410687,4.841251944,5.972966526,4.554441575,4.198352984,5.343260111,4.652123194,3.590322521,4.697922469,4.808711002
ENSG00000084090,6.087781415,5.369731303,5.913762712,4.949104724,4.858361373,5.856761661,3.773385596,4.885488394,5.594641354,5.639414955,5.485565662,6.179614867
ENSG00000084092,3.896001249,3.176470314,3.77384091,3.110962301,2.764135682,3.895714752,4.526206371,0.973961385,2.399328432,3.590322521,3.396740887,3.830736665
ENSG00000084093,6.232554299,6.178386461,6.395980742,5.467328632,5.783593665,6.461032855,5.119031595,5.836738405,5.779937454,5.639414955,5.738020046,6.268367221
ENSG00000084110,3.586816843,3.738603545,3.747310694,0.973961385,0.973961385,0.973961385,4.001460606,0.973961385,2.399328432,3.590322521,4.119908674,3.666265936
ENSG00000084112,5.242655681,6.731571572,5.715894249,5.731780277,6.904439214,4.262352439,4.526206371,6.307928647,5.381989698,4.891683388,5.246024098,5.094176574
ENSG00000084207,6.087781415,5.703667663,6.044809703,6.05512422,5.410387149,7.081841823,7.081702202,6.091485219,5.381989698,6.881288765,6.453589947,7.205601693
ENSG00000084234,5.857080524,9.087730205,9.388400075,5.314379938,5.199057396,5.745353665,5.384677415,5.343260111,4.989428103,6.021634622,6.757658514,6.869675272
ENSG00000084444,0.973961385,1.529708111,2.155953456,0.973961385,0.973961385,0.973961385,3.168355895,0.973961385,0.973961385,0.973961385,1.878854799,0.973961385
ENSG00000084463,6.850490416,6.563412362,6.32150385,6.609465224,7.079481116,6.885628648,7.154656405,4.885488394,6.753917163,6.941687394,6.638647615,6.888465219
ENSG00000084623,5.582333282,4.573476656,4.982940504,4.841251944,4.344481916,6.529889639,5.608932242,5.969727327,5.381989698,6.12943129,5.591904319,5.715766308
ENSG00000084636,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.399328432,0.973961385,0.973961385,0.973961385
ENSG00000084652,5.820891792,4.875188849,5.736273474,5.467328632,4.344481916,4.797234869,4.526206371,5.52715311,4.830611096,4.467612464,4.379472911,5.757248279
ENSG00000084674,1.765582851,0.973961385,0.973961385,2.066725265,1.961956464,0.973961385,0.973961385,2.903622368,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000084676,6.832426676,7.117725661,6.681693207,6.735317296,7.601144402,6.529889639,5.862256659,5.52715311,6.225234395,6.610706023,6.273567657,5.983833309
ENSG00000084693,4.463795145,5.473280848,3.606807459,4.841251944,6.179317705,5.186564968,3.168355895,4.211061565,4.830611096,3.251651901,4.255520413,3.01729599
ENSG00000084710,0.973961385,1.183905135,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.399328432,0.973961385,0.973961385,2.330660671
ENSG00000084731,4.262648709,5.894838558,3.720283451,5.04945247,7.253939286,0.973961385,4.001460606,4.211061565,4.211087762,3.864411633,3.970214399,3.666265936
ENSG00000084733,7.514800497,8.173548895,6.966811054,7.972564404,8.930086674,7.644370219,6.978310646,6.203762181,7.740728888,7.47874472,7.065138075,7.388320821
ENSG00000084754,6.617190312,6.451210565,6.653395898,6.006019413,5.343325538,6.461032855,6.077673143,5.52715311,6.159922774,6.229730464,6.481524985,6.888465219
ENSG00000084764,2.946314203,1.529708111,2.796812654,0.973961385,1.550931715,0.973961385,0.973961385,0.973961385,0.973961385,2.164894554,0.973961385,2.7144481
ENSG00000084774,4.028842652,2.648875386,4.721907847,2.68132932,2.764135682,3.895714752,3.502357774,2.903622368,2.399328432,2.164894554,3.614220655,3.01729599
ENSG00000085063,3.586816843,3.176470314,3.160752164,3.936868451,2.955916334,3.402937205,0.973961385,0.973961385,3.102141425,3.251651901,3.396740887,4.452468357
ENSG00000085117,4.463795145,6.727388437,5.412456889,5.95518416,7.737973381,6.056677816,5.741147511,5.132455145,5.864363331,4.763694449,5.370760792,5.386256251
ENSG00000085185,4.640297852,4.395100017,4.63774617,2.68132932,4.344481916,3.402937205,4.198352984,2.903622368,4.211087762,4.763694449,3.970214399,3.666265936
ENSG00000085224,8.518375653,8.866884841,8.811698302,8.874180448,9.641653126,8.982552118,8.877632508,8.516508406,8.903274639,8.831573313,8.552783457,8.346251933
ENSG00000085231,4.028842652,4.535699671,3.77384091,4.304889691,4.706538164,5.004993486,4.371572819,3.700642946,5.132482809,4.094648731,4.876854849,4.550108713
ENSG00000085265,7.051262474,10.16964169,10.01689564,6.576208714,5.160617802,6.658464996,8.180057437,6.880919061,5.594641354,6.494544801,8.245830399,8.283752134
ENSG00000085274,3.192771821,2.783906453,3.636024136,3.710374101,2.955916334,0.973961385,2.106423139,2.903622368,3.102141425,3.590322521,3.803170234,4.234803366
ENSG00000085276,2.273814282,1.675796375,1.439329451,3.936868451,2.281471541,2.648672864,2.106423139,2.903622368,3.572680245,3.251651901,3.803170234,2.330660671
ENSG00000085365,4.463795145,4.748810628,3.970158799,4.597854534,4.536837986,4.797234869,5.301447682,2.903622368,5.132482809,4.891683388,5.485565662,2.7144481
ENSG00000085377,4.366724674,3.954406412,4.748904959,2.066725265,2.542895023,3.402937205,3.773385596,4.211061565,4.211087762,3.590322521,3.614220655,3.48060333
ENSG00000085382,5.005303347,4.436688747,4.419874544,4.597854534,5.038743129,3.402937205,5.018375296,4.211061565,4.652123194,5.564567343,5.429304899,3.48060333
ENSG00000085415,3.586816843,3.954406412,4.593749595,3.710374101,2.764135682,3.402937205,2.732968129,3.700642946,4.652123194,2.808271045,3.140556213,4.550108713
ENSG00000085433,2.648899539,4.167014042,3.799892048,3.936868451,4.475525407,3.895714752,4.001460606,3.700642946,4.211087762,4.763694449,3.614220655,3.01729599
ENSG00000085449,5.960499439,6.128500932,5.631370527,5.95518416,6.579698521,3.402937205,5.862256659,5.343260111,4.830611096,5.964557238,5.783612016,5.673056202
ENSG00000085465,0.973961385,0.973961385,1.566176233,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000085491,4.721060978,4.732205592,5.144146041,5.04945247,3.760674868,4.797234869,4.198352984,4.885488394,4.448393462,4.891683388,4.876854849,5.21818914
ENSG00000085511,4.640297852,4.010567042,5.386903834,4.304889691,3.125168646,3.402937205,2.732968129,2.903622368,4.448393462,3.590322521,4.119908674,4.452468357
ENSG00000085514,3.192771821,5.502949896,5.343283156,3.110962301,2.764135682,2.648672864,4.198352984,3.700642946,2.399328432,4.094648731,4.379472911,4.885544902
ENSG00000085552,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.399328432,0.973961385,0.973961385,0.973961385
ENSG00000085563,1.765582851,1.529708111,4.436576292,0.973961385,2.542895023,0.973961385,0.973961385,2.903622368,0.973961385,3.251651901,1.878854799,2.7144481
ENSG00000085644,2.648899539,2.648875386,2.944250567,2.066725265,3.276633362,3.402937205,2.732968129,2.903622368,0.973961385,2.808271045,3.803170234,3.01729599
ENSG00000085662,4.640297852,3.484744243,4.260162363,2.066725265,3.413696246,2.648672864,3.168355895,4.211061565,4.652123194,4.094648731,3.614220655,3.830736665
ENSG00000085719,5.446419765,4.765226717,4.852108337,4.132582341,4.706538164,3.402937205,4.371572819,4.211061565,3.572680245,4.763694449,5.690940132,4.550108713
ENSG00000085721,4.028842652,2.846960486,4.436576292,3.936868451,3.125168646,4.797234869,3.502357774,4.211061565,4.448393462,4.29314945,4.119908674,3.978361445
ENSG00000085733,8.418988454,10.47611889,7.442446899,9.246020557,11.12729134,7.950962309,7.764393421,7.967574045,8.275750445,7.974157058,6.867595714,7.440184024
ENSG00000085741,0.973961385,2.419197545,1.439329451,0.973961385,3.413696246,0.973961385,0.973961385,2.903622368,3.102141425,0.973961385,0.973961385,0.973961385
ENSG00000085760,4.150476891,4.191515285,4.721907847,4.458795834,4.040171192,3.895714752,0.973961385,2.903622368,4.652123194,2.808271045,2.828842121,4.958492921
ENSG00000085788,4.463795145,4.064623143,4.948419351,3.710374101,4.858361373,3.402937205,3.502357774,5.132455145,4.211087762,3.864411633,3.970214399,4.885544902
ENSG00000085831,0.973961385,1.183905135,1.439329451,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,1.878854799,0.973961385
ENSG00000085832,7.685520743,8.144038038,7.194989938,7.675605308,8.681284251,7.675095725,7.668005226,7.128605682,8.212735955,7.651431413,7.599078267,7.159933938
ENSG00000085840,1.765582851,1.367142707,1.300245262,0.973961385,2.281471541,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000085871,2.946314203,3.074772494,3.078008169,3.110962301,3.859979525,0.973961385,2.106423139,2.903622368,3.102141425,3.251651901,2.430668888,1.806238091
ENSG00000085872,4.939318822,4.416044237,4.936726264,4.132582341,3.538859825,4.262352439,3.773385596,3.700642946,5.381989698,5.009237234,5.309740131,4.72755382
ENSG00000085978,4.463795145,5.292553969,5.667192432,5.231361253,4.951369583,4.554441575,3.773385596,4.211061565,4.652123194,4.891683388,4.119908674,4.958492921
ENSG00000085982,2.273814282,3.52386109,4.163145546,2.066725265,3.125168646,2.648672864,3.168355895,0.973961385,2.399328432,0.973961385,3.970214399,2.330660671
ENSG00000085998,0.973961385,2.648875386,3.546536815,2.68132932,0.973961385,0.973961385,2.732968129,0.973961385,2.399328432,0.973961385,1.878854799,2.330660671
ENSG00000085999,1.765582851,1.183905135,1.146307889,0.973961385,1.550931715,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000086015,1.765582851,3.074772494,3.200410002,2.066725265,1.550931715,0.973961385,2.732968129,0.973961385,2.399328432,2.808271045,2.828842121,2.330660671
ENSG00000086061,7.156650722,6.549262812,6.602499451,7.455521122,6.39335312,7.294662313,7.651295324,7.128605682,6.662557122,7.651431413,7.547152063,8.218421653
ENSG00000086062,5.068401472,5.686531682,5.549284185,4.458795834,5.904831203,5.347818023,4.665858527,5.132455145,5.262623416,4.467612464,5.109473024,3.978361445
ENSG00000086065,5.820891792,5.917047523,5.289135419,6.507303532,6.650758013,5.004993486,6.507161957,5.343260111,6.405106465,6.076539529,5.429304899,5.912187477
ENSG00000086102,5.296357635,5.967576333,5.865239898,5.538123027,6.50495687,5.186564968,5.608932242,6.203762181,5.594641354,5.564567343,5.246024098,4.958492921
ENSG00000086189,4.150476891,2.242867482,2.990228197,2.066725265,3.760674868,4.797234869,3.502357774,0.973961385,3.926912337,3.251651901,3.803170234,2.7144481
ENSG00000086200,5.005303347,5.522395624,4.222134888,5.04945247,5.442784087,5.624617112,5.018375296,4.587331155,4.448393462,4.467612464,4.790160927,3.01729599
ENSG00000086205,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.903622368,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000086232,8.501326886,10.10581586,7.348493926,9.186660392,10.81406304,8.573463974,8.548211966,8.355675139,8.980965616,8.176206857,7.812066043,8.530990799
ENSG00000086288,1.765582851,1.675796375,2.379718567,0.973961385,1.550931715,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000086289,3.403205969,3.360596694,1.890995089,2.066725265,3.760674868,0.973961385,2.106423139,0.973961385,4.211087762,0.973961385,0.973961385,3.666265936
ENSG00000086300,5.068401472,5.337159505,5.45406457,5.143272064,4.536837986,5.492845831,5.463366356,4.885488394,4.448393462,5.485623103,5.8706887,6.32464035
ENSG00000086475,4.262648709,3.52386109,3.276597853,0.973961385,2.764135682,3.895714752,4.001460606,4.211061565,3.102141425,4.763694449,3.970214399,3.830736665
ENSG00000086504,3.586816843,3.599049911,3.799892048,2.68132932,3.276633362,4.262352439,4.001460606,3.700642946,2.399328432,3.251651901,0.973961385,3.978361445
ENSG00000086506,3.403205969,4.142089496,1.682765967,5.143272064,3.760674868,2.648672864,2.732968129,4.211061565,4.211087762,2.164894554,4.255520413,2.330660671
ENSG00000086544,3.403205969,2.965358472,2.990228197,2.066725265,2.542895023,0.973961385,3.502357774,3.700642946,3.572680245,2.164894554,3.396740887,1.806238091
ENSG00000086548,1.765582851,1.367142707,1.300245262,4.132582341,2.281471541,0.973961385,2.106423139,2.903622368,2.399328432,2.808271045,3.140556213,1.806238091
ENSG00000086570,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000086589,4.028842652,4.215607364,4.92493763,4.132582341,4.536837986,3.402937205,5.384677415,5.343260111,5.132482809,3.864411633,4.790160927,5.438192405
ENSG00000086598,7.359481022,7.870098634,6.896117111,7.946774308,8.4656835,7.371714563,8.168360354,6.73905786,7.52425495,7.930115068,7.661463332,7.401462456
ENSG00000086619,2.648899539,3.52386109,3.825481106,2.68132932,3.538859825,0.973961385,3.773385596,0.973961385,4.652123194,3.864411633,3.970214399,1.806238091
ENSG00000086666,7.644697027,8.089673777,6.3526378,8.095021771,9.005224645,6.937239906,7.268602934,6.73905786,7.909181056,7.458216387,7.422997905,7.375058377
ENSG00000086712,4.366724674,4.037848255,4.936726264,3.110962301,4.344481916,4.554441575,3.773385596,3.700642946,2.399328432,4.763694449,4.493613222,5.21818914
ENSG00000086730,4.640297852,5.720602494,5.925642637,3.936868451,3.538859825,3.895714752,4.371572819,4.211061565,3.926912337,4.623235717,4.255520413,4.550108713
ENSG00000086758,8.008720319,7.782088304,8.41965114,7.341388671,7.776613494,6.937239906,7.268602934,7.902512168,8.146842887,7.633233574,7.560309877,7.249868104
ENSG00000086827,2.648899539,3.52386109,3.799892048,2.68132932,2.764135682,0.973961385,3.168355895,2.903622368,3.102141425,4.094648731,2.430668888,4.550108713
ENSG00000086848,1.765582851,1.675796375,2.234461848,0.973961385,2.281471541,2.648672864,0.973961385,0.973961385,0.973961385,2.164894554,0.973961385,0.973961385
ENSG00000086967,0.973961385,1.183905135,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000086991,1.765582851,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.808271045,0.973961385,1.806238091
ENSG00000087008,2.273814282,2.846960486,3.576986851,3.44157733,2.542895023,2.648672864,2.106423139,0.973961385,2.399328432,0.973961385,3.140556213,0.973961385
ENSG00000087053,5.398112812,6.102896039,4.202738541,5.231361253,6.916024052,5.186564968,3.502357774,4.885488394,4.652123194,5.843145838,3.803170234,5.386256251
ENSG00000087074,6.776837433,7.981427312,6.865607337,6.236362267,6.744704684,6.147124012,6.777368096,6.405077838,6.287716935,6.180452328,6.663248163,6.869675272
ENSG00000087076,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.106423139,0.973961385,0.973961385,0.973961385,2.430668888,0.973961385
ENSG00000087077,1.765582851,2.33372478,1.566176233,0.973961385,1.550931715,0.973961385,2.106423139,0.973961385,0.973961385,0.973961385,2.430668888,0.973961385
ENSG00000087085,0.973961385,1.183905135,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,2.399328432,0.973961385,1.878854799,0.973961385
ENSG00000087086,10.19854781,9.980042669,8.75539901,10.21155749,10.57193348,10.59624616,10.70517089,10.39719545,10.43682394,10.53751834,10.57978587,10.75888493
ENSG00000087087,5.857080524,5.453156998,6.917096432,4.724680117,4.200335337,4.797234869,5.213120834,5.690234041,4.989428103,4.763694449,5.642271865,5.874984569
ENSG00000087088,5.005303347,4.516433638,4.876795533,5.231361253,4.858361373,4.797234869,5.463366356,4.211061565,4.448393462,4.094648731,4.958633182,5.157514946
ENSG00000087095,7.294988232,7.970850114,5.736273474,7.880206935,8.704850868,7.081841823,7.246522248,6.405077838,7.948390772,7.305706483,7.083482426,7.030575389
ENSG00000087111,2.273814282,3.444537163,4.517302276,0.973961385,2.764135682,0.973961385,0.973961385,0.973961385,2.399328432,0.973961385,3.396740887,2.7144481
ENSG00000087116,0.973961385,1.183905135,1.439329451,2.066725265,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000087128,0.973961385,0.973961385,1.146307889,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385,0.973961385
ENSG00000087152,5.242655681,5.31502912,5.386903834,4.132582341,5.732094367,4.554441575,4.001460606,2.903622368,5.262623416,3.590322521,4.790160927,4.347736969
ENSG00000087157,3.896001249,3.771480208,4.593749595,2.68132932,3.654026175,2.648672864,4.371572819,0.973961385,2.399328432,0.973961385,4.876854849,3.830736665
ENSG00000087191,5.348132154,5.198979341,5.624098161,5.392880211,6.342747001,5.624617112,5.384677415,4.587331155,4.652123194,5.219004512,5.738020046,6.209809723
ENSG00000087206,8.23871311,8.840014374,6.992453013,8.62053272,9.624102594,8.652791181,8.592650204,7.687620038,9.036605864,8.407943088,7.755986809,7.993900467
ENSG00000087237,3.192771821,4.977359999,2.155953456,4.949104724,6.48953239,4.554441575,2.106423139,4.587331155,5.262623416,4.467612464,2.430668888,2.330660671
ENSG00000087245,2.946314203,0.973961385,0.973961385,0.973961385,0.973961385,2.648672864,2.106423139,0.973961385,0.973961385,0.973961385,3.140556213,2.7144481
ENSG00000087253,2.273814282,4.496906836,4.402977178,2.066725265,1.550931715,0.973961385,2.106423139,0.973961385,0.973961385,0.973961385,2.430668888,3.267468611
ENSG00000087258,4.554744037,5.369731303,3.576986851,5.314379938,6.217268723,0.973961385,4.910165979,4.211061565,3.102141425,3.251651901,3.614220655,4.234803366
ENSG00000087263,4.262648709,3.771480208,3.899632781,4.458795834,4.65215956,4.554441575,4.910165979,3.700642946,4.448393462,3.864411633,4.790160927,4.112272803
ENSG00000087266,5.582333282,6.623172403,6.699101257,5.670071755,3.760674868,5.745353665,5.676553949,5.132455145,5.381989698,5.639414955,6.067835636,6.50592261
ENSG00000087269,6.552453602,6.030045248,6.587621605,5.538123027,5.88138508,6.147124012,6.579603992,5.52715311,5.492230061,6.021634622,6.780326379,6.052088832
ENSG00000087274,7.537278447,7.574204548,7.746954593,7.217445444,7.950040744,7.408750475,6.895594207,7.070555529,7.105694034,6.97096421,7.379119719,6.97891051
ENSG00000087299,0.973961385,2.041945318,2.573392305,0.973961385,2.281471541,2.648672864,2.106423139,0.973961385,0.973961385,0.973961385,0.973961385,1.806238091
ENSG00000087301,4.939318822,4.646186598,4.142933982,5.143272064,5.535826003,4.262352439,4.910165979,4.211061565,4.830611096,5.117930029,4.379472911,3.830736665
ENSG00000087302,6.338745262,5.412047092,5.526061958,6.471576179,5.857551617,6.718696221,5.862256659,5.836738405,5.594641354,6.647437038,6.396042825,6.688551276
ENSG00000087303,3.586816843,3.704960171,1.790634075,3.936868451,4.706538164,0.973961385,0.973961385,0.973961385,2.399328432,2.808271045,1.878854799,1.806238091
ENSG00000087338,4.554744037,4.352276728,4.578780771,4.458795834,4.809507601,5.186564968,5.384677415,4.885488394,4.448393462,5.219004512,3.970214399,4.112272803
ENSG00000087365,8.024717727,7.249002451,7.865791021,7.491643323,6.770460029,7.333702783,7.246522248,7.339934567,6.797515416,7.328505761,7.948422788,8.173164313
